PSUWGT,NATWGT,PSU,AOPSVEH,CASEID,CASENO,STRATIF,VERSION,VEHNO,MODELYR,MAKE,MODEL,BODYTYPE,VIN,TOWPAR,TRAVELSP,DRINKDRG,ALCTEST,SPLIMIT,MANEUVER,ACCTYPE,DRPRES,OCUPANTS,OCCFORMS,CURBWGT,TOWHITCH,DOCTRAJ,CONDTREE,ROLLOVER,FOVERIDE,ROVERIDE,ANGTHIS,ANGOTHER,DVBASIS,DVTOTAL,DVLONG,DVLAT,ENERGY,DVCONFID,INSPTYPE,VINLNGTH,VINJSER,VINJURED,DRIVE,VTREAT,OTVEHWGT,OTBDYTYP,VAIS,CARGOWGT
1.42,18.7227,75,0,116C,116,C,2,1,86,49,477,30,JT4RN50R6G,1,55,0,C,55,1,2,1,2,2,28,0,0,0,4,0,0,997,997,5,U,U,U,U,0,2,17,0,2,8,3,998,98,1,0
2.34,30.8529,75,0,117D,117,D,2,1,68,20,1,2,135378K100,1,25,1,34,35,U,68,1,2,2,32,0,0,0,0,0,0,245,90,1,28,-26,-12,812,1,1,13,1,2,1,3,35,2,3,2
2.34,30.8529,75,0,117D,117,D,2,2,72,21,1,2,3J57K2R100,1,40,0,C,35,1,69,1,1,1,35,0,0,0,0,0,0,90,245,1,28,-25,12,1728,1,1,13,0,1,1,0,32,2,1,0
1,13.185,75,0,118A,118,A,2,1,83,87,881,65,1XP9DB9X4D,1,65,0,C,35,98,32,,,,,,,,,,,,,,,,,,,,17,N,N,8,N,N,N,N,
1,13.185,75,0,118A,118,A,2,2,82,49,477,30,JT4RN34R8C,1,55,3,C,55,1,32,1,1,1,24,0,0,0,0,0,0,117,120,4,U,U,U,U,0,2,17,0,1,8,4,N,65,1,0
1,13.185,75,0,118A,118,A,2,3,89,37,32,2,1HGCA6185K,1,55,0,C,55,1,98,1,1,1,25,0,0,0,0,0,0,95,95,3,18,-12,-14,226,4,0,17,0,1,2,4,N,N,2,0
1,13.185,75,0,118A,118,A,2,4,81,18,1,2,1G4AJ47A9B,1,55,0,C,55,U,98,1,2,2,33,0,0,0,0,0,7,70,93,4,U,U,U,U,0,2,17,0,0,1,0,N,65,0,U
1,13.185,75,0,118A,118,A,2,5,88,49,32,4,JT2AE92E1J,1,55,0,C,55,U,98,1,2,2,22,0,0,0,0,0,0,74,92,4,U,U,U,U,0,1,17,0,0,2,0,N,65,0,U
1,13.185,75,0,118A,118,A,2,6,86,7,471,14,3B4GD12T7G,1,55,0,C,55,1,98,1,6,6,39,0,0,0,2,0,0,85,20,3,10,10,1,221,4,1,17,3,6,8,1,25,2,4,0
1,13.185,75,0,118A,118,A,2,7,83,22,2,4,2G2AR69H1D,1,55,0,C,55,1,98,1,1,1,33,0,0,0,0,0,0,84,91,5,U,U,U,U,0,1,17,0,0,1,0,25,2,0,0
10.3,135.8055,75,1,119E,119,E,2,1,89,12,13,5,1FAPP9596K,1,0,0,C,45,1,21,1,3,3,23,0,0,0,0,0,0,180,190,3,24,24,-2,529,4,1,17,0,3,2,4,33,13,1,0
10.3,135.8055,75,0,119E,119,E,2,2,85,52,470,13,JA4FJ43E4F,1,45,0,C,45,98,20,1,2,2,33,0,0,0,0,U,0,180,180,3,18,-18,1,404,4,2,17,0,1,1,4,23,5,1,0
41,540.585,75,0,120G,120,G,2,1,88,20,470,14,1GNCT1828J,1,50,0,C,55,U,13,1,4,4,32,0,0,0,0,0,0,998,998,5,U,U,U,U,0,0,17,0,0,8,0,N,N,0,U
1.42,18.7227,75,0,121C,121,C,2,1,86,20,16,2,1G1JE27PXG,1,20,0,C,30,2,2,1,2,2,24,0,1,1,0,0,0,998,998,2,16,-16,3,266,1,1,17,0,2,2,4,998,98,2,1
2.34,30.8529,75,0,122D,122,D,2,1,79,22,1,2,2D27A91500,1,65,1,U,55,U,1,1,4,4,31,0,0,0,0,0,0,998,998,5,U,U,U,U,0,0,13,0,4,1,3,N,N,2,U
13.1,172.7235,75,0,123F,123,F,2,1,81,12,12,4,1FABP21B7B,1,10,0,C,30,1,68,1,1,1,27,0,0,0,0,0,0,30,270,3,18,-6,-17,166,4,1,17,0,1,1,0,38,14,1,0
13.1,172.7235,75,0,123F,123,F,2,2,73,84,471,14,3S8S8CGD00,1,30,0,C,30,2,69,1,3,3,38,0,0,0,0,0,0,270,30,3,13,-13,-2,407,4,2,13,0,3,8,4,27,4,1,0
1.42,18.7227,75,0,124C,124,C,2,1,86,49,40,4,JT2SV12E9G,1,20,0,C,40,U,68,1,1,1,24,0,0,0,0,0,0,109,5,6,U,U,U,U,0,1,17,1,1,2,3,32,31,3,U
1.42,18.7227,75,0,124C,124,C,2,2,53,12,498,31,F10R3P1700,1,40,0,C,40,9,69,1,2,2,32,0,0,0,0,U,0,5,109,6,U,U,U,U,0,0,11,0,2,8,6,N,N,1,2
1.42,18.7227,75,0,124C,124,C,2,3,80,12,12,4,0K92131800,0,U,0,C,0,1,98,1,2,0,27,0,0,0,0,0,0,90,85,6,U,U,U,U,0,0,12,N,N,1,N,N,N,N,0
3.1122,41.034357,75,0,125D,125,D,2,1,77,9,6,2,HLZPK7B400,1,U,1,30,40,U,50,1,1,1,33,0,0,0,0,U,0,170,0,6,U,U,U,U,0,0,13,1,1,1,3,N,N,3,U
3.1122,41.034357,75,0,125D,125,D,2,2,73,20,474,21,CGY253U100,1,U,0,C,40,1,51,1,1,1,U,0,0,0,0,U,0,0,170,6,U,U,U,U,0,0,13,1,1,8,3,N,N,3,1
3.1122,41.034357,75,0,126D,126,D,2,1,83,1,9,3,2CCCK53500,1,30,0,C,20,1,98,1,1,1,32,0,0,0,0,0,0,998,998,4,U,U,U,U,0,1,16,0,1,U,4,998,98,2,0
77.14,1017.0909,75,0,127H,127,H,2,1,78,21,2,2,3N37U8C100,1,30,1,21,40,1,1,1,1,1,36,0,0,1,0,U,0,998,998,6,U,U,U,U,0,0,13,0,1,1,4,N,N,1,0
10.3,135.8055,75,0,128E,128,E,2,1,88,20,471,14,1GNEV18K5J,1,35,1,41,35,U,7,1,1,1,44,0,0,1,0,0,0,998,998,5,U,U,U,U,0,0,17,0,0,8,U,N,N,0,U
1,13.185,75,0,129B,129,B,2,1,81,12,473,31,1FTCF10EXB,1,55,U,C,55,1,51,1,1,1,35,0,0,0,0,0,0,80,260,3,76,-75,-13,5918,2,1,17,1,1,8,1,43,31,7,U
1,13.185,75,0,129B,129,B,2,2,78,23,473,31,TKL1485500,1,55,2,C,55,7,50,1,2,2,43,0,0,0,0,0,0,260,80,3,50,-49,-8,5918,2,2,13,1,2,8,3,35,31,4,9
2.8,36.918,75,0,130D,130,D,2,1,83,32,34,2,WAUBB0855D,1,54,0,C,45,1,2,1,2,2,27,0,0,0,5,0,0,997,997,5,U,U,U,U,0,2,17,1,2,U,3,998,98,3,0
2.8,36.918,75,0,131D,131,D,2,1,77,19,14,4,6S69R7Q400,1,25,0,C,30,U,2,1,5,5,43,0,1,0,0,0,0,998,998,5,U,U,U,U,0,2,13,0,3,1,4,998,98,7,0
12.5,164.8125,75,0,132E,132,E,2,1,87,52,477,30,JA7FM24E5H,1,45,1,11,45,1,2,1,1,1,30,0,0,0,4,0,0,997,997,5,U,U,U,U,0,2,17,0,1,8,4,998,98,1,0
1.7,22.4145,75,0,133C,133,C,2,1,85,12,473,31,1FT4F26L3F,1,35,0,C,35,1,1,1,1,1,39,0,0,0,0,0,0,998,998,6,U,U,U,U,0,2,17,1,1,8,3,998,98,3,2
16,210.96,75,0,134F,134,F,2,1,77,7,474,21,B11AE7X200,0,5,0,C,35,2,86,1,1,0,34,0,0,0,0,0,0,273,0,3,5,-5,2,46,3,0,13,N,N,8,N,N,N,N,0
16,210.96,75,0,134F,134,F,2,2,81,49,32,3,JT2TE75L8B,1,40,0,C,40,2,87,1,1,1,23,0,0,0,0,0,0,0,273,3,8,-3,-7,47,3,1,17,0,1,1,0,34,21,1,0
50,659.25,75,0,135G,135,G,2,1,89,18,7,4,1G4AH51N3K,1,U,0,C,40,1,68,1,3,3,28,0,0,0,0,0,0,100,10,3,10,-6,-7,120,4,0,17,0,2,2,4,N,N,2,0
50,659.25,75,0,135G,135,G,2,2,80,32,34,4,81A0050700,1,U,0,C,40,9,69,1,1,1,22,0,0,0,0,0,0,10,100,3,12,-9,8,159,4,1,10,0,1,2,0,28,4,1,0
1,13.185,75,0,136B,136,B,2,1,70,49,32,2,KE17010800,1,45,0,C,50,1,7,1,2,2,16,0,0,0,5,0,0,997,997,5,U,U,U,U,0,2,10,1,2,1,1,998,98,4,0
1.7,22.4145,75,0,137C,137,C,2,1,89,12,473,31,1FTEF14N6K,1,40,0,C,55,98,50,1,1,1,40,0,0,0,0,0,0,250,90,3,10,-10,3,349,4,2,17,0,0,8,0,28,3,0,0
1.7,22.4145,75,0,137C,137,C,2,2,86,35,32,3,JN1CS26S6G,1,35,7,C,55,1,51,1,1,1,28,0,0,0,0,0,0,90,250,6,U,U,U,U,0,2,17,1,1,1,3,40,31,3,0
1.7,22.4145,75,1,137C,137,C,2,3,89,49,35,4,JT2MX83E2K,1,35,0,C,55,7,98,1,1,1,34,0,0,0,0,0,0,100,240,3,12,-8,9,154,4,1,17,0,0,1,0,40,31,0,0
72,949.32,75,0,138H,138,H,2,1,81,30,37,6,WVWCG0335B,1,25,0,C,40,1,68,1,1,1,22,0,0,0,0,0,0,147,0,1,17,3,-17,144,1,1,17,0,1,2,4,28,4,1,0
72,949.32,75,0,138H,138,H,2,2,84,20,17,4,1G1AW19R5E,1,3,0,C,40,3,69,1,1,1,28,0,0,0,0,0,0,0,147,1,14,-11,-9,523,1,1,17,0,1,2,4,22,6,1,0
1,13.185,75,0,139B,139,B,2,1,88,21,1,2,1G3WR14W7G,1,45,1,21,50,U,50,1,1,1,30,0,0,0,0,0,0,180,0,6,U,U,U,U,0,2,17,1,1,1,3,17,2,3,U
1,13.185,75,0,139B,139,B,2,2,83,35,43,2,JN1PB1251D,1,50,0,C,50,U,51,1,1,1,17,0,0,0,0,0,0,0,180,6,U,U,U,U,0,2,17,1,1,2,1,30,2,6,U
1.7,22.4145,75,0,140C,140,C,2,1,85,21,17,4,1G3AM1939F,1,50,0,C,50,3,50,1,2,2,28,0,0,0,0,0,0,87,260,1,26,-26,-2,886,1,1,17,1,2,2,3,26,4,3,0
1.7,22.4145,75,0,140C,140,C,2,2,85,6,16,4,1C3BH58E5F,1,50,0,C,50,7,51,1,2,2,26,0,0,0,0,0,0,260,87,1,28,-28,-2,595,1,1,17,1,2,2,3,28,4,3,0
2.8,36.918,75,0,141D,141,D,2,1,83,12,4,2,1FABP46F3D,1,50,1,38,50,U,6,1,1,1,31,0,0,7,1,0,0,998,998,6,U,U,U,U,0,1,17,0,1,1,3,998,98,2,0
3.75,49.44375,75,0,142C,142,C,2,1,86,12,473,31,1FTEF14H1G,1,10,0,C,30,1,82,1,1,1,U,0,0,0,0,0,0,150,270,3,10,-7,8,95,4,0,17,0,1,8,4,N,N,2,0
3.75,49.44375,75,0,142C,142,C,2,2,76,13,1,2,F6Y81A8700,1,45,0,C,45,3,83,1,2,2,52,0,1,0,0,0,0,270,150,3,7,-7,-1,114,4,1,13,0,2,1,0,U,31,1,0
40,527.4,75,0,143F,143,F,2,1,84,9,8,2,1P3BMS4C9E,1,40,7,U,30,U,1,1,2,2,23,0,0,1,2,0,0,998,998,5,U,U,U,U,0,2,17,0,2,2,4,998,98,2,0
1.5,19.7775,75,0,144B,144,B,2,1,86,22,16,4,1G2JB6900G,1,25,0,C,30,1,86,1,3,3,23,0,1,0,0,0,0,15,90,1,7,-7,0,150,1,1,17,0,0,2,0,21,6,0,0
1.5,19.7775,75,0,144B,144,B,2,2,81,14,13,6,1MFBP6524B,1,30,0,C,30,1,87,1,2,2,21,0,0,0,0,0,0,90,15,1,8,1,-8,9,1,1,17,1,2,2,1,27,4,3,0
1.5,19.7775,75,0,144B,144,B,2,3,87,49,40,4,JT25V22E7H,1,U,0,C,30,2,98,1,2,2,27,0,0,0,0,0,0,270,355,1,8,-8,0,133,1,1,17,1,2,2,3,21,6,3,0
9.75,128.55375,75,0,145D,145,D,2,1,79,37,31,6,WBB5023100,1,45,0,C,45,3,20,1,1,1,20,0,1,0,0,0,0,5,0,1,14,-14,0,153,1,1,10,0,1,2,3,39,4,2,0
9.75,128.55375,75,0,145D,145,D,2,2,77,18,3,4,4X69K7H500,0,0,0,C,45,1,21,1,1,0,39,0,0,0,0,0,0,0,5,1,7,7,0,53,1,2,13,N,N,1,N,20,6,N,0
6.5,85.7025,75,0,146D,146,D,2,1,89,12,470,13,1FMCU14T7K,1,2,0,C,45,1,68,1,1,1,34,0,0,0,2,0,0,180,22,3,15,-11,-9,297,4,1,17,0,1,1,4,22,3,1,0
6.5,85.7025,75,0,146D,146,D,2,2,84,37,32,3,JHMAD5328E,1,45,0,C,45,1,69,1,2,2,22,0,0,0,0,4,0,22,180,3,22,-20,-7,919,4,2,17,0,2,2,4,34,13,2,2
3.75,49.44375,75,0,147C,147,C,2,1,88,12,472,20,1FMCA11U3J,1,U,0,C,35,9,69,1,2,2,31,0,1,0,0,U,0,103,240,6,U,U,U,U,0,0,17,0,1,8,0,N,N,7,U
3.75,49.44375,75,0,147C,147,C,2,2,85,20,2,2,1G1BN47H4F,1,U,0,C,35,2,68,1,2,2,35,0,0,0,0,0,0,240,103,6,U,U,U,U,0,2,17,0,2,1,4,31,20,1,0
115,1516.275,75,0,148G,148,G,2,1,86,49,477,30,JT4RN67SXG,1,65,0,C,55,1,1,1,2,2,36,0,0,0,2,0,0,997,997,5,U,U,U,U,0,2,17,0,2,8,0,998,98,1,0
1,13.185,75,0,149B,149,B,2,1,71,42,32,1,1130441200,1,40,U,C,40,4,6,1,1,1,31,0,1,0,0,0,0,998,998,6,U,U,U,U,0,1,14,1,1,1,1,998,98,6,U
1,13.185,75,0,150B,150,B,2,1,83,49,32,6,JT2AE72W3D,1,15,0,C,45,U,68,1,2,2,21,0,0,0,0,0,0,340,230,6,U,U,U,U,0,0,17,1,2,1,1,N,N,6,U
1,13.185,75,0,150B,150,B,2,2,64,20,2,2,4187T21900,1,45,0,C,45,U,69,1,1,1,34,0,0,0,0,U,0,230,340,6,U,U,U,U,0,0,11,0,1,1,U,N,N,7,U
5.625,74.165625,75,0,151C,151,C,2,1,74,20,9,2,1Q87H4N200,1,35,0,C,30,U,50,1,1,1,36,0,0,0,0,U,0,358,180,3,10,-10,2,127,4,0,13,0,1,1,4,N,N,1,U
5.625,74.165625,75,0,151C,151,C,2,2,85,22,18,2,1G2NV27L9F,1,20,0,C,30,2,51,1,1,1,25,0,0,0,0,0,0,180,358,3,14,-14,2,189,4,1,17,0,1,2,4,36,2,2,0
42,553.77,75,0,152E,152,E,2,1,81,49,35,4,JT2MX62E8B,0,U,0,C,30,1,82,1,2,0,29,0,0,0,0,0,0,80,180,3,14,-11,-9,206,4,0,17,N,N,1,N,N,N,N,U
42,553.77,75,0,152E,152,E,2,2,88,37,31,4,1HGED3542J,1,U,0,C,40,2,83,1,1,1,21,0,0,0,0,0,0,180,80,3,10,-8,6,139,4,1,17,0,1,U,4,29,4,1,0
42,553.77,75,0,152E,152,E,2,3,85,9,472,20,2P4FH51G9F,0,U,0,C,40,9,98,1,4,0,26,0,0,0,0,U,0,195,160,3,8,-7,3,44,4,0,17,N,N,8,N,N,N,N,0
1,13.185,75,0,153B,153,B,2,1,74,12,3,2,F4R02Y1900,1,68,1,17,45,1,7,1,2,2,28,0,1,0,4,0,0,997,997,5,U,U,U,U,0,2,13,2,2,1,1,998,98,4,0
40,527.4,75,0,154F,154,F,2,1,81,20,15,3,1G1AX08X4B,1,55,3,37,55,1,6,1,1,1,25,0,1,0,0,0,0,998,998,5,U,U,U,U,0,2,17,0,1,2,4,998,98,1,1
1.5,19.7775,75,0,155A,155,A,2,1,89,12,473,31,1FTEF14N3K,1,U,U,C,35,U,2,1,1,1,41,0,0,0,0,0,0,105,20,6,U,U,U,U,0,1,17,1,1,8,1,42,33,4,0
1.5,19.7775,75,0,155A,155,A,2,2,87,2,404,33,1JCNJ75U8H,1,U,0,C,35,U,98,1,6,6,42,0,0,0,0,0,0,20,105,6,U,U,U,U,0,2,17,1,6,8,3,41,31,3,0
5.625,74.165625,75,0,156C,156,C,2,1,86,12,473,31,1FTHF26L9G,1,35,0,C,35,1,6,1,1,1,42,0,0,0,5,0,0,997,997,5,U,U,U,U,0,2,17,0,1,8,3,998,98,2,20
3.75,49.44375,75,0,157C,157,C,2,1,85,23,472,20,1GTDM15N8F,1,50,1,30,35,1,6,1,1,1,35,0,1,0,0,0,0,998,998,5,U,U,U,U,0,1,17,1,1,8,3,998,98,6,2
6.5,85.7025,75,0,158D,158,D,2,1,75,49,32,2,TE31022700,1,35,1,13,35,1,1,1,1,1,20,0,1,0,2,U,0,998,998,6,U,U,U,U,0,0,10,0,1,1,4,N,N,1,0
165,2175.525,75,0,159H,159,H,2,1,80,35,477,30,9999999999,1,30,0,C,40,U,20,1,1,1,U,0,0,0,0,U,0,10,0,6,U,U,U,U,0,0,U,0,0,8,0,N,N,0,U
165,2175.525,75,0,159H,159,H,2,2,86,12,474,21,1FTEE24Y0G,0,0,0,C,40,1,21,1,1,0,44,0,0,0,0,0,0,0,10,6,U,U,U,U,0,2,17,N,N,8,N,U,30,N,0
28,369.18,75,0,160E,160,E,2,1,85,35,477,30,JN6ND06Y1F,1,40,1,10,30,3,2,1,2,2,42,0,1,0,5,0,0,997,997,5,U,U,U,U,0,2,17,0,2,8,4,998,98,1,4
40,527.4,75,0,161F,161,F,2,1,74,12,6,4,4J53S14600,1,97,0,C,55,U,2,1,4,4,42,0,0,0,0,0,0,998,998,5,U,U,U,U,0,0,11,0,1,1,3,N,N,1,U
115,1516.275,75,0,163G,163,G,2,1,87,49,34,2,JT2MA70L4H,0,20,0,C,20,8,20,1,1,0,35,0,0,0,0,U,0,85,85,6,U,U,U,U,0,0,17,N,N,1,N,N,N,N,U
115,1516.275,75,1,163G,163,G,2,2,89,37,32,2,1HGCA6184K,1,0,0,C,20,1,23,1,1,1,25,0,0,0,0,0,U,85,85,6,U,U,U,U,0,2,17,0,1,2,0,35,2,1,1
3.75,49.44375,75,0,164C,164,C,2,1,73,18,5,2,4Y87W3H500,1,55,1,21,55,U,98,1,1,1,46,0,0,0,2,0,0,110,290,3,17,-16,6,712,4,1,13,0,1,1,3,30,4,1,U
3.75,49.44375,75,0,164C,164,C,2,2,88,12,17,4,1FABP52U7J,1,55,0,C,55,7,98,1,3,3,30,0,0,0,0,0,0,290,110,3,24,-22,8,513,4,2,17,2,3,2,3,46,2,3,1
6.5,85.7025,75,0,165D,165,D,2,1,75,12,473,31,F26YUV2200,1,50,0,C,35,1,7,1,1,1,44,0,0,0,4,0,0,997,997,5,U,U,U,U,0,2,11,0,1,8,3,998,98,2,0
2,26.37,75,0,166B,166,B,2,1,79,35,34,3,HS13011300,1,72,1,21,55,U,50,1,1,1,27,0,1,0,0,U,0,250,65,6,U,U,U,U,0,2,11,1,1,1,1,U,13,7,U
2,26.37,75,0,166B,166,B,2,2,73,12,470,13,U15GLQ1600,1,45,0,C,55,U,51,1,1,1,U,0,1,0,1,U,0,65,250,6,U,U,U,U,0,0,10,0,1,1,3,N,N,2,U
7.5,98.8875,75,0,167C,167,C,2,1,89,49,473,13,JT3VN66W3K,1,55,0,C,55,1,7,1,2,2,38,0,0,0,3,0,0,997,997,5,U,U,U,U,0,2,17,1,2,1,3,998,98,3,0
1,13.185,75,0,168B,168,B,2,1,80,41,37,4,CB2M565400,1,U,U,C,45,U,64,1,2,2,26,0,0,0,0,0,0,315,220,6,U,U,U,U,0,2,11,2,2,2,1,U,30,5,0
1,13.185,75,0,168B,168,B,2,2,86,38,477,30,JAABR14L0G,1,U,U,C,45,1,65,1,1,1,U,0,0,0,0,U,0,220,315,6,U,U,U,U,0,0,17,0,1,8,3,N,N,1,0
1,13.185,75,0,169A,169,A,2,1,89,49,34,3,JT2MA71J2K,1,65,1,13,40,2,50,1,1,1,35,0,0,0,0,0,0,350,180,5,U,U,U,U,0,2,17,1,1,1,3,31,30,3,0
1,13.185,75,0,169A,169,A,2,2,89,12,477,30,1FTCR10A1K,1,35,U,C,40,U,51,1,1,1,31,0,0,0,0,0,0,180,350,5,U,U,U,U,0,1,17,1,1,8,1,35,3,6,0
1,13.185,75,0,169A,169,A,2,3,70,30,32,2,1103048900,1,35,U,C,40,6,98,1,1,1,18,0,0,0,0,0,0,175,15,6,U,U,U,U,0,2,10,0,1,1,4,35,3,1,0
40,527.4,75,0,170F,170,F,2,1,73,14,6,4,Z62A574800,0,20,1,C,35,1,64,1,1,0,47,0,0,0,0,U,0,165,0,5,U,U,U,U,0,0,10,N,N,1,N,N,N,N,0
40,527.4,75,0,170F,170,F,2,2,80,21,15,4,3E697AW200,0,30,1,C,35,1,65,1,1,0,26,0,0,0,0,0,0,0,165,5,U,U,U,U,0,2,13,N,N,2,N,47,4,N,0
40,527.4,75,0,170F,170,F,2,3,78,49,32,2,TES1310800,1,25,0,C,35,1,98,1,1,1,21,0,0,0,0,0,0,0,175,5,U,U,U,U,0,1,10,0,1,1,5,47,4,1,0
3.75,49.44375,75,0,171C,171,C,2,1,86,6,17,2,1C3BH58E1G,1,U,1,C,30,2,20,1,2,2,25,0,0,0,0,U,0,0,350,3,20,-20,2,375,4,0,17,0,2,2,4,N,N,2,0
3.75,49.44375,75,0,171C,171,C,2,2,81,20,10,2,1G1AZ37K0B,1,0,0,C,30,1,22,1,1,1,32,0,0,0,0,0,0,350,0,3,17,17,1,332,4,1,17,0,1,1,4,25,2,1,U
3.75,49.44375,75,0,172C,172,C,2,1,89,41,35,4,JM1BF2222K,1,U,1,12,55,1,6,1,2,2,22,0,1,2,0,0,0,998,998,6,U,U,U,U,0,2,17,0,2,2,3,998,98,2,0
6.5,85.7025,75,0,173D,173,D,2,1,74,12,473,31,F26YRU6900,1,30,0,C,35,2,2,1,1,1,44,0,0,0,1,U,0,998,998,6,U,U,U,U,0,2,11,0,1,8,4,998,98,1,0
1.5,19.7775,75,0,174B,174,B,2,1,76,20,2,4,1L39V6J300,1,70,1,24,40,U,64,1,3,3,41,0,0,0,0,0,0,295,180,3,37,-13,-35,947,4,1,13,2,3,1,1,38,4,7,U
1.5,19.7775,75,0,174B,174,B,2,2,84,42,37,4,WDBCB20AGE,1,40,0,C,40,1,65,1,1,1,38,0,0,0,0,0,0,180,295,3,47,-46,-4,4241,4,0,17,0,1,1,3,N,N,2,0
42,553.77,75,0,175E,175,E,2,1,87,49,32,3,1NXAE89G8H,1,15,0,C,35,U,68,1,1,1,23,0,0,0,0,0,0,255,95,3,11,-11,-3,124,4,2,17,0,0,2,0,26,3,0,U
42,553.77,75,0,175E,175,E,2,2,77,49,33,3,RA29115000,1,35,0,C,35,9,69,1,2,2,26,0,0,0,0,0,0,95,255,3,9,-9,1,106,4,1,10,0,2,1,4,23,3,1,2
115,1516.275,75,0,176G,176,G,2,1,85,20,477,30,1GCCS1480F,1,30,0,C,35,2,83,1,1,1,U,0,0,0,0,0,0,180,85,6,U,U,U,U,0,0,17,0,1,8,0,N,N,1,0
115,1516.275,75,0,176G,176,G,2,2,89,12,17,4,1FABP50U9K,1,15,0,C,55,1,82,1,1,1,32,0,0,0,0,0,0,85,180,6,U,U,U,U,0,2,17,0,1,2,0,U,30,1,1
3.8,411.1144,76,,1F,1,F,2,1,74,20,473,31,CKY244F400,1,8,1,D,55,1,76,1,3,3,48,0,0,0,0,0,0,100,357,6,U,U,U,U,0,2,13,0,1,8,4,38,2,1,3
3.8,411.1144,76,,1F,1,F,2,2,77,20,2,2,1L47U7C100,0,55,0,C,55,2,77,1,1,0,38,0,0,0,0,0,0,357,100,6,U,U,U,U,0,0,13,N,N,1,N,N,N,N,0
9,973.692,76,,2G,2,G,2,1,87,20,10,2,1G1GZ   8H,1,U,1,7,25,U,11,1,1,1,33,0,1,0,0,0,0,94,90,6,U,U,U,U,0,0,17,0,1,1,0,N,N,1,U
14,1514.632,76,,3H,3,H,2,1,75,22,1,2,2G37M5P100,1,U,1,C,35,U,7,1,1,1,38,0,0,0,U,0,0,997,997,5,U,U,U,U,0,0,13,0,0,1,0,N,N,0,U
1,108.188,76,,4D,4,D,2,1,71,23,473,31,CE13421200,1,U,1,29,25,9,2,1,3,3,44,0,1,0,0,0,0,998,998,5,U,U,U,U,0,0,12,0,3,8,3,N,N,2,2
1,108.188,76,0,5D,5,D,2,1,86,12,16,4,2FABP43F7G,1,0,0,C,35,1,82,1,1,1,37,0,0,0,0,0,0,310,88,1,13,-12,7,249,1,1,17,0,1,1,0,28,4,1,0
1,108.188,76,0,5D,5,D,2,2,84,22,17,4,2G2AG19R4E,1,35,0,C,35,4,83,1,4,4,28,0,0,0,0,0,0,88,310,1,17,-17,-3,290,1,1,17,0,2,2,4,37,4,1,0
1.6,173.1008,76,,6F,6,F,2,1,67,9,5,2,BH29E72200,1,75,3,C,45,1,14,1,1,1,30,0,0,0,4,0,0,997,997,5,U,U,U,U,0,1,13,0,1,1,4,998,98,2,0
1.3,140.6444,76,,7E,7,E,2,1,88,30,40,4,WVWHC0168J,1,53,1,30,35,8,24,1,1,1,23,0,1,0,0,0,0,267,272,4,U,U,U,U,0,1,17,0,1,2,4,N,65,1,0
1.3,140.6444,76,,7E,7,E,2,2,75,84,882,65,D2327DGA00,0,40,0,C,35,U,25,,,,,,,,,,,,,,,,,,,,13,N,N,8,N,N,N,N,
1.6,173.1008,76,0,8F,8,F,2,1,82,7,443,30,JB7FP4475C,1,35,0,C,55,U,7,1,2,2,26,0,0,0,0,0,0,998,998,6,U,U,U,U,0,0,17,0,1,8,3,N,N,1,U
6,649.128,76,0,9H,9,H,2,1,83,20,477,30,1GCCT14B8D,1,U,0,C,25,1,7,1,1,1,26,0,1,0,4,0,0,997,997,5,U,U,U,U,0,1,17,0,1,8,6,998,98,1,0
1,108.188,76,,10B,10,B,2,1,81,12,3,2,1FABP10A9B,1,50,0,D,55,U,6,1,3,3,26,0,1,0,2,0,0,998,998,1,35,-35,-6,1284,1,1,17,2,3,1,1,998,98,3,U
1,108.188,76,,11D,11,D,2,1,80,35,36,6,WHLA101000,1,40,0,C,40,U,1,1,1,1,26,0,1,0,0,0,0,998,998,6,U,U,U,U,0,0,11,0,1,1,3,N,N,1,0
4,432.752,76,,12G,12,G,2,1,88,20,473,31,1GCFK24K5J,1,30,0,C,40,1,1,1,1,1,73,0,1,0,0,0,0,998,998,5,U,U,U,U,0,1,17,1,1,8,1,998,98,1,1
1.3,140.6444,76,,13E,13,E,2,1,86,12,477,30,1FTCR14T4G,1,55,0,C,55,9,7,1,1,1,31,0,1,0,4,0,0,997,997,5,U,U,U,U,0,1,17,0,1,8,4,998,98,1,0
1.3,140.6444,76,0,14E,14,E,2,1,78,35,36,6,WHLA100300,1,30,1,C,35,1,1,1,5,5,24,0,1,1,0,0,0,998,998,1,7,-6,-3,873,1,1,12,0,1,1,4,998,98,1,2
1.6,173.1008,76,,15F,15,F,2,1,83,12,4,2,1FABP4631D,1,U,0,C,55,U,7,1,3,3,31,0,1,0,0,0,0,998,998,6,U,U,U,U,0,0,17,0,2,1,4,N,N,1,U
1,108.188,76,0,16C,16,C,2,1,88,18,20,2,2G4WD14W3J,1,60,0,C,50,7,7,1,2,2,30,0,1,0,2,0,0,997,997,5,U,U,U,U,0,2,17,0,2,2,4,998,98,1,1
6,649.128,76,,17H,17,H,2,1,79,12,473,31,F25SRDJ500,1,40,0,C,40,U,7,1,2,2,41,0,1,0,2,0,0,997,997,5,U,U,U,U,0,0,11,0,0,8,0,N,N,0,U
