PSU,CASEID,CASENO,STRATIF,VERSION,VEHNO,ACCSEQ1,OBJCONT1,DOF1,GAD1,SHL1,SVL1,TDD1,EXTENT1,ACCSEQ2,OBJCONT2,DOF2,GAD2,SHL2,SVL2,TDD2,EXTENT2,DVL,DVC1,DVC2,DVC3,DVC4,DVC5,DVC6,DVD,SDVL,SDVC1,SDVC2,SDVC3,SDVC4,SDVC5,SDVC6,SDVD,DOCCDC,TOWRES,WHEELBAS,NATWGT,PSUWGT,RATWGT
77,134D,134,D,3,1,1,3,11,L,D,E,S,2,,,,,,,,,147,1,9,1,0,0,1,-25,,,,,,,,,0,1,1003,34.339033333,4.383,49.535174998
77,134D,134,D,3,2,2,3,12,F,D,E,W,2,,,,,,,,,59,16,14,16,18,9,3,0,,,,,,,,,0,1,1102,34.339033333,4.383,49.535174998
77,134D,134,D,3,3,2,2,1,F,D,E,W,3,1,1,U,9,9,9,9,U,64,16,10,13,17,22,28,0,,,,,,,,,0,1,942,34.339033333,4.383,49.535174998
77,136H,136,H,3,2,1,1,2,R,P,A,W,2,,,,,,,,,113,0,0,10,7,4,0,-24,,,,,,,,,0,0,1240,1030.171,131.500,1215.1803612
77,137C,137,C,3,1,1,2,11,F,D,E,W,3,,,,,,,,,67,32,24,17,11,5,0,-10,,,,,,,,,0,1,1047,23.066777778,2.944,31.645902072
77,137C,137,C,3,2,1,1,81,F,D,E,W,2,,,,,,,,,69,0,2,3,6,9,13,9,,,,,,,,,0,1,1080,23.066777778,2.944,31.645902072
77,138C,138,C,3,1,1,2,6,B,D,A,W,3,,,,,,,,,68,26,19,19,19,7,0,-10,,,,,,,,,0,1,1120,23.066777778,2.944,31.645902072
77,138C,138,C,3,2,1,1,32,F,D,E,W,3,,,,,,,,,62,7,14,25,24,23,28,5,,,,,,,,,0,1,1175,23.066777778,2.944,31.645902072
77,139D,139,D,3,1,1,2,11,L,Y,E,W,2,,,,,,,,,108,0,2,3,2,2,0,2,,,,,,,,,0,0,1034,34.600166667,4.417,49.911868344
77,139D,139,D,3,2,1,1,2,F,D,E,W,1,,,,,,,,,63,5,4,4,5,6,9,0,,,,,,,,,0,1,964,34.600166667,4.417,49.911868344
77,140G,140,G,3,1,1,2,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,U,957,519.0025,66.250,747.72464151
77,140G,140,G,3,2,1,1,12,F,R,E,E,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,942,519.0025,66.250,747.72464151
77,141C,141,C,3,2,1,1,1,F,D,E,W,3,,,,,,,,,61,21,16,13,11,9,8,0,,,,,,,,,0,1,945,29.203411111,3.728,40.064906209
77,142C,142,C,3,1,1,2,2,R,Y,E,W,5,2,31,0,T,Y,D,O,2,156,0,0,5,21,4,0,3,,,,,,,,,0,1,1040,29.203411111,3.728,40.064906209
77,142C,142,C,3,2,1,1,11,F,D,E,W,2,,,,,,,,,,,,,,,,,,,,,,,,,0,1,984,29.203411111,3.728,40.064906209
77,143D,143,D,3,1,1,2,U,9,9,9,9,U,2,88,U,9,9,9,9,U,,,,,,,,,,,,,,,,,0,1,1130,43.805116666,5.592,63.19030879
77,143D,143,D,3,2,1,1,11,F,Y,E,W,2,3,50,U,9,9,9,9,U,60,14,8,6,3,0,0,-14,,,,,,,,,0,1,886,43.805116666,5.592,63.19030879
77,144F,144,F,3,2,1,1,12,F,D,E,W,1,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1150,328.538375,41.938,452.41599565
77,145C,145,C,3,1,1,2,12,F,D,E,W,2,5,31,0,L,D,A,O,1,75,26,23,26,20,14,12,0,,,,,,,,,1,1,1315,20.934188889,2.672,28.720148862
77,145C,145,C,3,2,1,1,2,R,Z,A,W,3,2,1,3,R,F,E,E,1,104,0,4,10,7,5,0,-26,,,,,,,,,0,1,1315,20.934188889,2.672,28.720148862
77,146D,146,D,3,1,1,2,12,F,D,E,W,2,3,3,U,9,9,9,9,U,,,,,,,,,,,,,,,,,1,1,945,31.401283333,4.008,45.297374855
77,147E,147,E,3,1,1,2,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,U,948,134.57692857,17.179,172.28977546
77,147E,147,E,3,2,1,1,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,1,866,134.57692857,17.179,172.28977546
77,149C,149,C,3,1,1,2,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,1,956,34.339033333,4.383,47.110597613
77,149C,149,C,3,2,1,1,70,F,D,E,W,1,,,,,,,,,68,7,6,4,5,6,8,0,,,,,,,,,0,1,1080,34.339033333,4.383,47.110597613
77,150D,150,D,3,1,1,2,6,B,D,E,W,2,,,,,,,,,58,5,7,8,9,10,10,0,,,,,,,,,0,1,945,51.50855,6.575,74.302762497
77,150D,150,D,3,2,1,1,12,F,D,E,W,2,,,,,,,,,60,7,4,7,1,1,0,0,,,,,,,,,0,1,921,51.50855,6.575,74.302762497
77,151E,151,E,3,1,1,2,12,F,D,E,W,3,,,,,,,,,60,19,13,11,8,2,0,-6,,,,,,,,,0,1,886,220.75092857,28.179,282.61254228
77,151E,151,E,3,2,1,1,6,B,D,E,W,6,2,3,U,9,9,9,9,U,66,2,9,17,22,27,33,8,,,,,,,,,0,1,1060,220.75092857,28.179,282.61254228
77,151E,151,E,3,3,2,2,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,0,970,220.75092857,28.179,282.61254228
77,152H,152,H,3,1,1,51,9,L,Z,A,W,1,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1110,1545.2565,197.250,1822.7705418
77,153C,153,C,3,1,1,2,12,F,D,E,W,2,2,2,9,L,Z,E,W,1,65,13,2,7,4,0,7,0,,,,,,,,,0,1,940,24.2854,3.100,33.31776105
77,154D,154,D,3,1,1,2,2,R,D,E,W,2,,,,,,,,,,,,,,,,,,,,,,,,,0,1,942,36.4281,4.650,52.548721766
77,154D,154,D,3,2,1,1,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,1,999,36.4281,4.650,52.548721766
77,155F,155,F,3,1,1,2,12,F,D,E,W,3,,,,,,,,,62,0,1,6,13,18,17,7,,,,,,,,,0,1,1030,273.21075,34.875,376.22671472
77,158C,158,C,3,1,1,2,11,F,D,E,W,2,,,,,,,,,64,15,15,19,19,16,16,0,,,,,,,,,0,1,1108,20.847144444,2.661,28.600730363
77,158C,158,C,3,2,1,1,12,F,Z,E,W,2,,,,,,,,,76,0,0,0,0,0,10,21,,,,,,,,,0,1,1330,20.847144444,2.661,28.600730363
77,159E,159,E,3,1,1,2,12,F,Z,E,W,3,,,,,,,,,60,0,2,5,9,12,21,13,,,,,,,,,0,1,886,134.01735714,17.107,171.57339386
77,159E,159,E,3,2,1,1,12,F,D,E,W,2,,,,,,,,,62,6,9,10,7,5,6,-8,,,,,,,,,0,1,937,134.01735714,17.107,171.57339386
77,161C,161,C,3,1,1,2,12,F,D,E,W,2,2,2,9,L,Y,E,W,1,72,16,15,15,15,13,14,-8,,,,,,,,,1,1,1160,33.642677778,4.294,46.155249626
77,161C,161,C,3,2,1,1,2,R,Y,E,W,3,2,1,3,R,B,E,W,1,,,,,,,,,,,,,,,,,0,1,955,33.642677778,4.294,46.155249626
77,162D,162,D,3,1,1,52,12,F,R,A,E,7,,,,,,,,,65,0,0,0,2,2,14,23,,,,,,,,,0,1,945,50.464016667,6.442,72.795989112
77,163E,163,E,3,2,1,1,12,F,D,E,W,2,,,,,,,,,61,7,9,5,9,9,12,0,,,,,,,,,0,1,965,216.27435714,27.607,276.88148946
77,165C,165,C,3,2,1,1,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1034,15.668,2.000,21.495329709
77,166A,166,A,3,1,1,4,12,L,Z,H,S,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1190,12.581878788,1.606,17.130417638
77,166A,166,A,3,2,2,4,0,F,Y,H,W,7,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1049,12.581878788,1.606,17.130417638
77,166A,166,A,3,3,4,4,12,F,Y,E,W,2,5,4,7,B,L,L,E,1,59,11,9,6,4,1,0,-15,,,,,,,,,0,1,957,12.581878788,1.606,17.130417638
77,166A,166,A,3,4,3,31,0,T,D,D,O,5,2,2,U,9,9,9,9,U,,,,,,,,,,,,,,,,,1,1,1080,12.581878788,1.606,17.130417638
77,167C,167,C,3,1,1,2,11,F,Y,E,W,3,2,2,9,L,B,E,W,2,61,16,16,9,4,2,1,-16,,,,,,,,,0,1,937,15.377851852,1.963,21.097268048
77,167C,167,C,3,2,1,1,1,F,Z,E,W,2,2,1,3,R,B,E,W,1,76,4,0,0,2,8,22,24,,,,,,,,,0,1,1065,15.377851852,1.963,21.097268048
77,169C,169,C,3,1,1,31,0,L,D,A,O,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,999,24.938233333,3.183,34.213399787
77,170C,170,C,3,1,2,59,12,F,D,E,W,2,1,52,U,9,9,9,9,U,74,1,4,6,8,12,22,0,,,,,,,,,0,1,1645,24.938233333,3.183,34.213399787
77,172G,172,G,3,1,1,2,6,B,D,E,W,4,2,63,12,F,L,W,N,1,60,13,17,23,26,28,29,7,,,,,,,,,0,1,1034,561.11025,71.625,808.38909356
77,172G,172,G,3,2,1,1,12,F,D,E,W,2,,,,,,,,,72,18,12,12,10,7,5,-10,,,,,,,,,0,1,1185,561.11025,71.625,808.38909356
77,174C,174,C,3,1,1,2,6,R,Z,E,W,2,2,31,0,T,D,D,O,1,120,0,1,6,3,2,0,-33,,,,,,,,,0,1,1276,8.4723259259,1.081,11.62340051
77,177C,177,C,3,1,1,58,12,F,D,E,W,5,,,,,,,,,62,23,37,57,49,46,43,0,,,,,,,,,0,1,945,36.297533333,4.633,49.797513827
77,178D,178,D,3,1,1,2,12,F,D,E,W,2,,,,,,,,,66,4,8,12,9,6,5,-4,,,,,,,,,0,1,1014,54.4463,6.950,78.540562639
77,178D,178,D,3,2,1,1,12,F,Z,E,W,3,,,,,,,,,63,0,2,6,10,14,23,14,,,,,,,,,0,1,1079,54.4463,6.950,78.540562639
77,179E,179,E,3,1,1,51,12,F,L,E,E,3,,,,,,,,,63,21,22,8,4,0,0,-18,,,,,,,,,0,0,1043,233.34128571,29.786,298.73112835
77,180G,180,G,3,1,1,2,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1189,816.6945,104.250,1176.6082095
77,180G,180,G,3,2,1,1,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,U,1175,816.6945,104.250,1176.6082095
77,181C,181,C,3,1,2,2,6,B,C,L,W,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1080,29.551588889,3.772,40.542580202
77,181C,181,C,3,3,1,2,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,1,957,29.551588889,3.772,40.542580202
77,182C,182,C,3,1,1,2,71,F,D,E,W,2,,,,,,,,,76,13,11,10,11,12,16,0,,,,,,,,,0,1,1310,29.551588889,3.772,40.542580202
77,182C,182,C,3,2,1,1,2,R,Y,E,W,3,,,,,,,,,125,1,4,8,1,1,0,29,,,,,,,,,0,1,1250,29.551588889,3.772,40.542580202
77,183D,183,D,3,1,1,2,12,F,Y,E,W,2,,,,,,,,,66,17,13,8,4,2,1,20,,,,,,,,,0,0,1049,44.327383333,5.658,63.943695482
77,183D,183,D,3,2,1,1,11,F,L,E,E,2,,,,,,,,,76,13,6,3,0,0,0,-32,,,,,,,,,0,1,1310,44.327383333,5.658,63.943695482
77,184G,184,G,3,2,1,1,12,F,D,E,W,2,,,,,,,,,55,4,4,6,6,6,8,3,,,,,,,,,0,1,847,664.91075,84.875,957.93402186
77,186D,186,D,3,1,2,42,12,F,R,E,E,2,1,51,U,9,9,9,9,U,60,0,1,3,5,7,16,23,,,,,,,,,1,1,921,49.876466667,6.367,71.948429084
77,188H,188,H,3,1,1,61,0,U,F,D,W,2,2,31,0,L,D,E,O,1,,,,,,,,,,,,,,,,,0,1,953,1496.294,191.000,1765.0148212
78,1F,1,F,3,1,1,2,12,F,D,E,W,1,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1192,116.658,2.000,160.64468944
78,1F,1,F,3,2,1,1,6,B,D,E,W,2,,,,,,,,,62,10,12,13,13,4,0,-7,,,,,,,,,0,1,1049,116.658,2.000,160.64468944
78,2F,2,F,3,2,1,1,12,F,R,E,W,1,,,,,,,,,19,0,0,0,0,0,0,21,,,,,,,,,0,0,1040,116.658,2.000,160.64468944
78,3F,3,F,3,1,1,2,10,L,Z,E,W,3,,,,,,,,,,,,,,,,,,,,,,,,,0,0,U,116.658,2.000,160.64468944
78,3F,3,F,3,2,1,1,11,F,Y,E,W,3,,,,,,,,,77,8,6,5,3,3,3,-18,,,,,,,,,0,1,1270,116.658,2.000,160.64468944
78,5E,5,E,3,1,2,2,6,B,D,E,W,1,,,,,,,,,60,1,1,1,2,3,4,0,,,,,,,,,0,1,1034,58.329,1.000,74.674689188
78,7F,7,F,3,1,1,64,12,F,D,E,W,2,,,,,,,,,53,3,4,7,12,10,12,0,,,,,,,,,0,1,945,87.4935,1.500,120.48351708
78,8F,8,F,3,2,1,1,2,R,Y,E,W,3,2,44,0,F,R,L,W,2,76,0,9,12,11,7,3,24,,,,,,,,,0,1,1002,87.4935,1.500,120.48351708
78,9F,9,F,3,1,1,2,12,F,D,E,W,2,,,,,,,,,57,4,7,8,9,10,9,0,,,,,,,,,0,1,991,87.4935,1.500,120.48351708
78,9F,9,F,3,2,1,1,46,B,D,E,W,2,,,,,,,,,72,11,12,12,11,7,4,-8,,,,,,,,,0,1,1160,87.4935,1.500,120.48351708
78,10F,10,F,3,2,1,1,6,B,D,L,W,1,,,,,,,,,69,0,2,3,5,5,6,8,,,,,,,,,0,0,1214,87.4935,1.500,120.48351708
78,11D,11,D,3,1,3,3,2,R,Y,A,S,2,4,3,2,R,B,E,S,1,69,0,2,5,4,3,0,12,28,0,1,1,0,,,-101,0,0,1160,174.987,3.000,252.42445188
78,11D,11,D,3,2,1,3,71,F,D,E,W,3,2,3,9,L,Z,E,W,1,58,25,21,15,8,1,0,0,48,0,4,4,2,1,0,-56,0,1,1081,174.987,3.000,252.42445188
78,11D,11,D,3,3,1,2,3,R,Y,E,W,2,6,57,12,F,Z,E,W,1,56,0,4,5,6,6,4,61,74,0,0,1,2,4,9,16,0,1,1315,174.987,3.000,252.42445188
78,13F,13,F,3,1,1,2,12,F,D,E,W,2,,,,,,,,,60,7,5,5,4,0,0,0,,,,,,,,,0,1,937,174.987,3.000,240.96703416
78,13F,13,F,3,2,1,1,9,L,Y,E,W,2,,,,,,,,,90,0,2,6,5,6,0,14,,,,,,,,,0,1,1330,174.987,3.000,240.96703416
78,14H,14,H,3,1,1,56,2,F,R,E,E,1,2,64,2,R,Z,M,S,1,28,1,1,2,2,6,8,27,101,0,1,0,1,0,0,-35,0,1,1110,699.948,12.000,825.65230769
78,15F,15,F,3,2,1,1,81,F,D,E,W,2,,,,,,,,,,,,,,,,,,,,,,,,,0,1,921,87.4935,1.500,120.48351708
78,16G,16,G,3,1,1,31,0,T,D,D,O,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,940,262.4805,4.500,378.15451325
78,17D,17,D,3,1,1,2,10,L,Y,E,W,3,2,2,9,L,B,E,N,1,55,0,5,12,16,12,10,53,,,,,,,,,0,1,970,116.658,2.000,168.28296792
78,17D,17,D,3,2,1,1,1,F,Z,E,W,2,2,1,3,R,B,E,N,1,63,2,3,5,9,9,15,13,,,,,,,,,0,1,1049,116.658,2.000,168.28296792
78,18H,18,H,3,1,1,31,0,T,D,Y,O,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,943,466.632,8.000,550.43487179
78,19F,19,F,3,1,1,57,12,F,D,E,W,1,,,,,,,,,73,1,1,0,0,0,0,0,,,,,,,,,0,0,1120,58.329,1.000,80.32234472
78,20C,20,C,3,1,1,31,0,T,D,D,O,2,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1276,174.987,3.000,240.06913836
78,22E,22,E,3,1,1,2,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1047,58.329,1.000,74.674689188
78,22E,22,E,3,2,1,1,6,B,L,E,W,1,,,,,,,,,63,5,3,2,1,0,0,22,,,,,,,,,0,0,1005,58.329,1.000,74.674689188
78,23F,23,F,3,1,1,2,10,L,Y,E,W,3,,,,,,,,,100,0,2,7,7,1,0,-12,,,,,,,,,0,1,1005,58.329,1.000,80.32234472
78,23F,23,F,3,2,1,1,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1060,58.329,1.000,80.32234472
78,24F,24,F,3,1,1,71,12,F,R,E,N,4,,,,,,,,,74,0,0,1,0,5,22,32,,,,,,,,,0,1,1189,87.4935,1.500,120.48351708
78,26E,26,E,3,2,1,1,46,B,Z,E,W,1,,,,,,,,,64,0,4,5,7,8,8,19,,,,,,,,,0,1,1049,116.658,2.000,149.34937838
78,27G,27,G,3,2,1,1,2,F,Z,E,W,1,,,,,,,,,58,0,1,3,5,6,4,12,,,,,,,,,0,1,968,349.974,6.000,504.20601767
78,31H,31,H,3,1,1,2,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1250,233.316,4.000,275.21743589
78,31H,31,H,3,2,1,1,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,0,835,233.316,4.000,275.21743589
78,32D,32,D,3,1,1,42,10,L,Y,A,W,3,,,,,,,,,106,2,4,9,2,2,0,40,,,,,,,,,0,1,1121,145.8225,2.500,210.3537099
78,33F,33,F,3,1,1,2,12,F,D,E,W,1,,,,,,,,,66,6,7,9,6,3,1,-7,,,,,,,,,0,1,1055,145.8225,2.500,200.8058618
78,33F,33,F,3,2,1,1,6,B,Z,E,W,1,2,3,12,F,C,E,W,1,68,0,0,0,0,0,0,14,,,,,,,,,0,0,1143,145.8225,2.500,200.8058618
78,34E,34,E,3,1,1,71,12,F,D,E,W,2,,,,,,,,,53,4,12,16,18,13,10,0,,,,,,,,,0,1,990,116.658,2.000,149.34937838
78,35G,35,G,3,1,1,2,70,L,F,E,W,3,,,,,,,,,47,0,2,7,9,10,9,63,,,,,,,,,0,1,1060,349.974,6.000,504.20601767
78,36C,36,C,3,2,1,1,11,F,D,E,W,2,,,,,,,,,65,18,16,15,10,7,4,0,,,,,,,,,0,1,1067,291.645,5.000,400.11523061
78,37F,37,F,3,1,3,60,12,F,D,E,W,1,1,61,12,F,R,W,N,4,70,2,2,2,2,2,1,0,,,,,,,,,0,1,1160,291.645,5.000,401.6117236
78,39B,39,B,3,1,1,2,11,F,D,E,W,4,3,2,0,T,Y,D,W,6,71,39,30,23,16,7,0,0,,,,,,,,,1,1,1190,116.658,2.000,195.07259763
78,39B,39,B,3,2,1,1,10,F,L,A,E,8,2,31,0,T,D,D,O,4,64,28,19,11,4,2,0,-30,,,,,,,,,0,1,900,116.658,2.000,195.07259763
78,41C,41,C,3,2,1,1,10,F,Y,E,E,3,,,,,,,,,57,14,14,8,0,0,0,-19,,,,,,,,,0,1,967,87.4935,1.500,120.03456918
78,43C,43,C,3,1,1,31,0,T,D,D,O,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1161,145.8225,2.500,200.0576153
78,45C,45,C,3,1,1,2,81,F,R,E,E,2,,,,,,,,,53,0,2,4,6,8,15,21,,,,,,,,,0,1,991,87.4935,1.500,120.03456918
78,45C,45,C,3,2,1,1,11,F,D,E,W,3,,,,,,,,,76,1,2,5,7,4,2,2,,,,,,,,,0,1,1276,87.4935,1.500,120.03456918
78,46G,46,G,3,1,1,2,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1276,262.4805,4.500,378.15451325
78,46G,46,G,3,2,1,1,11,F,Y,E,W,2,,,,,,,,,63,7,8,5,3,4,7,-20,,,,,,,,,0,1,1080,262.4805,4.500,378.15451325
78,47F,47,F,3,1,1,2,1,F,D,E,W,2,,,,,,,,,70,5,8,10,8,2,2,2,,,,,,,,,0,1,1120,116.658,2.000,160.64468944
78,47F,47,F,3,2,1,1,10,F,D,E,W,1,,,,,,,,,73,9,0,2,1,1,2,-6,,,,,,,,,0,1,1388,116.658,2.000,160.64468944
78,49D,49,D,3,1,2,52,12,F,C,E,N,3,1,2,46,B,D,E,W,2,33,4,16,28,29,15,3,0,66,2,2,4,5,3,2,-1,0,1,1056,58.329,1.000,84.141483961
78,51F,51,F,3,1,1,2,85,B,D,E,W,3,,,,,,,,,67,22,23,25,21,12,2,0,,,,,,,,,0,1,1081,116.658,2.000,160.64468944
78,52D,52,D,3,1,1,2,2,R,Z,E,W,3,,,,,,,,,91,0,3,10,9,5,0,-14,,,,,,,,,0,1,1008,58.329,1.000,84.141483961
78,53C,53,C,3,1,1,2,10,L,D,E,W,3,2,31,0,T,D,D,O,4,121,0,9,13,8,3,0,-20,,,,,,,,,0,0,1034,116.658,2.000,160.04609224
78,53C,53,C,3,2,1,1,11,F,D,E,W,2,,,,,,,,,55,12,4,2,2,1,0,-5,,,,,,,,,0,1,984,116.658,2.000,160.04609224
78,54G,54,G,3,2,1,1,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,U,1051,349.974,6.000,504.20601767
78,55C,55,C,3,1,1,2,1,F,Z,E,W,2,,,,,,,,,62,1,2,5,9,14,20,11,,,,,,,,,0,1,1049,204.1515,3.500,280.08066142
78,55C,55,C,3,2,1,1,11,F,D,E,W,1,,,,,,,,,70,3,3,8,10,8,10,7,,,,,,,,,0,1,1110,204.1515,3.500,280.08066142
78,56C,56,C,3,1,1,2,3,R,Z,A,W,2,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1010,204.1515,3.500,280.08066142
78,56C,56,C,3,2,1,1,12,F,D,E,W,1,,,,,,,,,76,3,4,4,3,2,2,0,,,,,,,,,0,1,1150,204.1515,3.500,280.08066142
78,57F,57,F,3,1,1,31,0,T,D,D,O,4,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1030,58.329,1.000,80.32234472
78,58F,58,F,3,1,1,2,3,R,D,A,W,5,,,,,,,,,130,7,18,23,17,4,2,11,,,,,,,,,0,1,957,58.329,1.000,80.32234472
78,58F,58,F,3,2,1,1,72,F,D,E,W,1,2,1,9,L,Z,E,W,1,73,10,3,1,2,5,9,0,35,0,0,0,0,0,0,-42,0,1,1187,58.329,1.000,80.32234472
78,59E,59,E,3,2,1,1,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1080,204.1515,3.500,261.36141216
78,60H,60,H,3,1,1,2,1,R,Z,E,W,2,2,51,12,L,F,M,S,1,,,,,,,,,,,,,,,,,0,1,1330,816.606,14.000,963.26102563
78,60H,60,H,3,2,1,1,1,F,Z,E,W,1,,,,,,,,,67,2,3,4,5,10,14,16,,,,,,,,,0,1,1080,816.606,14.000,963.26102563
78,61E,61,E,3,1,1,2,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1061,87.4935,1.500,112.01203378
78,62F,62,F,3,1,1,31,0,T,D,D,O,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,931,87.4935,1.500,120.48351708
78,63E,63,E,3,1,1,2,72,F,D,E,W,1,,,,,,,,,66,8,8,8,9,10,11,0,,,,,,,,,0,0,1110,145.8225,2.500,186.68672297
78,63E,63,E,3,2,1,1,3,R,Z,E,W,2,,,,,,,,,77,3,5,4,4,3,0,-46,,,,,,,,,0,1,1014,145.8225,2.500,186.68672297
78,64F,64,F,3,1,1,2,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1178,145.8225,2.500,200.8058618
78,64F,64,F,3,2,1,1,6,B,Y,E,W,3,2,51,12,R,D,E,W,4,51,23,19,17,12,4,0,-10,146,0,0,0,1,0,0,49,0,1,1002,145.8225,2.500,200.8058618
78,65E,65,E,3,1,4,64,3,R,Z,E,W,3,3,68,0,U,Z,L,W,2,98,5,19,10,6,3,2,-5,,,,,,,,,0,1,1067,58.329,1.000,74.674689188
78,66H,66,H,3,1,1,2,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,1,957,233.316,4.000,275.21743589
78,66H,66,H,3,2,1,1,2,R,Y,E,W,2,,,,,,,,,40,7,6,2,1,1,1,47,,,,,,,,,0,1,910,233.316,4.000,275.21743589
78,68H,68,H,3,1,1,31,0,R,D,A,O,2,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1150,349.974,6.000,412.82615384
78,69D,69,D,3,1,2,51,72,F,R,E,N,4,3,31,0,T,D,D,O,3,,,,,,,,,,,,,,,,,0,1,1079,87.4935,1.500,126.21222594
78,70G,70,G,3,2,1,1,12,F,D,E,W,1,,,,,,,,,59,1,4,6,6,5,5,0,,,,,,,,,0,1,1034,262.4805,4.500,378.15451325
78,71F,71,F,3,2,2,31,0,T,D,D,O,3,1,1,U,9,9,9,9,U,,,,,,,,,,,,,,,,,0,1,1310,262.4805,4.500,361.45055124
78,72H,72,H,3,1,1,2,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1179,1049.922,18.000,1238.4784615
78,72H,72,H,3,2,1,1,3,R,F,E,W,2,,,,,,,,,48,0,2,5,2,1,0,54,,,,,,,,,0,1,973,1049.922,18.000,1238.4784615
78,73D,73,D,3,1,2,51,12,F,C,E,N,2,1,63,12,F,R,W,N,4,42,0,7,15,15,5,0,0,,,,,,,,,0,1,1175,58.329,1.000,84.141483961
78,74G,74,G,3,2,1,1,1,F,Z,E,W,2,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1127,174.987,3.000,252.10300884
78,75F,75,F,3,1,1,2,11,F,R,E,W,2,,,,,,,,,53,0,0,3,4,7,16,16,,,,,,,,,0,1,943,145.8225,2.500,200.8058618
78,76F,76,F,3,1,1,31,0,T,D,D,O,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,955,145.8225,2.500,200.8058618
78,77E,77,E,3,1,1,31,0,T,D,D,O,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1079,116.658,2.000,149.34937838
78,78F,78,F,3,1,1,2,12,R,Z,A,W,3,,,,,,,,,73,0,8,7,8,4,0,-66,,,,,,,,,0,0,1080,116.658,2.000,160.64468944
78,78F,78,F,3,2,1,1,12,F,R,E,E,2,3,52,12,F,R,W,N,4,57,2,1,1,2,2,10,23,,,,,,,,,0,1,1106,116.658,2.000,160.64468944
78,79B,79,B,3,1,1,31,0,T,D,D,O,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,953,145.8225,2.500,243.84074703
78,80G,80,G,3,1,1,2,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1043,437.4675,7.500,630.25752209
78,80G,80,G,3,2,1,1,6,B,Y,L,W,1,,,,,,,,,75,0,0,1,1,0,0,23,,,,,,,,,0,0,1315,437.4675,7.500,630.25752209
78,81G,81,G,3,1,2,51,12,F,R,E,N,2,1,63,12,F,R,W,N,5,55,0,2,7,13,20,23,20,,,,,,,,,0,1,1056,174.987,3.000,252.10300884
78,82H,82,H,3,1,1,2,1,F,Y,E,W,1,,,,,,,,,67,5,0,0,0,0,0,-17,,,,,,,,,0,1,1140,233.316,4.000,275.21743589
78,82H,82,H,3,2,1,1,11,F,L,E,E,2,,,,,,,,,68,5,1,0,0,0,0,-27,,,,,,,,,0,0,1140,233.316,4.000,275.21743589
78,83E,83,E,3,1,1,2,U,9,9,9,9,U,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1035,87.4935,1.500,112.01203378
