CASEID,CASENO,FAILLF,FAILLR,FAILRF,FAILRR,FAILTG,GLIMPBL,GLIMPLF,GLIMPLR,GLIMPOTH,GLIMPRF,GLIMPRR,GLIMPRUF,GLIMPWS,GLOCCBL,GLOCCLF,GLOCCLR,GLOCCOTH,GLOCCRF,GLOCCRR,GLOCCRUF,GLOCCWS,GLPREBL,GLPRELF,GLPRELR,GLPREOTH,GLPRERF,GLPRERR,GLPRERUF,GLPREWS,GLTYPBL,GLTYPLF,GLTYPLR,GLTYPOTH,GLTYPRF,GLTYPRR,GLTYPRUF,GLTYPWS,OPENLF,OPENLR,OPENRF,OPENRR,OPENTG,PASINTEG,PSU,STRATIF,VEHNO,VERSION,ADAPTEQ,BOLSTDEF,COLUMTYP,GLOVOPEN,CDRIR1,INLOC1,INCOMP1,INMAG1,CDRIR2,INLOC2,INCOMP2,INMAG2,CDRIR3,INLOC3,INCOMP3,INMAG3,CDRIR4,INLOC4,INCOMP4,INMAG4,CDRIR5,INLOC5,INCOMP5,INMAG5,CDRIR6,INLOC6,INCOMP6,INMAG6,CDRIR7,INLOC7,INCOMP7,INMAG7,CDRIR8,INLOC8,INCOMP8,INMAG8,CDRIR9,INLOC9,INCOMP9,INMAG9,CDRIR10,INLOC10,INCOMP10,INMAG10,ODOMETER,PANELDAM,RATWGT,RDEFLOC,RIMDEF,COLMTELE,COLMTILT,BOLSTYPE
245B,245,0,0,0,0,0,1,6,1,1,6,6,0,3,1,1,1,1,1,1,0,2,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,3,3,3,3,0,98,48,B,2,8,0,0,1,U,2,11,16,6,2,11,13,6,2,12,16,6,2,12,13,6,2,13,16,6,2,13,13,6,2,13,6,5,2,22,21,4,2,23,21,4,2,13,5,4,U,U,470.74294602,5,4,0,0,0
246H,246,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,3,1,2,0,0,2,0,0,1,1,2,0,0,2,0,0,1,1,0,1,0,0,0,48,H,1,8,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,0,9106.8499999,0,0,0,0,0
247K,247,0,0,0,0,0,6,1,1,0,6,6,0,3,1,1,1,0,1,1,0,1,1,2,2,0,2,2,0,1,2,2,2,0,2,2,0,1,3,1,3,3,0,98,48,K,1,8,0,0,2,2,2,22,13,6,2,21,13,6,2,23,13,6,1,13,14,5,1,13,6,5,2,21,20,3,2,22,20,3,2,23,20,3,2,23,17,3,3,23,27,2,U,U,633.88642363,5,U,0,3,0
248J,248,0,0,0,0,0,1,6,6,0,1,1,0,1,1,1,1,0,1,1,0,4,1,2,1,0,2,1,0,1,2,2,2,0,2,2,0,1,3,0,1,0,0,12,48,J,1,8,0,1,2,1,3,21,18,3,3,21,7,3,3,11,18,3,3,11,14,3,3,21,14,3,3,21,12,3,3,11,11,3,3,11,13,3,3,21,13,3,3,11,25,2,29,1,233.63711818,0,0,0,1,2
249J,249,0,0,0,0,0,1,6,1,1,1,1,0,1,1,1,1,1,1,1,0,3,1,2,2,1,2,2,0,1,4,4,4,4,4,4,0,1,1,1,1,1,0,6,48,J,1,8,0,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,1,233.63711818,0,0,0,0,2
250C,250,0,0,0,0,0,6,6,1,6,6,6,0,3,1,1,1,1,1,1,0,1,2,2,2,1,2,2,0,1,3,3,3,3,3,3,0,1,1,1,1,1,1,98,48,C,1,8,0,0,2,1,1,11,16,1,1,13,13,1,1,11,13,1,1,13,16,1,1,12,13,1,1,11,14,1,,,,,,,,,,,,,,,,,35,0,1009.3123505,0,0,0,5,0
251F,251,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,3,1,2,2,0,2,2,0,1,2,2,2,0,2,2,0,1,1,0,1,0,0,0,48,F,1,8,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,0,9106.8499999,5,8,0,0,0
252C,252,0,0,0,0,0,1,1,1,1,1,1,0,2,1,1,1,1,1,1,0,1,2,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,1,1,1,0,0,48,C,1,8,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,0,2296.6528717,0,0,0,0,2
253J,253,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,2,1,0,2,1,0,1,2,2,2,0,2,2,0,1,1,0,1,0,1,0,48,J,1,8,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,1,430.62241344,5,6,0,0,0
254J,254,0,0,0,0,0,1,1,1,1,1,1,0,2,1,1,1,1,1,1,0,1,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,1,1,1,0,0,48,J,1,8,0,0,2,1,2,12,20,2,2,13,20,2,2,22,21,2,2,21,21,2,2,23,20,1,,,,,,,,,,,,,,,,,,,,,148,1,430.62241344,0,0,0,2,0
255K,255,0,0,0,0,0,1,1,1,0,1,1,1,2,1,1,1,0,1,1,1,1,1,2,1,0,2,1,2,1,2,2,2,0,2,2,3,1,1,0,1,0,0,0,48,K,2,8,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,0,448.0659308,0,0,0,4,0
256J,256,0,0,0,0,0,6,6,0,0,1,0,0,2,1,1,0,0,1,0,0,1,1,2,0,0,2,0,0,1,4,4,0,0,4,0,0,1,3,0,1,0,0,11,48,J,1,8,0,0,2,1,2,11,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,1,233.63711818,0,0,0,U,0
257J,257,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,2,0,0,2,0,0,1,2,2,0,0,2,0,0,1,1,0,1,0,1,0,48,J,1,8,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,0,233.63711818,0,0,0,2,0
257J,257,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,2,0,0,2,0,0,1,4,2,0,0,2,0,0,1,1,0,1,0,0,0,48,J,2,8,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272,0,233.63711818,0,0,0,4,0
258K,258,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,2,2,2,1,2,2,0,1,3,2,3,3,2,3,0,1,1,1,1,1,1,0,48,K,1,8,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,0,243.10121712,0,0,0,2,0
258K,258,0,0,0,0,0,6,6,6,1,6,1,0,2,1,1,1,1,1,1,0,1,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,3,1,3,1,0,11,48,K,2,8,0,0,1,1,1,21,13,3,3,21,8,3,3,21,14,3,1,21,19,3,1,22,13,3,1,22,19,3,3,11,14,3,3,11,7,3,2,22,21,3,2,23,21,3,180,0,243.10121712,5,6,0,0,0
259D,259,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,2,0,0,2,0,0,1,2,2,0,0,2,0,0,1,1,0,1,0,0,0,48,D,1,8,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,1,666.0973349,0,0,0,0,0
259D,259,0,0,0,0,0,1,6,1,0,1,1,0,2,1,1,1,0,1,1,0,3,1,2,1,0,2,1,0,1,4,4,4,0,4,4,0,1,3,0,1,0,0,6,48,D,2,8,0,0,1,1,2,21,20,1,2,22,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,1,666.0973349,0,0,0,0,0
260D,260,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,2,2,0,0,2,0,0,1,2,2,0,0,2,0,0,1,1,0,1,0,0,0,48,D,1,8,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,1,666.0973349,5,1,0,0,0
262B,262,0,0,0,0,0,6,6,0,0,1,0,0,2,1,1,0,0,1,0,0,2,1,2,0,0,2,0,0,1,2,2,0,0,2,0,0,1,3,0,1,0,0,11,48,B,2,8,0,0,1,1,1,11,2,3,3,11,11,3,3,11,6,3,3,11,25,3,3,11,20,3,3,11,10,2,3,11,14,2,3,11,7,2,1,12,3,2,1,13,25,2,104,0,236.87592474,0,0,0,0,0
263B,263,2,0,0,0,6,6,1,6,0,1,6,0,2,2,1,1,0,1,1,0,1,1,2,1,0,2,1,0,1,2,2,2,0,2,2,0,1,2,0,1,0,2,98,48,B,1,8,0,0,1,1,2,98,20,4,3,11,14,3,3,98,12,3,3,11,7,2,2,13,4,2,2,11,2,1,2,12,3,1,3,13,3,1,3,13,18,1,,,,,359,1,236.87592474,6,3,0,0,0
264B,264,0,0,0,0,0,1,6,1,0,1,1,1,2,1,1,1,0,1,1,8,1,1,2,1,0,3,1,U,1,4,4,4,0,4,4,3,1,3,0,1,0,0,98,48,B,1,8,0,0,2,U,3,11,11,1,1,11,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,0,236.87592474,0,0,0,3,0
264B,264,0,0,0,0,0,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,2,2,2,2,2,2,1,1,1,1,1,0,6,48,B,2,8,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,236.87592474,0,0,0,3,2
265D,265,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,2,1,2,2,0,2,2,0,1,2,2,2,0,2,2,0,1,1,0,3,0,1,0,48,D,2,8,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323,0,2551.7524423,0,0,0,0,0
266J,266,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,2,2,1,2,2,0,1,4,2,2,4,2,2,0,1,3,3,1,1,0,0,48,J,1,8,0,1,2,0,3,11,7,3,3,21,18,2,3,11,11,2,1,21,25,1,1,22,25,1,1,23,25,1,3,21,11,1,2,11,20,1,2,12,20,1,2,21,21,1,60,0,306.55136881,0,0,0,1,2
266J,266,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,2,1,2,2,2,2,2,0,1,2,2,2,2,2,2,0,1,1,0,1,0,0,0,48,J,2,8,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393,0,306.55136881,0,0,0,0,0
268C,268,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,2,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,1,3,1,1,0,48,C,1,8,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307,0,1264.7555997,0,0,0,0,0
268C,268,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,3,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,1,1,1,0,0,48,C,2,8,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,0,1264.7555997,0,0,0,3,2
269D,269,0,0,0,0,0,1,1,1,1,6,1,0,1,1,1,1,1,1,1,0,1,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,1,3,1,0,6,48,D,1,8,0,0,1,2,3,13,6,2,3,13,10,2,3,13,18,2,3,13,11,2,3,23,7,1,,,,,,,,,,,,,,,,,,,,,460,1,1973.981883,0,0,0,0,0
269D,269,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,3,1,2,1,0,2,1,0,1,4,4,4,0,4,4,0,1,1,0,1,0,0,0,48,D,2,8,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,1,1973.981883,0,0,0,0,0
270J,270,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,2,0,0,2,0,2,1,1,2,0,0,2,0,3,1,1,0,1,0,1,0,48,J,1,8,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,0,237.14167495,5,6,0,5,0
270J,270,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,2,2,1,2,2,0,1,4,4,4,4,4,4,0,1,1,1,1,1,0,0,48,J,2,8,0,1,2,U,2,21,20,4,2,22,20,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,237.14167495,0,0,0,1,2
271J,271,0,0,0,0,0,1,6,6,0,6,1,0,2,1,1,1,0,1,1,0,1,2,2,2,0,2,2,0,1,2,2,2,0,2,2,0,1,1,0,3,0,0,12,48,J,2,8,0,0,1,1,1,12,15,4,1,11,15,4,1,12,13,3,1,11,13,3,1,13,15,3,1,13,13,3,1,12,16,3,1,11,16,3,1,13,16,3,3,13,6,2,65,0,237.14167495,0,0,0,0,0
272J,272,0,0,0,0,0,1,1,1,1,1,1,0,2,1,1,1,1,1,1,0,1,1,2,2,1,2,2,0,1,3,2,3,3,2,3,0,1,3,0,3,1,1,0,48,J,1,8,0,0,2,1,2,11,2,3,2,12,3,3,2,13,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,1,237.14167495,0,0,0,2,0
273K,273,0,0,0,0,0,1,1,1,6,1,1,0,1,1,1,1,1,1,1,0,3,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,1,1,3,0,6,48,K,2,8,0,0,1,1,3,23,18,1,3,23,11,1,3,23,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243,0,246.74773537,0,0,0,0,0
275J,275,0,0,0,0,0,1,1,6,1,1,1,0,1,1,1,1,1,1,1,0,1,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,3,3,1,1,0,13,48,J,1,8,0,0,2,1,3,21,11,3,3,21,25,2,3,21,21,1,3,11,7,1,,,,,,,,,,,,,,,,,,,,,,,,,57,0,233.63711818,0,0,0,U,0
275J,275,0,0,0,0,0,1,1,1,0,1,1,0,2,1,1,1,0,1,1,0,1,1,2,1,0,2,1,0,1,4,4,4,0,4,4,0,1,1,0,1,0,0,0,48,J,2,8,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,0,233.63711818,0,0,0,3,0
276J,276,0,0,0,0,0,1,1,1,1,1,1,0,2,1,1,1,1,1,1,0,3,1,4,2,1,2,2,0,1,2,2,2,2,2,2,0,1,3,3,1,1,1,0,48,J,1,8,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,1,233.63711818,0,0,0,0,0
276J,276,0,0,0,0,0,6,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,2,2,2,1,2,2,0,1,4,4,4,4,4,4,0,1,3,3,1,1,1,7,48,J,2,8,0,0,2,1,2,21,20,4,2,22,20,4,2,23,20,4,1,12,25,2,1,13,25,2,2,98,26,1,1,11,25,1,1,21,25,1,1,22,25,1,1,23,25,1,152,0,233.63711818,0,0,0,2,0
277K,277,0,0,0,0,0,6,6,6,6,6,6,0,4,1,1,1,1,1,1,0,1,1,2,2,1,2,2,0,1,3,2,2,3,2,2,0,1,1,0,3,1,1,98,48,K,1,8,0,0,2,1,1,13,17,3,1,13,14,3,1,13,6,3,1,13,16,3,1,13,13,3,1,12,16,2,1,12,13,2,2,13,20,2,,,,,,,,,183,1,243.10121712,0,0,0,3,0
278C,278,0,0,3,0,0,1,1,0,0,6,0,0,2,1,1,0,0,1,0,0,4,2,2,0,0,2,0,0,1,2,2,0,0,2,0,0,1,1,0,2,0,0,98,48,C,1,8,0,0,1,2,3,13,10,3,2,13,27,2,1,13,18,2,3,13,11,2,1,12,3,1,1,13,4,1,,,,,,,,,,,,,,,,,105,1,669.75973877,0,0,0,0,0
279H,279,0,0,0,0,0,1,1,1,1,1,1,0,2,1,1,1,1,1,1,0,1,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,1,1,1,0,0,48,H,1,8,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,0,9106.8499999,0,0,0,4,1
280C,280,0,0,0,0,0,1,1,1,1,1,1,0,2,1,1,1,1,1,1,0,1,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,1,1,1,0,0,48,C,1,8,0,0,2,2,2,11,5,1,2,11,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,0,337.99503096,0,0,0,4,0
281D,281,0,0,0,0,0,1,1,1,1,1,1,0,2,1,2,1,1,1,1,0,3,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,1,3,3,1,0,48,D,1,8,0,0,2,0,3,13,18,3,2,13,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156,1,527.52964114,6,7,0,2,0
282D,282,0,0,0,0,0,6,1,6,1,1,1,0,2,1,1,1,1,1,1,0,1,1,4,2,1,2,2,0,1,2,2,2,2,2,2,0,1,3,U,1,1,0,11,48,D,1,8,0,0,1,1,1,11,13,1,1,11,16,1,1,11,14,1,2,12,15,1,2,13,15,1,,,,,,,,,,,,,,,,,,,,,U,1,527.52964114,0,0,0,0,0
283F,283,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,3,2,1,2,2,0,1,2,2,2,2,2,2,0,1,3,1,1,1,0,0,48,F,1,8,0,0,2,1,2,11,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253,1,7843.1102178,0,0,0,4,0
284B,284,0,0,0,0,0,1,1,1,6,6,6,0,2,1,1,1,1,1,1,0,1,1,2,2,1,2,2,0,1,4,4,4,4,4,4,0,1,1,1,3,3,1,6,48,B,1,8,0,0,2,U,3,13,7,4,3,23,11,4,3,13,14,4,3,23,14,4,3,13,11,4,3,13,6,4,3,13,10,4,3,13,18,3,2,23,20,3,2,22,21,2,45,1,225.66775936,0,0,0,1,0
285K,285,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,2,0,0,3,0,0,1,2,2,0,0,2,0,0,1,1,0,1,0,0,0,48,K,1,8,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,1,243.10121712,0,0,0,0,0
286K,286,0,0,0,0,0,1,6,6,6,1,1,0,2,1,1,1,1,1,1,0,2,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,3,3,3,3,0,6,48,K,1,8,0,0,1,2,3,11,10,4,2,11,5,3,2,21,25,3,3,13,10,3,1,11,2,2,2,22,25,2,3,13,11,2,2,23,25,2,3,13,18,2,1,12,3,1,134,1,243.10121712,0,0,0,0,0
286K,286,0,0,0,0,0,1,6,1,6,1,1,0,2,1,1,1,1,1,1,0,1,1,2,2,2,3,2,0,1,3,2,3,3,2,3,0,1,3,0,1,1,1,6,48,K,2,8,0,0,2,0,3,11,10,3,2,11,5,2,3,11,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188,1,243.10121712,0,0,0,3,0
287D,287,0,0,0,0,0,1,1,1,1,6,1,0,2,1,1,1,8,1,1,0,1,1,2,2,1,2,2,0,1,4,4,4,4,4,4,0,1,1,1,3,3,1,6,48,D,1,8,0,0,2,2,3,13,11,2,2,12,3,2,2,13,4,2,3,13,17,1,3,13,18,1,3,13,10,1,3,13,6,1,3,13,14,1,,,,,,,,,326,1,1142.5757204,0,0,0,4,0
288C,288,0,0,0,0,0,1,6,1,1,1,1,0,2,1,1,1,1,1,1,0,1,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,1,1,1,0,6,48,C,1,8,0,0,1,1,2,11,15,3,2,12,15,3,1,11,16,2,1,11,13,2,1,11,6,1,1,11,14,1,,,,,,,,,,,,,,,,,96,0,280.36454181,0,0,0,0,0
289D,289,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,3,1,2,1,0,2,1,0,1,2,2,2,0,2,2,0,1,1,0,1,0,1,0,48,D,1,8,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,1,437.58219081,0,0,0,0,0
290E,290,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,2,0,0,2,0,2,1,2,2,0,0,2,0,3,1,1,0,1,0,1,0,48,E,2,8,0,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,0,5045.8550972,0,0,0,3,2
291D,291,0,0,0,0,0,1,1,1,6,1,1,0,1,1,8,1,1,1,1,0,1,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,3,1,1,0,6,48,D,1,8,0,0,1,1,3,21,11,3,3,21,8,2,1,21,25,2,1,21,21,1,3,21,7,1,,,,,,,,,,,,,,,,,,,,,250,1,243.10121712,0,0,0,0,0
291D,291,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,3,1,2,2,1,2,2,0,1,4,4,4,4,4,4,0,1,1,1,1,1,0,0,48,D,2,8,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204,1,243.10121712,0,0,0,3,0
292F,292,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,2,1,1,2,1,0,1,2,2,2,2,2,2,0,1,1,0,1,0,1,0,48,F,2,8,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,0,433.72038071,0,0,0,0,0
"  1K",1,0,0,0,0,0,1,6,6,1,1,1,0,2,1,1,1,1,1,1,0,U,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,3,1,1,1,0,98,49,K,1,8,0,0,1,1,2,11,6,3,2,11,16,3,2,11,15,3,3,11,14,3,2,11,2,3,3,21,14,3,2,12,16,2,2,12,15,2,3,11,11,2,3,11,10,2,184,1,9.0649814043,0,0,0,0,0
"  2H",2,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,1,1,1,0,0,49,H,1,8,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,0,336.78518268,0,0,0,0,0
"  2H",2,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,0,0,49,H,2,8,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,336.78518268,0,0,0,3,1
"  3B",3,0,0,0,0,0,1,U,6,0,1,1,0,2,1,U,1,0,1,1,0,1,2,2,1,0,2,1,0,1,2,2,2,0,2,2,0,1,3,0,1,0,U,6,49,B,1,8,0,0,1,0,3,21,7,4,3,21,12,4,3,21,25,4,3,11,11,4,3,11,25,4,3,21,21,4,3,11,10,3,3,11,18,3,3,11,20,3,3,11,14,3,246,0,10.883754975,0,0,0,0,0
"  3B",3,0,0,0,0,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,2,2,1,2,2,2,1,2,4,4,2,4,4,2,1,3,1,1,1,0,0,49,B,2,8,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,1,10.883754975,0,0,0,1,0
"  4K",4,0,0,0,0,0,1,U,6,1,6,6,0,2,1,U,1,1,1,1,0,3,1,2,2,1,2,2,0,1,4,4,4,4,4,4,0,1,3,3,1,1,1,6,49,K,1,8,0,0,1,1,3,11,14,6,3,11,11,5,3,11,18,5,3,21,18,5,3,21,11,5,3,21,7,5,2,21,20,4,3,21,14,4,1,11,25,3,3,11,6,3,397,U,9.0649814043,6,5,0,0,0
"  5H",5,0,0,0,0,0,1,1,1,1,U,U,0,U,1,1,1,1,U,1,0,U,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,1,1,U,U,0,U,49,H,1,8,0,0,U,U,U,U,U,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,U,1563.645491,U,U,U,U,0
"  6F",6,0,0,0,0,0,1,1,1,0,1,1,0,2,1,1,1,0,1,1,0,3,1,4,1,0,3,1,0,1,3,3,3,0,3,3,0,1,1,0,1,0,1,0,49,F,1,8,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277,0,261.68886317,5,3,0,0,0
"  8G",8,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,3,1,2,2,1,2,2,0,1,4,4,4,4,4,4,0,1,1,1,3,1,0,0,49,G,1,8,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,1,559.8560958,0,0,0,1,0
"  8G",8,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,0,0,49,G,2,8,0,1,2,1,U,U,U,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,0,559.8560958,0,0,0,3,2
"  9H",9,0,0,0,0,0,1,1,1,0,1,1,0,2,1,1,1,0,1,1,0,1,1,4,2,0,2,2,0,1,2,2,2,0,2,2,0,1,1,1,1,1,0,0,49,H,1,8,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216,0,715.00028862,0,0,0,3,0
" 10B",10,0,0,0,0,0,U,U,U,0,U,U,0,U,U,U,U,0,U,U,0,U,1,2,1,0,2,1,0,1,2,2,2,0,2,2,0,1,3,0,3,0,0,U,49,B,1,8,0,0,2,2,2,13,5,5,2,12,3,4,2,13,4,4,2,12,27,4,2,13,6,3,2,11,1,3,2,12,5,3,2,11,5,3,2,11,2,2,2,13,12,2,U,1,10.883754975,5,15,0,U,0
" 11K",11,0,0,0,0,0,1,6,1,1,1,1,0,2,1,1,1,1,1,1,0,2,1,2,2,1,2,2,0,1,2,2,2,2,2,2,0,1,3,1,1,1,0,98,49,K,1,8,0,0,1,1,2,22,21,4,2,23,21,4,2,21,21,3,2,11,5,3,2,12,5,2,1,11,14,1,2,11,2,1,1,11,13,1,,,,,,,,,211,1,9.0649814043,6,15,0,0,0
" 12F",12,2,0,0,0,0,1,6,1,0,1,1,0,2,1,1,1,0,1,1,0,1,1,2,1,0,2,1,0,1,4,4,4,0,4,4,0,1,2,0,1,0,1,13,49,F,1,8,0,0,2,1,3,11,18,2,3,11,10,2,3,11,6,2,3,11,2,1,3,11,11,1,,,,,,,,,,,,,,,,,,,,,131,0,496.47513294,0,0,0,1,0
" 12F",12,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,2,1,1,2,1,0,1,4,4,4,4,4,4,0,1,1,0,1,0,1,0,49,F,2,8,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,0,496.47513294,0,0,0,5,0
" 14A",14,0,0,0,0,0,1,1,6,U,U,U,0,3,1,1,1,U,U,U,0,U,1,2,1,1,2,1,0,1,4,4,4,4,4,4,0,1,1,0,3,3,1,98,49,A,1,8,0,2,2,1,2,13,5,6,2,12,5,6,2,11,5,6,2,13,4,4,2,12,3,4,2,11,1,4,2,13,16,3,2,13,6,3,2,11,2,3,2,13,25,3,30,1,10.883754975,5,2,0,1,2
