PSU,CASENO,RATWGT,AOPSVEH,CASEID,STRATIF,VERSION,VEHNO,MODELYR,MAKE,MODEL,BODYTYPE,VIN,TOWPAR,TRAVELSP,DRINKING,ALCTEST,SPLIMIT,MANEUVER,ACCTYPE,DRPRES,OCUPANTS,OCCFORMS,CURBWGT,CARGOWGT,TOWHITCH,DOCTRAJ,CONDTREE,ROLLOVER,FOVERIDE,ROVERIDE,ANGTHIS,ANGOTHER,DVBASIS,DVTOTAL,DVLONG,DVLAT,ENERGY,DVCONFID,INSPTYPE,VINLNGTH,VINJSER,VINJURED,DRIVE,VTREAT,OTVEHWGT,OTBDYTYP,VAIS,DRUGS,EVALCLAS,SPECTEST,OBSNARC,SPECNARC,OBSDEPR,SPECDEPR,OBSSTIM,SPECSTIM,OBSHLUC,SPECHLUC,OBSCNAB,SPECCNAB,OBSPCP,SPECPCP,OBSINHL,SPECINHL,OBSOTH,SPECOTH,DRZIP,DRRACE,VEHUSE,ROLINTYP,ROLINLOC,ROLLOBJ,TRIPLOC,ROLINDIR,PREMOVE,PREEVENT,PRESTAB,CONSEQ
2,18,418.67055124,0," 18H",H,7,1,83,9,8,5,1P3BM48C7D,1,U,0,C,89,U,1,1,3,3,98,0,0,0,0,0,0,0,998,998,5,U,U,U,U,0,2,17,0,0,2,0,998,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12477,U,0,0,0,0,0,0,1,13,U,U
2,19,162.10706091,0," 19K",K,7,1,87,9,11,4,1P3BP36D4H,1,U,0,C,89,U,1,1,1,1,109,0,0,0,7,0,0,0,998,998,5,U,U,U,U,0,1,17,1,1,2,3,998,98,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12542,U,0,0,0,0,0,0,1,13,U,U
2,20,188.68343141,0," 20E",E,7,1,87,9,8,5,1P3BM18C5H,0,U,0,C,56,U,69,1,1,0,102,U,0,0,0,0,0,0,180,270,1,10,-10,0,82,4,2,17,N,N,2,N,111,4,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12487,1,0,0,0,0,0,0,1,62,U,U
2,20,188.68343141,1," 20E",E,7,2,93,20,32,4,1Y1SK5363P,1,U,0,C,56,10,68,1,2,2,111,0,0,0,0,0,0,0,270,180,1,9,0,-9,22,4,1,17,0,1,2,4,102,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12477,1,0,0,0,0,0,0,10,10,1,4
2,21,432.85475866,0," 21G",G,7,1,92,2,402,14,9999999999,1,U,0,C,89,7,7,1,3,3,133,5,0,0,0,4,0,0,997,997,4,U,U,U,U,0,0,U,0,0,8,8,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77345,1,0,1,4,61,1,1,1,12,1,4
2,22,757.88748379,0," 22H",H,7,1,81,7,11,4,1B3BK46B2B,1,U,0,C,89,2,64,1,2,2,106,0,0,0,0,0,0,0,75,270,6,U,U,U,U,0,2,17,0,0,2,0,U,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12542,1,0,0,0,0,0,0,1,5,1,2
2,22,757.88748379,0," 22H",H,7,2,80,37,399,9,9999999999,0,U,0,C,89,U,65,1,1,0,U,U,0,0,0,0,0,0,270,75,6,U,U,U,U,0,0,U,N,N,1,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12542,U,0,0,0,0,0,0,1,62,U,U
2,23,100.695158,1," 23C",C,7,1,92,9,17,5,1P3XP48K9N,1,U,0,C,89,1,82,1,1,1,120,0,0,0,0,0,U,0,11,173,6,U,U,U,U,0,1,17,0,1,2,4,103,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12477,1,0,0,0,0,0,0,10,15,0,0
2,23,100.695158,0," 23C",C,7,2,88,9,8,5,9999999999,1,U,0,C,89,U,83,1,1,1,103,0,0,0,0,0,U,0,173,11,6,U,U,U,U,0,0,U,0,1,2,3,N,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12571,1,0,0,0,0,0,0,13,67,U,U
2,24,126.40839407,1," 24D",D,7,1,89,35,39,4,JN1HJ01P0K,1,U,0,C,89,U,89,1,4,4,140,1,0,0,0,0,0,0,0,90,1,17,-6,16,211,1,1,17,0,1,1,4,100,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12561,U,0,0,0,0,0,0,1,17,U,U
2,24,126.40839407,0," 24D",D,7,2,87,20,32,4,1Y1SK5145H,1,U,0,C,89,6,88,1,1,1,100,5,0,0,0,0,0,0,90,0,1,24,-22,-8,344,1,1,17,0,1,2,4,140,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12522,U,0,0,0,0,0,0,1,66,1,2
2,25,176.01815171,0," 25F",F,7,1,79,18,399,6,9999999999,0,U,0,C,72,U,86,1,1,0,U,U,0,0,0,0,0,0,80,200,6,U,U,U,U,0,0,U,N,N,1,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12477,U,0,0,0,0,0,0,U,15,U,U
2,25,176.01815171,0," 25F",F,7,2,79,20,1,2,1W27J9B400,1,U,0,C,72,6,87,1,1,1,140,2,0,0,0,0,0,0,200,80,6,U,U,U,U,0,1,13,0,1,1,4,U,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12449,1,0,0,0,0,0,0,1,72,1,4
2,26,390.77242015,0," 26G",G,7,1,90,49,401,14,JT3VN39WXL,1,U,0,C,89,U,7,1,2,2,190,U,0,0,0,4,0,0,997,997,5,U,U,U,U,0,1,17,0,0,8,0,998,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11717,U,0,2,4,44,4,1,1,51,U,U
2,27,150.84735026,0," 27D",D,7,1,89,7,442,20,2B4FK45J1K,1,U,0,C,89,U,8,1,7,7,132,5,0,0,0,U,0,0,997,997,5,U,U,U,U,0,1,17,1,4,8,3,998,98,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,U,U,U,U,U,1,61,U,U
2,28,478.38927442,0," 28F",F,7,1,83,35,42,9,9999999999,1,U,0,C,89,U,2,1,2,2,U,0,0,0,0,U,0,0,997,997,5,U,U,U,U,0,0,U,0,0,2,4,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7092,1,0,U,U,U,U,U,1,60,U,U
2,29,1062.0571385,0," 29G",G,7,1,92,20,16,6,9999999999,1,U,0,C,89,U,7,1,1,1,U,0,0,0,0,0,0,0,998,998,4,U,U,U,U,0,0,U,0,0,2,0,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12308,6,0,0,0,0,0,0,1,10,U,U
2,30,1859.5609642,1," 30H",H,7,1,91,48,34,6,4S4BJ63C7M,0,0,0,C,89,U,21,1,1,0,129,U,0,0,0,0,0,U,142,142,3,34,34,1,636,4,0,17,N,N,U,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12461,U,0,0,0,0,0,0,4,52,U,U
2,30,1859.5609642,0," 30H",H,7,2,81,18,10,2,1G4AJ47A3B,1,U,0,C,89,1,20,1,4,4,149,U,0,0,0,0,4,0,142,142,3,28,-28,0,463,4,1,17,0,0,1,6,129,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12461,1,0,0,0,0,0,0,1,50,0,0
2,31,69.346123404,0," 31D",D,7,1,77,34,34,2,9999999999,1,U,0,C,48,U,7,1,1,1,120,U,0,0,0,U,0,0,997,997,5,U,U,U,U,0,1,U,0,1,1,4,998,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12401,U,0,U,U,U,U,U,1,12,U,U
2,32,69.346123404,," 32D",D,7,1,86,86,884,78,9999999999,0,U,0,C,89,U,98,,,,,,,,,,,,,,,,,,,,,U,N,N,8,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12790,U,0,,,,,,12,52,U,U
2,32,69.346123404,0," 32D",D,7,2,83,20,16,6,1G1AD35P0D,1,U,0,D,89,U,98,1,3,3,112,0,0,0,0,0,0,0,0,290,4,U,U,U,U,0,1,17,0,3,2,4,N,78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12446,1,0,0,0,0,0,0,1,55,U,U
2,33,212.82564289,0," 33E",E,7,1,82,20,13,9,9999999999,1,0,0,C,72,1,21,1,4,4,U,2,0,0,0,0,0,U,0,0,6,U,U,U,U,0,0,U,0,3,1,4,N,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12589,U,0,0,0,0,0,0,4,52,0,0
2,33,212.82564289,0," 33E",E,7,2,90,22,399,2,9999999999,1,U,0,C,72,U,20,1,1,1,U,U,0,0,0,0,U,0,0,0,4,U,U,U,U,0,0,U,0,1,1,4,N,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10940,U,0,0,0,0,0,0,1,50,U,U
2,34,854.85985587,0," 34H",H,7,1,90,7,15,9,9999999999,0,U,0,C,64,U,50,1,3,0,128,U,0,0,0,0,U,0,172,0,3,5,-5,0,23,4,0,U,N,N,2,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12589,U,0,0,0,0,0,0,13,5,U,U
2,34,854.85985587,0," 34H",H,7,2,86,49,38,5,JT2AL32H2G,1,U,0,C,64,1,51,1,3,3,93,0,0,0,0,0,4,0,0,172,3,7,-7,1,13,4,1,17,0,0,2,0,128,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12589,1,0,0,0,0,0,0,1,62,0,0
2,35,107.1436164,1," 35C",C,7,1,93,20,16,4,1G1JC5443P,1,U,0,C,89,1,68,1,2,2,114,0,0,0,0,0,0,0,296,180,1,17,-9,-15,259,1,1,17,1,2,2,4,100,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12401,U,0,0,0,0,0,0,10,15,0,0
2,35,107.1436164,0," 35C",C,7,2,85,12,13,5,1FABP3693F,1,U,0,C,89,6,69,1,3,3,100,0,0,0,0,0,0,0,180,296,1,20,-20,0,166,1,1,17,0,3,2,4,114,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12601,U,0,0,0,0,0,0,1,62,1,1
2,36,118.80048146,0," 36D",D,7,1,87,7,34,6,9999999999,1,U,0,C,72,1,7,1,1,1,U,0,0,0,0,0,0,0,998,998,5,U,U,U,U,0,0,U,0,1,2,6,N,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12449,U,0,0,0,0,0,0,13,10,0,0
2,37,312.61595819,," 37F",F,7,1,88,82,890,68,1FUEYXYB1J,0,U,0,C,48,U,50,,,,,,,,,,,,,,,,,,,,,17,N,N,8,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12542,U,0,,,,,,13,10,U,U
2,37,312.61595819,0," 37F",F,7,2,88,12,17,6,9999999999,1,U,0,C,48,7,51,1,1,1,144,0,0,0,0,0,U,0,90,260,4,U,U,U,U,0,0,U,0,1,2,4,N,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12542,1,0,0,0,0,0,0,1,62,1,1
2,38,1215.1786499,0," 38H",H,7,1,82,30,36,3,1VWBG0172C,1,U,0,C,89,U,2,1,6,6,84,0,0,0,0,2,0,0,997,997,5,U,U,U,U,0,1,17,0,1,2,5,998,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12401,1,0,2,4,44,4,2,13,5,U,U
2,39,80.768310231,0," 39B",B,7,1,88,12,17,4,1FABP52UXJ,1,U,0,C,56,U,7,1,3,3,141,0,0,0,0,5,0,0,997,997,5,U,U,U,U,0,1,17,1,1,2,1,998,98,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12547,U,0,8,4,64,3,5,13,13,U,U
2,40,107.1436164,0," 40C",C,7,1,90,7,461,21,2B7GB11X2L,1,U,0,C,56,6,51,1,1,1,173,14,0,0,0,0,0,0,222,0,1,17,-15,8,439,1,1,17,0,0,8,0,91,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12528,1,0,0,0,0,0,0,1,62,1,1
2,40,107.1436164,0," 40C",C,7,2,83,12,13,3,1FABP0426D,1,U,0,C,56,U,50,1,1,1,91,0,0,0,0,0,0,0,0,222,1,33,-28,-16,355,1,1,17,0,1,2,4,173,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12528,1,0,0,0,0,0,0,13,10,U,U
2,41,112.1815975,0," 41D",D,7,1,83,12,481,40,2FDJF3717D,0,U,0,C,48,U,25,1,1,0,U,U,0,0,0,0,0,0,0,345,5,U,U,U,U,0,2,17,N,N,8,N,122,3,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12401,1,0,0,0,0,0,0,2,52,U,U
2,41,112.1815975,1," 41D",D,7,2,88,7,15,3,1B3YA44K6J,1,U,0,C,48,U,24,1,1,1,122,0,0,0,0,0,0,0,345,0,5,U,U,U,U,0,1,17,0,1,2,4,U,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12401,1,0,0,0,0,0,0,1,51,U,U
2,42,789.82671044,0," 42G",G,7,1,92,51,34,6,9999999999,1,U,0,C,89,98,2,1,1,1,U,0,0,0,0,0,0,0,998,998,5,U,U,U,U,0,0,U,0,0,1,0,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7652,U,0,0,0,0,0,0,13,11,3,4
2,43,107.1436164,0," 43J",J,7,1,86,9,8,5,1P3BM18C8G,1,U,0,C,72,U,50,1,1,1,100,U,0,0,0,0,0,0,355,185,1,46,-45,-9,958,1,1,17,1,1,2,1,104,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12561,U,0,0,0,0,0,0,13,10,U,U
2,43,107.1436164,1," 43J",J,7,2,92,12,13,3,1FAPP11J4N,1,U,0,C,72,9,51,1,1,1,104,0,0,0,0,0,0,0,185,355,1,44,-43,8,822,1,1,17,0,1,2,3,100,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12515,1,0,0,0,0,0,0,13,62,1,1
2,44,2379.1629148,0," 44G",G,7,1,93,9,399,4,9999999999,1,U,0,C,89,U,7,1,1,1,U,U,0,0,0,0,0,0,998,998,5,U,U,U,U,0,0,U,0,0,1,0,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11233,U,0,0,0,0,0,0,1,98,U,U
2,45,59.191216523,0," 45B",B,7,1,88,48,31,3,JF2AG53B9J,1,89,0,C,89,U,52,1,2,2,106,0,0,1,0,0,0,0,145,11,1,58,-50,-29,826,4,1,17,2,2,U,1,170,31,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12487,U,0,0,0,0,0,0,13,62,U,U
2,45,59.191216523,0," 45B",B,7,2,80,12,481,31,F15ECHE000,1,89,1,21,89,U,52,1,1,1,170,5,0,1,0,0,0,0,11,145,1,38,-36,13,2279,4,1,11,0,1,8,4,106,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12477,U,0,0,0,0,0,0,13,10,U,U
2,46,462.2796418,0," 46F",F,7,1,84,37,399,2,9999999999,1,U,0,C,72,U,50,1,1,1,U,U,0,0,0,0,U,0,180,0,6,U,U,U,U,0,0,U,0,0,1,4,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12550,U,0,0,0,0,0,0,1,51,U,U
2,46,462.2796418,0," 46F",F,7,2,86,20,401,14,1G8CT18RXG,0,U,0,C,72,9,51,1,3,0,151,0,0,0,0,0,1,0,0,180,6,U,U,U,U,0,2,17,N,N,8,N,U,2,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12515,2,0,0,0,0,0,0,1,62,1,1
2,47,62.2590602,0," 47D",D,7,1,84,6,14,4,1C3BT46D7E,1,U,0,C,89,U,50,1,6,6,118,0,0,0,0,0,7,0,25,180,4,U,U,U,U,0,1,17,0,4,2,4,N,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12446,U,0,0,0,0,0,0,1,5,U,U
2,47,62.2590602,," 47D",D,7,2,90,12,981,50,1FDXJ75P7L,1,U,0,C,89,U,51,,,,,,,,,,,,,,,,,,,,,17,N,N,8,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12446,U,2,,,,,,1,62,U,U
2,48,191.07520165,1," 48E",E,7,1,93,12,13,6,1FAPP15J8P,1,0,0,C,72,1,21,1,1,1,110,9,0,0,0,0,0,0,270,275,3,17,17,1,220,4,2,17,0,1,2,4,233,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12578,U,0,0,0,0,0,0,4,52,0,0
2,48,191.07520165,0," 48E",E,7,2,92,12,461,21,1FTFS24YXN,0,U,0,C,72,U,20,1,2,0,233,9,0,0,0,0,0,0,275,270,3,9,-9,0,58,4,2,17,N,N,8,N,110,6,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12481,1,0,0,0,0,0,0,U,50,U,U
2,49,197.44507665,0," 49F",F,7,1,86,22,17,6,2G2AF35R3G,1,U,0,C,56,4,13,1,4,4,133,0,0,0,0,0,0,0,998,998,5,U,U,U,U,0,2,17,0,0,2,4,998,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12404,1,0,0,0,0,0,0,1,87,1,1
2,50,767.49454211,0," 50H",H,7,1,86,51,399,4,9999999999,1,U,0,C,89,U,13,1,3,3,U,U,0,0,0,0,0,0,998,998,5,U,U,U,U,0,0,U,0,0,1,0,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19117,U,0,0,0,0,0,0,1,87,U,U
2,51,107.97908126,0," 51F",F,7,1,93,42,399,4,9999999999,0,0,0,C,56,U,98,1,1,0,U,U,0,0,0,0,0,U,180,180,6,U,U,U,U,0,0,U,N,N,1,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12572,U,0,0,0,0,0,0,4,52,U,U
2,51,107.97908126,0," 51F",F,7,2,83,48,31,6,JF1AM43B7D,1,U,0,C,56,1,98,1,1,1,105,0,0,0,0,0,U,U,180,180,6,U,U,U,U,0,1,17,0,1,U,4,U,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12466,6,0,0,0,0,0,0,4,52,0,0
2,51,107.97908126,0," 51F",F,7,3,90,49,399,2,9999999999,0,U,0,C,56,U,98,1,2,0,U,U,0,0,0,0,U,U,180,180,6,U,U,U,U,0,0,U,N,N,1,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12401,U,0,0,0,0,0,0,U,51,U,U
2,51,107.97908126,0," 51F",F,7,4,81,30,399,2,9999999999,0,U,0,C,56,U,98,1,1,0,U,U,0,0,0,0,U,0,180,180,6,U,U,U,U,0,0,U,N,N,1,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12401,U,0,0,0,0,0,0,U,51,U,U
2,52,107.97908126,1," 52F",F,7,1,88,49,40,6,JT2SV21W0J,1,U,0,C,89,4,2,1,4,4,133,0,0,1,0,0,0,0,998,998,5,U,U,U,U,0,1,17,0,4,2,3,998,98,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10024,U,0,0,0,0,0,0,13,13,1,4
2,53,239.72099751,1," 53G",G,7,1,93,35,399,4,9999999999,1,U,0,C,89,4,13,1,2,2,U,U,0,0,0,0,0,0,998,998,5,U,U,U,U,0,0,U,0,0,1,0,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12566,U,0,0,0,0,0,0,1,87,U,U
2,54,419.72865028,0," 54H",H,7,1,89,23,481,31,1GTFK24C4K,1,U,0,C,48,8,1,1,1,1,201,1,0,1,1,0,0,0,998,998,6,U,U,U,U,0,2,17,0,0,8,0,998,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12528,1,0,0,0,0,0,0,13,13,1,4
2,55,116.0722511,1," 55C",C,7,1,91,9,442,20,1P4GH54R1M,1,U,0,C,89,U,1,1,5,5,186,U,0,1,0,4,0,0,997,997,5,U,U,U,U,0,1,17,1,1,8,3,998,98,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20877,U,0,1,1,61,1,2,13,13,U,U
2,56,182.48099344,0," 56E",E,7,1,94,9,442,20,9999999999,1,U,0,C,89,U,3,1,5,5,U,U,0,1,0,U,0,0,997,997,4,U,U,U,U,0,0,U,0,1,8,3,N,N,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10977,U,0,U,U,U,U,U,1,61,U,U
2,57,418.62587397,1," 57G",G,7,1,93,12,13,4,3FAPP13J1P,1,U,0,C,72,U,76,1,1,1,107,0,0,0,0,0,0,0,240,180,3,7,3,-6,18,1,1,17,0,0,2,0,143,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12449,U,0,0,0,0,0,0,10,15,U,U
2,57,418.62587397,0," 57G",G,7,2,86,22,2,4,2G2GN69A1G,0,U,0,C,72,4,77,1,1,0,143,U,0,1,0,0,0,0,180,240,3,5,-5,0,524,4,0,17,N,N,1,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12449,U,0,0,0,0,0,0,1,70,2,1
2,58,732.97406098,0," 58H",H,7,1,83,22,399,4,9999999999,1,U,0,C,89,1,1,1,1,1,U,0,0,1,7,0,0,0,998,998,4,U,U,U,U,0,0,U,0,0,1,0,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19020,U,0,0,0,0,0,0,1,13,0,0
2,59,22.27138149,0," 59F",F,7,1,82,12,3,3,1FABP16F4C,1,U,0,C,48,7,7,1,1,1,131,0,0,1,2,0,0,0,998,998,5,U,U,U,U,0,1,17,0,1,1,4,998,98,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12446,1,0,0,0,0,0,0,13,10,4,4
2,60,53.399520931,0," 60G",G,7,1,91,30,399,9,9999999999,1,U,0,C,89,U,13,1,3,3,U,U,0,0,0,0,0,0,998,998,5,U,U,U,U,0,0,U,0,0,1,0,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12525,U,0,0,0,0,0,0,1,87,U,U
2,61,62.981787039,1," 61A",A,7,1,92,48,34,6,4S3BJ6326N,1,89,0,C,89,U,50,1,1,1,138,6,0,0,0,4,1,0,345,180,1,56,-56,0,1125,4,1,17,1,1,U,1,147,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12466,U,0,7,1,2,3,1,1,10,U,U
2,61,62.981787039,0," 61A",A,7,2,79,20,10,2,1Z37J9B500,1,89,0,C,89,U,51,1,1,1,147,1,0,0,0,0,4,0,180,345,1,54,-46,27,2872,4,1,13,1,1,1,1,138,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12531,U,0,0,0,0,0,0,1,62,U,U
2,61,62.981787039,0," 61A",A,7,3,94,12,17,4,9999999999,0,89,0,C,89,U,98,1,1,0,U,U,0,0,0,0,0,0,180,130,6,U,U,U,U,0,0,U,N,N,2,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12601,U,0,0,0,0,0,0,1,98,U,U
2,62,158.8800561,1," 62G",G,7,1,90,55,32,4,KMHVF22J6L,1,0,0,C,48,1,93,1,1,1,93,0,0,0,0,0,0,0,0,0,1,31,-31,0,440,1,1,17,0,0,2,0,154,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12449,1,0,0,0,0,0,0,4,55,0,0
2,62,158.8800561,0," 62G",G,7,2,81,1,9,6,2CCCK3855B,0,U,0,C,48,U,92,1,2,0,154,U,0,0,0,0,0,0,0,0,1,18,18,0,163,1,2,17,N,N,U,N,93,4,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12449,1,0,0,0,0,0,0,14,50,U,U
2,63,278.18385621,0," 63H",H,7,1,88,35,43,2,JN1PB22S8J,1,U,0,C,89,6,7,1,1,1,105,0,0,1,1,0,0,0,998,998,6,U,U,U,U,0,2,17,0,0,2,0,998,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12525,U,0,0,0,0,0,0,1,62,4,4
2,64,278.18385621,0," 64H",H,7,1,86,7,499,39,9999999999,1,U,0,C,89,U,1,1,1,1,U,U,0,0,7,0,0,0,998,998,4,U,U,U,U,0,0,U,0,1,8,U,N,N,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12561,U,0,0,0,0,0,0,13,13,U,U
2,65,68.230269292,1," 65B",B,7,1,87,21,18,2,1G3NF11U6H,1,105,0,C,89,1,1,1,2,2,112,0,0,0,0,2,0,0,998,998,5,U,U,U,U,0,2,17,1,2,2,1,998,98,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12302,1,0,2,4,44,4,2,1,13,0,0
2,66,116.0722511,1," 66C",C,7,1,93,12,17,4,1FACP52U2P,1,U,0,C,89,U,1,1,1,1,140,0,0,1,0,5,0,0,997,997,5,U,U,U,U,0,1,17,0,1,2,4,998,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10954,U,0,8,4,44,3,5,13,13,U,U
2,67,127.76349182,0," 67F",F,7,1,86,35,44,2,JN1MN24S7G,1,U,0,C,48,1,87,1,2,2,107,0,0,0,0,0,0,0,180,270,6,U,U,U,U,0,1,17,0,1,2,4,100,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12471,1,0,0,0,0,0,0,3,66,0,0
2,67,127.76349182,0," 67F",F,7,2,84,12,13,4,9999999999,1,U,0,C,48,9,86,1,1,1,100,0,0,0,0,0,0,0,270,180,6,U,U,U,U,0,0,U,0,0,2,0,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12449,1,0,0,0,0,0,0,1,17,U,U
2,68,283.64375161,0," 68G",G,7,1,94,7,19,4,9999999999,1,U,0,C,89,U,8,1,1,1,U,U,0,1,0,0,0,0,998,998,5,U,U,U,U,0,0,U,0,0,2,0,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12065,U,0,0,0,0,0,0,1,61,U,U
2,69,49.60352611,0," 69J",J,7,1,90,2,404,14,1J4FJ38L3L,1,U,0,C,56,4,1,1,2,2,U,1,0,1,1,0,0,0,998,998,6,U,U,U,U,0,0,17,1,2,8,3,N,N,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12440,1,0,0,0,0,0,0,1,13,1,4
