PSU,CASEID,CASENO,STRATIF,VERSION,ACCSEQ,VEHNUM,CLASS1,GADEV1,OBJCONT,CLASS2,GADEV2,RATWGT
79," 69A",69,A,6,3,1,18,F,52,0,0,8.5768181315
79," 69A",69,A,6,4,1,18,L,31,0,N,8.5768181315
79," 69A",69,A,6,5,1,18,T,52,0,0,8.5768181315
79," 70K",70,K,6,1,1,1,F,71,0,0,8.1759011352
79," 71K",71,K,6,1,1,1,F,54,0,0,2.8637131822
79," 71K",71,K,6,2,1,1,T,31,0,N,2.8637131822
79," 72F",72,F,6,1,1,1,F,2,15,B,104.81638539
79," 72F",72,F,6,2,1,1,B,3,19,F,104.81638539
79," 73G",73,G,6,1,1,15,F,57,0,0,234.74013057
79," 73G",73,G,6,2,1,15,T,31,0,N,234.74013057
79," 74H",74,H,6,1,1,3,F,2,2,F,316.83685627
79," 75E",75,E,6,1,1,1,F,2,1,R,43.091101751
79," 75E",75,E,6,2,1,1,L,2,1,R,43.091101751
79," 75E",75,E,6,3,2,1,F,63,0,0,43.091101751
79," 75E",75,E,6,4,2,1,F,57,0,0,43.091101751
79," 76E",76,E,6,1,1,1,R,2,15,F,43.091101751
79," 77F",77,F,6,1,1,1,F,54,0,0,41.947225733
79," 78G",78,G,6,1,1,13,F,71,0,0,93.942346983
79," 79G",79,G,6,1,1,2,L,2,15,F,93.942346983
79," 81D",81,D,6,1,1,1,T,31,0,N,9.8526529319
79," 82D",82,D,6,1,1,3,F,2,12,F,9.8526529319
79," 83E",83,E,6,1,1,2,F,2,1,R,81.178149133
79," 83E",83,E,6,2,2,1,T,31,0,N,81.178149133
79," 84F",84,F,6,1,1,2,F,2,18,R,79.023232358
79," 85F",85,F,6,1,1,3,L,2,11,F,79.023232358
79," 86H",86,H,6,1,1,1,R,2,1,F,238.86983338
79," 86H",86,H,6,2,1,1,L,63,0,0,238.86983338
79," 86H",86,H,6,3,1,1,L,71,0,0,238.86983338
79," 87K",87,K,6,1,1,3,L,63,0,0,8.1759011352
79," 87K",87,K,6,2,1,3,L,52,0,0,8.1759011352
79," 87K",87,K,6,3,1,3,L,63,0,0,8.1759011352
79," 87K",87,K,6,4,1,3,B,57,0,0,8.1759011352
79," 87K",87,K,6,5,1,3,R,31,0,N,8.1759011352
79," 87K",87,K,6,6,1,3,T,42,0,0,8.1759011352
79," 88D",88,D,6,1,1,3,L,63,0,0,11.326902024
79," 88D",88,D,6,2,1,3,F,58,0,0,11.326902024
79," 89E",89,E,6,1,1,1,F,2,1,R,93.324807852
79," 89E",89,E,6,2,2,1,T,31,0,N,93.324807852
79," 90F",90,F,6,1,1,1,F,2,15,L,90.847451616
79," 90F",90,F,6,2,1,1,R,2,15,L,90.847451616
79," 90F",90,F,6,3,2,15,F,63,0,0,90.847451616
79," 90F",90,F,6,4,2,15,F,52,0,0,90.847451616
79," 90F",90,F,6,5,2,15,F,51,0,0,90.847451616
79," 91F",91,F,6,1,1,5,F,56,0,0,90.847451616
79," 91F",91,F,6,2,1,5,R,31,0,N,90.847451616
79," 92H",92,H,6,1,1,2,F,42,0,0,274.61184494
79," 92H",92,H,6,2,1,2,F,57,0,0,274.61184494
79," 92H",92,H,6,3,1,2,F,71,0,0,274.61184494
79," 92H",92,H,6,4,1,2,F,71,0,0,274.61184494
79," 92H",92,H,6,5,1,2,F,71,0,0,274.61184494
79," 93D",93,D,6,1,1,1,F,63,0,0,8.1759011352
79," 93D",93,D,6,2,1,1,F,58,0,0,8.1759011352
79," 94F",94,F,6,1,1,1,R,2,14,F,32.957386084
79," 95G",95,G,6,1,1,2,R,2,2,F,73.809272127
79," 96G",96,G,6,1,1,15,F,2,4,B,73.809272127
79," 96G",96,G,6,2,1,15,L,4,1,L,73.809272127
79," 96G",96,G,6,3,2,4,F,3,13,B,73.809272127
79," 97H",97,H,6,1,1,5,L,2,15,F,99.622922115
79," 97H",97,H,6,2,1,5,L,2,15,R,99.622922115
79," 98H",98,H,6,1,1,1,F,45,0,0,99.622922115
79," 99J",99,J,6,1,1,4,F,2,12,F,9.4298789947
79," 99J",99,J,6,2,1,4,L,2,12,R,9.4298789947
79,100E,100,E,6,1,1,2,R,2,1,F,93.155397508
79,101F,101,F,6,1,1,U,F,2,15,R,90.68253836
79,101F,101,F,6,2,2,15,F,3,19,L,90.68253836
79,102F,102,F,6,1,1,14,F,2,3,F,90.68253836
79,103H,103,H,6,1,1,5,F,2,3,F,274.11334847
79,103H,103,H,6,2,1,5,R,2,3,L,274.11334847
79,104H,104,H,6,1,1,1,F,71,0,0,274.11334847
79,105C,105,C,6,1,1,2,F,2,15,F,11.971707557
79,106D,106,D,6,1,1,4,F,52,0,0,15.569579014
79,107F,107,F,6,1,1,1,F,2,2,L,124.87585513
79,108H,108,H,6,1,1,3,F,52,0,0,377.47221695
79,109J,109,J,6,1,1,3,F,71,0,0,9.4298789947
79,109J,109,J,6,2,1,3,L,71,0,0,9.4298789947
79,110J,110,J,6,1,1,3,R,2,2,F,9.4298789947
79,110J,110,J,6,2,1,3,R,2,2,L,9.4298789947
79,110J,110,J,6,3,1,3,F,45,0,0,9.4298789947
79,111E,111,E,6,1,1,1,F,2,5,B,69.361502392
79,112E,112,E,6,1,1,24,F,2,3,L,69.361502392
79,113G,113,G,6,1,1,4,B,2,11,F,151.21410361
79,114H,114,H,6,1,1,15,F,2,15,R,204.09889479
79,115J,115,J,6,1,1,3,F,63,0,0,9.4298789947
79,115J,115,J,6,2,1,3,F,42,0,0,9.4298789947
79,116J,116,J,6,1,1,15,F,2,1,R,9.4298789947
79,116J,116,J,6,2,1,15,L,2,1,R,9.4298789947
79,116J,116,J,6,3,1,15,F,52,0,0,9.4298789947
79,117K,117,K,6,1,1,2,L,50,0,0,8.1759011352
79,117K,117,K,6,2,1,2,T,31,0,N,8.1759011352
79,118B,118,B,6,1,1,11,F,2,1,F,5.1070370661
79,118B,118,B,6,2,1,11,F,54,0,0,5.1070370661
79,119D,119,D,6,1,1,2,F,71,0,0,29.073418525
79,120G,120,G,6,1,1,3,R,2,15,F,522.2228475
79,121K,121,K,6,1,1,1,F,2,3,L,8.1759011352
79,122D,122,D,6,1,1,11,T,31,0,N,6.7881457271
79,123E,123,E,6,1,1,2,L,2,13,F,55.929008154
79,123E,123,E,6,2,1,2,L,2,13,R,55.929008154
79,123E,123,E,6,3,2,13,F,3,1,F,55.929008154
79,124F,124,F,6,1,1,18,F,2,2,R,54.444343141
79,124F,124,F,6,2,1,18,L,31,0,N,54.444343141
79,125G,125,G,6,1,1,5,F,2,1,F,121.93009872
79,126H,126,H,6,1,1,9,F,56,0,0,164.57326265
79,126H,126,H,6,2,1,9,F,2,1,L,164.57326265
79,127D,127,D,6,1,1,19,F,41,0,0,10.581467937
79,127D,127,D,6,2,1,19,F,42,0,0,10.581467937
79,128E,128,E,6,1,1,1,L,2,2,F,87.183014376
79,128E,128,E,6,2,2,2,L,3,3,F,87.183014376
79,128E,128,E,6,3,2,2,L,3,3,L,87.183014376
79,129F,129,F,6,1,2,1,F,3,2,B,84.868695288
79,129F,129,F,6,2,1,1,L,3,2,R,84.868695288
79,130F,130,F,6,1,1,11,F,41,0,0,84.868695288
79,130F,130,F,6,2,1,11,F,51,0,0,84.868695288
79,130F,130,F,6,3,1,11,F,52,0,0,84.868695288
79,130F,130,F,6,4,1,11,L,31,0,N,84.868695288
79,131G,131,G,6,1,1,2,B,2,1,F,190.06654866
79,132H,132,H,6,1,1,3,F,71,0,0,256.53938086
79,132H,132,H,6,2,1,3,F,63,0,0,256.53938086
79,132H,132,H,6,3,1,3,F,52,0,0,256.53938086
79,133B,133,B,6,1,1,3,F,2,15,F,8.5768181315
79,133B,133,B,6,2,2,15,F,3,13,F,8.5768181315
79,133B,133,B,6,3,1,3,F,3,13,F,8.5768181315
79,133B,133,B,6,4,1,3,L,31,0,N,8.5768181315
79,134C,134,C,6,1,1,13,L,2,1,F,9.4298789947
79,135E,135,E,6,1,1,1,F,2,15,F,43.948771109
79,136F,136,F,6,1,1,1,F,2,4,R,42.782127806
79,137G,137,G,6,1,1,1,L,2,24,R,95.812140727
79,137G,137,G,6,2,1,1,B,2,24,F,95.812140727
79,137G,137,G,6,3,1,1,F,3,5,R,95.812140727
79,138H,138,H,6,1,1,15,F,2,1,B,129.32095329
79,138H,138,H,6,2,2,1,F,61,0,0,129.32095329
79,139B,139,B,6,1,1,5,F,2,3,L,8.5768181315
79,140E,140,E,6,1,1,4,L,2,15,F,79.593132115
79,140E,140,E,6,2,1,4,B,45,0,0,79.593132115
79,141F,141,F,6,1,1,1,F,71,0,0,77.480290453
79,142F,142,F,6,1,1,4,F,63,0,0,77.480290453
79,142F,142,F,6,2,1,4,U,61,0,0,77.480290453
79,142F,142,F,6,3,1,4,F,2,4,R,77.480290453
79,142F,142,F,6,4,1,4,L,2,4,R,77.480290453
79,143G,143,G,6,1,1,15,F,2,4,R,173.51994567
79,144H,144,H,6,1,1,2,L,2,1,F,234.2058597
79,145J,145,J,6,1,1,13,F,2,5,R,9.4298789947
79,145J,145,J,6,2,1,13,L,2,5,R,9.4298789947
79,145J,145,J,6,3,2,5,F,63,0,0,9.4298789947
79,145J,145,J,6,4,2,5,F,50,0,0,9.4298789947
79,145J,145,J,6,5,1,13,F,51,0,0,9.4298789947
79,145J,145,J,6,6,1,13,L,51,0,0,9.4298789947
79,146K,146,K,6,1,1,1,F,2,2,F,8.1759011352
79,146K,146,K,6,2,1,1,F,3,13,F,8.1759011352
79,147E,147,E,6,1,1,1,F,2,1,R,73.66164656
79,147E,147,E,6,2,1,1,L,2,1,R,73.66164656
79,147E,147,E,6,3,1,1,F,63,0,0,73.66164656
79,147E,147,E,6,4,1,1,F,51,0,0,73.66164656
79,148F,148,F,6,1,1,2,F,2,2,L,71.70625931
79,148F,148,F,6,2,1,2,F,3,1,F,71.70625931
79,149F,149,F,6,1,1,3,F,2,9,B,71.70625931
79,149F,149,F,6,2,2,9,F,71,0,0,71.70625931
79,150H,150,H,6,1,1,12,L,2,15,F,216.75223479
79,150H,150,H,6,2,1,12,L,2,15,R,216.75223479
79,151J,151,J,6,1,1,3,L,2,3,F,9.4298789947
79,152K,152,K,6,1,1,4,F,2,1,F,8.1759011352
79,152K,152,K,6,2,1,4,T,31,0,N,8.1759011352
79,152K,152,K,6,3,2,1,R,71,0,0,8.1759011352
79,153C,153,C,6,1,1,15,F,2,2,R,12.20170192
79,153C,153,C,6,2,1,15,L,2,2,R,12.20170192
79,153C,153,C,6,3,2,2,F,63,0,0,12.20170192
79,153C,153,C,6,4,2,2,F,58,0,0,12.20170192
79,154C,154,C,6,1,1,22,F,2,15,F,12.20170192
79,155F,155,F,6,1,1,1,F,2,13,F,127.27490662
79,156G,156,G,6,1,1,13,F,2,2,B,285.03681068
79,156G,156,G,6,2,1,13,F,2,2,L,285.03681068
79,157A,157,A,6,1,1,11,F,52,0,0,8.5768181315
79,158B,158,B,6,1,1,3,L,2,15,F,8.5768181315
79,159K,159,K,6,1,1,15,F,2,1,B,8.1759011352
79,160B,160,B,6,1,1,5,F,54,0,0,3.0041394506
79,160B,160,B,6,2,1,5,R,54,0,0,3.0041394506
79,160B,160,B,6,3,1,5,F,3,1,F,3.0041394506
79,160B,160,B,6,4,2,1,R,3,1,L,3.0041394506
79,160B,160,B,6,5,1,5,R,2,1,F,3.0041394506
79,160B,160,B,6,6,1,5,L,4,1,L,3.0041394506
79,160B,160,B,6,7,4,1,T,31,0,N,3.0041394506
79,160B,160,B,6,8,4,1,F,5,11,B,3.0041394506
79,160B,160,B,6,9,5,11,R,6,5,R,3.0041394506
79,160B,160,B,6,10,6,5,F,54,0,0,3.0041394506
79,161E,161,E,6,1,1,15,F,63,0,0,180.24623504
79,161E,161,E,6,2,1,15,F,56,0,0,180.24623504
79,161E,161,E,6,3,1,15,T,64,0,0,180.24623504
79,161E,161,E,6,4,1,15,U,61,0,0,180.24623504
79,162H,162,H,6,1,1,2,B,2,2,F,530.38149541
79,163K,163,K,6,1,1,1,L,2,3,F,8.1759011352
79,163K,163,K,6,2,1,1,L,2,3,R,8.1759011352
79,164K,164,K,6,1,1,13,F,50,0,0,8.1759011352
79,164K,164,K,6,2,1,13,F,58,0,0,8.1759011352
79,164K,164,K,6,3,1,13,F,58,0,0,8.1759011352
79,164K,164,K,6,4,1,13,T,31,0,N,8.1759011352
79,165E,165,E,6,1,1,1,L,2,1,F,75.178789331
79,166F,166,F,6,1,1,1,F,54,0,0,73.183128726
79,166F,166,F,6,2,1,1,R,31,0,N,73.183128726
79,167H,167,H,6,1,1,15,F,62,0,0,221.21648588
79,167H,167,H,6,2,1,15,F,45,0,0,221.21648588
79,168H,168,H,6,1,1,1,F,2,1,R,221.21648588
79,168H,168,H,6,2,2,1,L,3,1,F,221.21648588
79,168H,168,H,6,3,1,1,L,2,1,R,221.21648588
79,169A,169,A,6,1,1,13,R,2,22,F,8.5768181315
79,169A,169,A,6,2,1,13,F,45,0,0,8.5768181315
79,170B,170,B,6,1,1,1,R,63,0,0,8.5768181315
79,170B,170,B,6,2,1,1,R,31,0,N,8.5768181315
79,170B,170,B,6,3,1,1,T,52,0,0,8.5768181315
79,170B,170,B,6,4,1,1,F,41,0,0,8.5768181315
79,170B,170,B,6,5,1,1,L,31,0,N,8.5768181315
79,170B,170,B,6,6,1,1,R,50,0,0,8.5768181315
79,170B,170,B,6,7,1,1,T,31,0,N,8.5768181315
79,170B,170,B,6,8,1,1,N,32,0,N,8.5768181315
79,171K,171,K,6,1,1,3,F,2,1,L,8.1759011352
79,172D,172,D,6,1,1,4,F,63,0,0,15.999470092
79,172D,172,D,6,2,1,4,F,56,0,0,15.999470092
79,172D,172,D,6,3,1,4,F,57,0,0,15.999470092
79,172D,172,D,6,4,1,4,U,60,0,0,15.999470092
79,174G,174,G,6,1,1,1,F,2,4,B,287.38584087
79,175B,175,B,6,1,1,1,R,88,0,0,1.8625664594
79,176E,176,E,6,1,1,3,F,2,3,B,73.097024064
79,176E,176,E,6,2,2,3,L,3,11,F,73.097024064
79,176E,176,E,6,3,2,3,F,68,0,0,73.097024064
79,176E,176,E,6,4,2,3,R,63,0,0,73.097024064
79,177E,177,E,6,1,1,4,F,2,5,B,73.097024064
79,177E,177,E,6,2,2,5,F,3,5,B,73.097024064
79,178F,178,F,6,1,1,2,F,63,0,0,71.156625015
79,178F,178,F,6,2,1,2,U,61,0,0,71.156625015
79,179G,179,G,6,1,1,5,B,2,4,F,159.35786552
79,180H,180,H,6,1,1,4,R,63,0,0,215.09081132
79,180H,180,H,6,2,1,4,R,52,0,0,215.09081132
79,180H,180,H,6,3,1,4,R,45,0,0,215.09081132
79,180H,180,H,6,4,1,4,U,63,0,0,215.09081132
79,181B,181,B,6,1,1,1,F,2,11,B,1.8625664594
79,181B,181,B,6,2,1,1,L,2,11,R,1.8625664594
79,181B,181,B,6,3,2,11,R,31,0,N,1.8625664594
79,181B,181,B,6,4,1,1,F,44,0,0,1.8625664594
79,182D,182,D,6,1,1,2,L,2,15,F,12.481035711
79,183E,183,E,6,1,1,5,F,63,0,0,102.83396616
79,183E,183,E,6,2,1,5,F,68,0,0,102.83396616
79,183E,183,E,6,3,1,5,F,58,0,0,102.83396616
79,183E,183,E,6,4,1,5,L,58,0,0,102.83396616
79,184F,184,F,6,1,1,3,L,2,15,F,100.10418431
79,185G,185,G,6,1,1,11,R,31,0,N,224.18698382
79,186H,186,H,6,1,1,1,F,71,0,0,302.59290987
79,187J,187,J,6,1,1,4,F,2,15,F,9.4298789947
79,188F,188,F,6,1,1,1,R,2,2,F,61.483398305
79,189G,189,G,6,1,1,11,F,2,13,B,137.69432034
79,189G,189,G,6,2,2,13,F,3,4,B,137.69432034
79,190H,190,H,6,1,1,4,R,2,1,F,185.85077667
79,191A,191,A,6,1,1,1,F,63,0,0,5.1070370661
79,191A,191,A,6,2,1,1,F,53,0,0,5.1070370661
79,191A,191,A,6,3,1,1,R,63,0,0,5.1070370661
79,191A,191,A,6,4,1,1,T,31,0,N,5.1070370661
79,192K,192,K,6,1,1,2,F,2,15,F,8.1759011352
79,193A,193,A,6,1,1,15,F,2,1,F,3.0041394506
79,194E,194,E,6,1,2,3,B,3,15,F,123.74269459
79,194E,194,E,6,2,1,9,B,2,3,F,123.74269459
79,195F,195,F,6,1,1,2,F,2,2,B,120.45787951
79,196G,196,G,6,1,1,15,F,3,15,B,269.76982903
79,196G,196,G,6,2,1,15,B,2,2,F,269.76982903
79,196G,196,G,6,3,1,15,F,3,15,B,269.76982903
79,197A,197,A,6,1,1,1,R,2,1,F,8.5768181315
79,198K,198,K,6,1,1,2,F,2,1,F,8.1759011352
79,198K,198,K,6,2,2,1,B,3,9,F,8.1759011352
79,199K,199,K,6,1,1,4,F,2,2,L,8.1759011352
79,199K,199,K,6,2,2,2,F,63,0,0,8.1759011352
79,199K,199,K,6,3,2,2,F,63,0,0,8.1759011352
79,199K,199,K,6,4,2,2,F,57,0,0,8.1759011352
79,200K,200,K,6,1,1,1,L,2,2,F,8.1759011352
79,201K,201,K,6,1,1,3,R,2,13,F,8.1759011352
79,201K,201,K,6,2,1,3,L,63,0,0,8.1759011352
79,202E,202,E,6,1,1,3,L,2,1,F,236.18822031
79,203F,203,F,6,1,1,1,F,54,0,0,46.957403783
79,204G,204,G,6,1,3,4,B,4,2,F,105.16282406
79,204G,204,G,6,2,2,1,B,3,4,F,105.16282406
79,204G,204,G,6,3,1,9,B,2,1,F,105.16282406
79,204G,204,G,6,4,4,2,B,5,15,F,105.16282406
79,204G,204,G,6,5,5,15,B,6,9,F,105.16282406
79,205H,205,H,6,1,1,1,F,45,0,0,141.94189333
79,205H,205,H,6,2,1,1,L,31,0,N,141.94189333
79,206K,206,K,6,1,1,3,R,2,2,F,8.1759011352
79,207C,207,C,6,1,1,14,F,2,1,L,33.326172238
79,207C,207,C,6,2,1,14,R,2,1,L,33.326172238
79,208H,208,H,6,1,1,15,R,2,1,F,1050.7861186
79,209B,209,B,6,1,1,3,F,2,3,F,8.5768181315
79,209B,209,B,6,2,2,3,F,63,0,0,8.5768181315
79,210E,210,E,6,1,1,2,F,2,1,F,257.37984985
79,211G,211,G,6,1,1,15,F,2,21,R,561.11044226
79,212B,212,B,6,1,1,14,L,63,0,0,8.5768181315
79,212B,212,B,6,2,1,14,L,63,0,0,8.5768181315
79,212B,212,B,6,3,1,14,L,31,0,N,8.5768181315
79,212B,212,B,6,4,1,14,9,59,0,0,8.5768181315
79,213F,213,F,6,1,1,1,L,2,1,F,532.12431926
79,214K,214,K,6,1,1,14,F,2,4,B,8.2931880882
79,214K,214,K,6,2,2,4,F,3,4,B,8.2931880882
79,215K,215,K,6,1,1,3,F,63,0,0,8.1759011352
79,215K,215,K,6,2,1,3,F,88,0,0,8.1759011352
79,215K,215,K,6,3,1,3,R,31,0,N,8.1759011352
79,216E,216,E,6,1,1,15,F,2,2,L,85.22661591
79,216E,216,E,6,2,1,15,R,2,2,L,85.22661591
79,216E,216,E,6,3,1,15,F,56,0,0,85.22661591
79,216E,216,E,6,4,1,15,L,3,9,F,85.22661591
79,217F,217,F,6,1,1,15,F,55,0,0,82.96423045
79,217F,217,F,6,2,1,15,T,31,0,N,82.96423045
79,218B,218,B,6,1,1,1,F,2,1,F,8.5768181315
79,220F,220,F,6,1,1,1,F,2,3,B,261.71825716
79,220F,220,F,6,2,1,1,L,3,3,R,261.71825716
79,220F,220,F,6,3,3,3,F,4,15,F,261.71825716
79,220F,220,F,6,4,1,1,F,57,0,0,261.71825716
79,221A,221,A,6,1,1,3,L,2,15,B,10.786813318
79,222J,222,J,6,1,1,25,F,2,1,L,14.824603771
79,223J,223,J,6,1,1,11,F,2,15,B,14.824603771
79,224K,224,K,6,1,1,2,F,2,1,L,8.1759011352
79,224K,224,K,6,2,2,1,T,31,0,N,8.1759011352
79,225K,225,K,6,1,1,9,R,56,0,0,8.1759011352
79,226D,226,D,6,1,1,1,T,31,0,N,63.896027634
79,226D,226,D,6,2,1,1,9,56,0,0,63.896027634
79,227A,227,A,6,1,1,3,F,2,1,L,9.5787887625
79,227A,227,A,6,2,1,3,R,2,1,L,9.5787887625
79,227A,227,A,6,3,1,3,F,3,1,F,9.5787887625
79,227A,227,A,6,4,1,3,R,4,3,F,9.5787887625
79,227A,227,A,6,5,4,3,B,5,15,F,9.5787887625
79,227A,227,A,6,6,2,1,F,45,0,0,9.5787887625
79,228C,228,C,6,1,1,5,F,56,0,0,70.2100457
79,228C,228,C,6,2,1,5,F,2,1,B,70.2100457
79,228C,228,C,6,3,2,1,F,3,11,B,70.2100457
79,228C,228,C,6,4,3,11,F,4,9,B,70.2100457
79,228C,228,C,6,5,1,5,F,5,15,B,70.2100457
79,228C,228,C,6,6,1,5,F,42,0,0,70.2100457
79,229K,229,K,6,1,1,15,F,2,2,B,11.413794241
79,229K,229,K,6,2,1,15,R,3,15,F,11.413794241
79,229K,229,K,6,3,1,15,N,32,0,N,11.413794241
79,229K,229,K,6,4,2,2,L,52,0,0,11.413794241
79,230C,230,C,6,1,1,1,F,2,2,L,52.336984448
79,231J,231,J,6,1,1,1,F,2,11,L,9.813184584
79,231J,231,J,6,2,1,1,R,2,11,L,9.813184584
79,231J,231,J,6,3,2,11,F,51,0,0,9.813184584
79,231J,231,J,6,4,2,11,F,62,0,0,9.813184584
79,232K,232,K,6,1,1,1,F,2,3,L,8.5082350499
79,232K,232,K,6,2,1,1,R,2,3,L,8.5082350499
79,232K,232,K,6,3,2,3,F,45,0,0,8.5082350499
79,233J,233,J,6,1,1,2,F,68,0,0,9.4298789947
79,234G,234,G,6,1,1,11,F,2,2,F,908.18994134
79,235F,235,F,6,1,1,1,F,42,0,0,55.558311518
79,237F,237,F,6,1,1,1,F,88,0,0,103.3245865
79,238H,238,H,6,1,1,1,F,2,1,F,312.32747667
79,239B,239,B,6,1,1,11,F,71,0,0,8.5768181315
79,239B,239,B,6,2,1,11,F,71,0,0,8.5768181315
79,239B,239,B,6,3,1,11,T,31,0,N,8.5768181315
79,240K,240,K,6,1,1,3,F,2,1,B,8.1759011352
79,240K,240,K,6,2,1,3,R,3,1,F,8.1759011352
79,240K,240,K,6,3,1,3,R,3,1,L,8.1759011352
79,240K,240,K,6,4,1,3,R,4,5,F,8.1759011352
79,240K,240,K,6,5,1,3,R,5,1,F,8.1759011352
79,241K,241,K,6,1,1,15,F,71,0,0,8.1759011352
79,242D,242,D,6,1,1,1,R,2,1,F,34.48712511
79,243B,243,B,6,1,1,4,R,52,0,0,8.5768181315
79,244E,244,E,6,1,1,13,L,2,15,F,249.74262078
79,244E,244,E,6,2,1,13,L,2,15,R,249.74262078
79,246K,246,K,6,1,1,1,F,56,0,0,3.7889311828
79,248F,248,F,6,1,1,3,B,2,2,F,49.97698542
79,249G,249,G,6,1,1,2,F,2,3,L,111.92528763
79,250H,250,H,6,1,1,2,F,2,1,L,151.06942381
79,250H,250,H,6,2,1,2,R,2,1,L,151.06942381
79,251E,251,E,6,1,1,11,L,2,1,F,201.88695143
79,252H,252,H,6,1,1,9,R,2,1,F,594.06013767
79,252H,252,H,6,2,2,1,B,56,0,0,594.06013767
79,253J,253,J,6,1,1,2,R,61,0,0,3.5326677303
79,253J,253,J,6,2,1,2,T,31,0,N,3.5326677303
79,254K,254,K,6,1,1,3,R,2,1,F,8.1759011352
79,254K,254,K,6,2,2,1,T,31,0,N,8.1759011352
79,255F,255,F,6,1,1,15,R,63,0,0,286.54482251
79,255F,255,F,6,2,1,15,F,52,0,0,286.54482251
79,256D,256,D,6,1,1,1,F,54,0,0,51.285093894
79,256D,256,D,6,2,1,1,F,54,0,0,51.285093894
81,"  1J",1,J,6,1,1,15,T,31,0,N,17.195155398
81,"  2H",2,H,6,1,1,1,L,2,15,R,1659.0874944
81,"  3C",3,C,6,1,1,1,F,88,0,0,23.277272919
81,"  3C",3,C,6,2,1,1,T,31,0,N,23.277272919
81,"  3C",3,C,6,3,1,1,R,68,0,0,23.277272919
81,"  3C",3,C,6,4,1,1,B,59,0,0,23.277272919
81,"  3C",3,C,6,5,1,1,B,59,0,0,23.277272919
81,"  3C",3,C,6,6,1,1,B,59,0,0,23.277272919
81,"  4F",4,F,6,1,1,1,F,2,11,F,258.53617056
81,"  5H",5,H,6,1,1,3,B,2,15,F,1079.4603362
81,"  5H",5,H,6,2,2,15,L,3,15,F,1079.4603362
81,"  6B",6,B,6,1,1,2,F,2,24,F,17.241809605
81,"  6B",6,B,6,2,1,2,B,2,24,L,17.241809605
81,"  6B",6,B,6,3,1,2,N,32,0,N,17.241809605
81,"  7D",7,D,6,1,1,15,F,2,13,L,53.998735517
81,"  7D",7,D,6,2,2,13,R,63,0,0,53.998735517
81,"  7D",7,D,6,3,2,13,R,63,0,0,53.998735517
81,"  7D",7,D,6,4,2,13,R,89,0,0,53.998735517
81,"  7D",7,D,6,5,2,13,F,51,0,0,53.998735517
81,"  8F",8,F,6,1,1,2,F,2,12,B,337.23825284
81,"  9H",9,H,6,1,1,5,R,2,24,U,1408.063394
81," 10J",10,J,6,1,1,1,F,42,0,0,17.195155398
81," 11C",11,C,6,1,1,15,L,2,5,F,28.876015516
81," 12E",12,E,6,1,1,15,L,2,1,F,445.67419302
81," 13G",13,G,6,1,1,1,L,61,0,0,805.54866734
81," 13G",13,G,6,2,1,1,B,44,0,0,805.54866734
81," 14B",14,B,6,1,1,24,N,38,0,N,17.241809605
81," 14B",14,B,6,2,1,24,R,2,3,F,17.241809605
81," 14B",14,B,6,3,1,24,R,3,2,L,17.241809605
81," 15C",15,C,6,1,1,13,F,2,1,R,105.33561139
81," 16G",16,G,6,1,1,2,F,2,3,B,2938.5273509
81," 17K",17,K,6,1,1,15,R,51,0,0,23.416458115
81," 17K",17,K,6,2,1,15,T,31,0,N,23.416458115
81," 18B",18,B,6,1,1,2,F,43,0,0,17.241809605
81," 18B",18,B,6,2,1,2,R,42,0,0,17.241809605
81," 18B",18,B,6,3,1,2,F,42,0,0,17.241809605
81," 19F",19,F,6,1,1,4,F,52,0,0,162.04293593
81," 20G",20,G,6,1,1,1,L,54,0,0,407.00093514
81," 21H",21,H,6,1,1,1,F,2,3,B,676.57427477
81," 22J",22,J,6,1,1,1,F,2,15,B,17.195155398
81," 23K",23,K,6,1,1,14,F,2,3,L,20.386882439
81," 24D",24,D,6,1,1,1,R,2,24,L,87.874598722
81," 24D",24,D,6,2,1,1,T,31,0,N,87.874598722
81," 25G",25,G,6,1,1,15,L,2,11,F,1378.4210582
81," 26C",26,C,6,1,1,3,L,2,13,F,26.308587758
81," 27D",27,D,6,1,1,1,F,2,1,F,42.843713009
81," 28D",28,D,6,1,1,4,R,2,3,F,42.843713009
81," 28D",28,D,6,2,1,4,R,2,3,L,42.843713009
81," 29G",29,G,6,1,1,1,R,2,11,F,672.05628341
81," 30A",30,A,6,1,1,2,F,2,3,F,17.241809605
81," 31B",31,B,6,1,1,1,R,52,0,0,17.241809605
81," 31B",31,B,6,2,1,1,F,58,0,0,17.241809605
81," 32C",32,C,6,1,2,1,F,3,3,B,51.267355818
81," 32C",32,C,6,2,1,15,F,2,1,B,51.267355818
81," 33F",33,F,6,1,1,1,F,2,24,R,569.41661051
81," 33F",33,F,6,2,2,24,L,54,0,0,569.41661051
81," 34J",34,J,6,1,1,2,R,2,1,F,8.5975776988
81," 34J",34,J,6,2,1,2,L,51,0,0,8.5975776988
81," 35C",35,C,6,1,1,15,F,2,1,L,30.080822738
81," 36D",36,D,6,1,1,1,F,2,1,L,53.496538646
81," 37F",37,F,6,1,1,15,F,2,5,B,334.10188319
81," 38K",38,K,6,1,1,3,L,2,15,F,20.386882439
81," 39K",39,K,6,1,1,1,F,52,0,0,17.226915661
81," 40C",40,C,6,1,1,1,F,50,0,0,72.215640467
