H01,H02,H02A,H02B,H03,H05,H07,H08,H09,V08,V09,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V32
26,258L,258,L,3,3,1,1.45,209.57,1,1,2,74,1,6,2,0,0,0,53,12,F,D,E,W,03,37,12,F,D,M,W,01,1H57H4B619,1,0,79,1,1,0,0,1,6,0,0,0,40,0,0,1,96,96,96,U,0,0,1,0
26,259M,259,M,3,3,1,7.27,1047.87,3,1,2,79,2,55,3,0,0,0,37,3,R,P,E,N,02,32,3,R,F,E,N,02,9X92T14332,1,0,42,1,6,2,0,3,6,0,0,0,27,0,0,1,96,96,96,U,0,0,0,1
26,260N,260,N,3,3,1,36.33,5239.37,1,1,1,73,2,3,2,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
26,260N,260,N,3,3,2,36.33,5239.37,1,1,1,79,7,57,2,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
26,261L,261,L,3,3,1,1.68,242.28,1,1,2,72,8,97,2,0,0,0,46,0,L,D,A,O,03,37,12,F,L,L,N,01,3122087744,1,0,75,2,1,0,0,2,6,1,0,0,22,0,0,1,96,96,96,U,0,0,1,0
26,262N,262,N,3,3,1,42.00,6057.07,1,1,1,72,16,19,2,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
26,262N,262,N,3,3,2,42.00,6057.07,6,2,1,72,5,U,3,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
26,263G,263,G,3,3,1,2.75,396.13,1,1,2,79,84,0,55,1,1,0,2,12,F,D,H,W,09,,,,,,,,T17NE9V613,1,0,20,5,2,3,0,1,3,0,0,0,U,U,U,1,96,96,96,U,1,1,1,0
26,263G,263,G,3,3,2,2.75,396.13,1,2,2,77,87,0,57,2,11,0,1,U,9,9,9,9,99,46,U,9,9,9,9,99,R686ST1335,1,0,U,U,U,U,0,4,1,1,1,0,102,U,U,0,U,U,U,U,0,0,0,0
26,264M,264,M,3,3,1,13.73,1980.66,1,1,3,76,15,9,4,0,0,0,44,12,F,D,M,W,01,,,,,,,,9999999999,1,0,U,1,1,0,0,1,6,0,0,0,21,0,0,1,96,96,96,U,0,0,0,0
26,265N,265,N,3,3,1,68.67,9903.31,1,1,1,74,2,U,2,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
26,265N,265,N,3,3,2,68.67,9903.31,1,2,1,78,1,36,2,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
26,266J,266,J,3,3,1,26.34,3797.93,2,1,1,73,1,2,2,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
26,266J,266,J,3,3,2,26.34,3797.93,3,2,1,79,2,0,51,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
26,267M,267,M,3,3,1,10.53,1519.17,1,1,2,65,97,0,3,0,0,0,50,10,L,F,W,N,01,37,10,L,F,M,W,01,A122755252,1,0,94,1,1,0,0,2,6,0,0,0,U,0,0,1,96,96,96,U,0,0,0,1
26,268N,268,N,3,3,1,52.67,7595.86,2,1,1,79,21,6,2,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
26,269B,269,B,3,3,1,3.27,471.10,2,1,1,79,2,0,50,0,0,0,71,U,9,9,9,9,99,,,,,,,,9999999999,1,0,U,U,U,U,0,4,7,0,0,0,U,20,2,0,U,U,U,U,0,0,0,0
26,270H,270,H,3,3,1,3.00,432.65,1,1,2,68,2,0,50,0,0,0,34,1,F,Z,E,W,02,,,,,,,,F10AEC8545,1,0,198,1,1,0,0,1,6,0,0,0,33,0,0,1,96,96,96,U,0,0,1,0
26,271M,271,M,3,3,1,9.80,1413.32,3,1,2,77,1,54,43,0,0,0,46,U,9,9,9,9,99,50,U,9,9,9,9,99,CKL187F137,1,0,36,1,1,0,0,3,6,1,0,0,37,0,0,1,96,96,96,U,0,0,0,0
26,272L,272,L,3,3,1,2.22,320.16,1,1,2,67,12,14,3,0,0,0,44,12,F,Y,E,W,01,44,12,L,Y,E,S,01,YM43K73195,1,0,132,1,6,3,0,1,6,0,0,0,51,0,0,1,96,96,96,U,0,0,1,0
26,273M,273,M,3,3,1,11.10,1600.80,1,1,2,69,97,0,U,0,0,0,47,,,,,,,,,,,,,,9999999999,1,U,U,U,U,U,0,2,6,0,0,0,U,U,U,0,U,U,U,U,0,0,0,0
26,274I,274,I,3,3,1,10.58,1526.35,1,1,2,73,85,0,57,1,1,0,44,12,F,Z,E,W,01,,,,,,,,2594716491,1,0,151,1,1,0,0,1,6,0,1,0,110,U,U,1,96,96,96,U,0,0,0,0
26,275L,275,L,3,3,1,3.39,488.43,1,1,2,72,2,34,2,0,0,0,47,1,F,D,E,W,02,47,6,B,R,L,E,01,2 10X25110,1,0,81,1,6,1,0,1,6,0,0,0,22,0,2,1,96,96,96,U,0,0,1,0
26,276M,276,M,3,3,1,16.93,2442.15,1,1,2,77,3,37,4,0,0,0,40,12,F,D,L,W,01,44,12,R,D,M,S,01,2Y17C7T103,1,0,42,1,1,0,0,1,6,0,0,0,33,0,0,1,96,96,96,U,0,0,1,1
26,277L,277,L,3,3,1,4.19,603.80,1,1,2,77,15,20,4,0,0,0,46,0,T,Y,D,O,02,51,12,F,Z,E,W,01,KPLF100046,1,0,83,1,7,1,0,5,6,1,0,0,20,0,2,3,96,96,96,U,0,0,1,1
26,278L,278,L,3,3,1,4.19,603.80,3,1,2,80,15,21,2,0,0,0,34,12,F,Z,E,N,02,37,U,9,9,9,9,99,PS11003148,1,0,17,1,1,0,0,1,6,0,0,0,26,U,U,2,19,-19,0,174,0,0,3,0
26,279M,279,M,3,3,1,20.93,3019.02,1,1,2,77,4,23,2,0,0,0,44,U,9,9,9,9,99,,,,,,,,9999999999,1,0,U,U,U,U,0,1,6,0,0,0,36,0,0,0,U,U,U,U,0,0,0,0
26,280M,280,M,3,3,1,20.00,2884.32,2,1,2,70,2,20,3,0,0,0,2,12,F,Y,E,W,02,,,,,,,,0E64H11174,2,0,125,1,1,0,0,1,1,0,0,0,38,0,0,2,20,-20,0,490,0,0,0,0
26,280M,280,M,3,3,2,20.00,2884.32,2,1,2,80,15,10,2,0,0,0,1,12,F,Y,E,W,03,,,,,,,,PLB3105341,1,0,3,1,6,2,0,1,1,0,0,0,19,1,2,2,36,-36,0,370,0,0,2,0
26,281M,281,M,3,3,1,20.00,2884.32,1,1,2,70,1,2,2,0,0,0,2,12,F,L,E,E,09,,,,,,,,113270W258,1,0,102,1,1,0,0,1,1,0,0,0,30,0,0,2,12,-12,0,47,0,0,0,0
26,281M,281,M,3,3,2,20.00,2884.32,1,1,2,72,6,19,2,0,0,0,1,12,F,L,E,S,01,,,,,,,,3J57K2G107,1,0,111,1,1,0,0,1,1,0,0,0,35,0,2,2,10,-10,0,123,0,0,1,0
27,001N,1,N,3,3,1,120.33,8720.19,1,1,1,74,5,7,2,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
27,001N,1,N,3,3,2,120.33,8720.19,1,1,1,80,6,3,3,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
27,002L,2,L,3,3,1,4.11,297.62,3,1,2,76,25,5,43,0,0,0,33,1,R,Z,A,W,02,50,0,U,F,D,N,01,J6F93EH090,1,0,36,7,1,0,0,3,6,2,0,0,27,0,0,1,96,96,96,U,0,1,2,1
27,003M,3,M,3,3,1,20.53,1488.08,2,1,2,77,10,2,3,0,0,0,34,12,F,R,E,E,03,,,,,,,,6D69S7Q212,1,0,22,1,1,0,0,1,6,0,0,0,43,0,0,2,27,-27,0,573,0,0,1,0
27,004N,4,N,3,3,1,102.67,7440.39,3,1,1,74,2,20,3,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,
27,004N,4,N,3,3,2,102.67,7440.39,1,1,1,64,12,1,3,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
27,005I,5,I,3,3,1,9.46,685.47,2,0,3,79,2,0,54,2,1,0,46,0,R,D,A,O,01,,,,,,,,N6OBVEJ822,1,0,13,1,1,0,0,3,6,1,0,0,212,4,2,1,96,96,96,U,0,0,1,0
27,006M,6,M,3,3,1,15.13,1096.75,2,1,1,69,6,35,3,0,0,0,2,11,F,Z,E,W,02,,,,,,,,354699D103,2,0,78,1,6,2,0,1,2,0,0,0,42,0,0,5,16,-16,1,537,0,0,0,0
27,006M,6,M,3,3,2,15.13,1096.75,1,2,2,69,7,4,3,0,0,0,1,2,R,Z,E,W,03,,,,,,,,LH41B9B122,1,0,66,1,3,3,0,3,1,0,0,0,29,0,1,5,24,-5,-23,259,0,0,1,0
27,007N,7,N,3,3,1,75.67,5483.73,1,1,1,77,1,2,2,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,
27,007N,7,N,3,3,2,75.67,5483.73,1,2,1,75,1,U,6,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
27,008I,8,I,3,3,1,5.97,432.55,1,1,2,75,2,49,2,0,0,0,31,12,F,R,M,W,02,,,,,,,,5G21H23796,1,0,U,1,1,0,0,1,6,0,0,0,44,0,0,2,8,-8,0,111,0,0,0,0
27,009J,9,J,3,3,1,23.88,1730.20,2,1,1,79,1,0,50,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
27,010M,10,M,3,3,1,9.55,692.08,1,1,2,73,6,21,2,0,0,0,1,U,9,9,9,9,99,,,,,,,,3637K3M426,1,0,U,1,1,0,0,1,2,0,0,0,38,0,0,0,U,U,U,U,0,0,0,0
27,010M,10,M,3,3,2,9.55,692.08,1,2,2,73,1,42,3,0,0,0,1,7,L,Y,E,W,02,,,,,,,,1D29H31497,1,0,67,1,1,0,0,2,1,0,0,0,37,0,0,1,96,96,96,U,0,0,1,0
27,011M,11,M,3,3,1,9.55,692.08,1,1,2,69,9,41,2,0,0,0,2,12,F,Y,M,W,01,,,,,,,,9F91H56232,1,0,36,1,1,0,0,1,2,0,0,0,35,0,0,2,6,-6,0,58,0,0,0,0
27,011M,11,M,3,3,2,9.55,692.08,1,2,1,71,3,18,3,0,0,0,1,2,R,F,E,W,02,,,,,,,,2623912312,1,0,77,1,1,0,0,3,1,0,0,0,44,0,0,2,5,-2,-4,26,0,0,0,0
27,012F,12,F,3,3,1,4.92,356.31,1,1,1,67,63,0,15,0,0,0,2,,,,,,,,,,,,,,9999999999,8,5,84,0,0,0,0,1,2,0,0,0,U,0,0,1,96,96,96,U,0,0,0,0
27,012F,12,F,3,3,2,4.92,356.31,1,2,1,75,14,6,2,0,0,0,1,10,L,P,M,N,01,,,,,,,,9999999999,2,0,34,1,1,0,0,2,8,0,0,0,22,0,0,1,96,96,96,U,0,0,0,0
27,013I,13,I,3,3,1,7.38,534.46,1,1,2,65,81,0,55,2,15,0,38,0,U,Y,R,W,02,,,,,,,,559185,1,0,U,1,1,0,0,5,6,0,0,0,300,20,2,1,96,96,96,U,0,0,0,0
27,014M,14,M,3,3,1,11.80,855.13,4,1,2,79,7,62,2,0,0,0,2,1,F,D,E,W,01,,,,,,,,NL29G9B221,1,0,5,1,1,0,0,1,2,0,0,0,31,0,0,5,14,-14,-4,129,0,0,0,0
27,014M,14,M,3,3,2,11.80,855.13,2,2,4,72,3,12,2,0,0,0,1,10,L,B,E,W,02,,,,,,,,2L57R2P412,1,0,69,1,1,0,0,2,1,0,0,0,43,0,0,5,12,-2,11,156,0,0,1,0
27,015M,15,M,3,3,1,11.67,845.42,2,1,2,78,2,34,6,0,0,0,2,12,F,D,M,W,01,,,,,,,,8T12Z20403,2,0,59,1,1,0,0,1,3,0,0,0,25,0,0,2,9,-9,0,40,0,0,0,0
27,015M,15,M,3,3,2,11.67,845.42,3,2,1,75,7,97,43,0,0,0,1,6,B,D,L,U,01,,,,,,,,AI0AE5X174,1,0,37,1,1,0,0,4,1,0,0,0,40,0,0,2,6,6,0,13,0,0,0,0
27,016M,16,M,3,3,1,11.67,845.42,1,0,2,67,6,13,2,0,0,0,46,0,U,B,R,W,01,59,0,R,B,M,W,01,333077M348,2,0,75,1,1,0,0,5,6,0,0,0,34,0,0,1,96,96,96,U,0,0,0,0
27,016M,16,M,3,3,2,11.67,845.42,1,2,1,73,11,36,2,0,0,0,59,0,T,P,Y,W,03,,,,,,,,A3C037E710,1,0,71,1,7,2,0,5,6,0,0,0,29,0,0,1,96,96,96,U,0,0,1,0
27,017N,17,N,3,3,1,58.33,4227.12,1,1,1,U,U,0,U,U,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
27,018I,18,I,3,3,1,9.56,692.98,1,0,3,79,84,0,57,2,1,0,1,U,9,9,9,9,99,1,U,9,9,9,9,99,9999999999,1,0,U,U,U,U,0,2,2,0,2,0,U,0,0,0,U,U,U,U,0,0,1,0
27,019I,19,I,3,3,1,9.56,692.98,1,1,1,79,2,0,50,0,0,0,2,12,F,D,E,W,01,,,,,,,,F15GCEH522,1,0,2,1,1,0,0,1,3,0,0,0,33,0,0,2,18,-18,0,182,0,0,0,0
27,019I,19,I,3,3,2,9.56,692.98,1,2,2,69,1,2,2,0,0,0,1,6,B,D,E,W,03,,,,,,,,9999999999,2,0,109,1,1,0,0,4,1,0,0,0,32,0,0,2,19,19,0,245,0,0,0,0
27,020M,20,M,3,3,1,15.30,1108.78,3,1,1,75,2,32,3,0,0,0,2,12,F,D,E,W,01,,,,,,,,5KL2915489,1,0,67,1,1,0,0,1,2,0,0,0,30,0,0,2,15,-14,-5,23,0,0,3,0
27,020M,20,M,3,3,2,15.30,1108.78,2,2,2,74,2,4,2,0,0,0,1,9,L,Y,E,W,02,,,,,,,,4F02Y25086,1,0,73,1,4,3,0,2,1,0,0,0,28,0,0,2,14,-5,13,282,0,0,1,0
27,021N,21,N,3,3,1,76.50,5543.88,1,1,1,78,3,U,9,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
27,021N,21,N,3,3,2,76.50,5543.88,1,2,1,72,8,4,2,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,
27,022J,22,J,3,3,1,56.34,4082.54,3,1,1,72,2,0,51,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,
27,023M,23,M,3,3,1,22.53,1633.02,2,1,3,75,2,11,3,0,0,0,34,12,F,R,E,N,01,,,,,,,,5B53H21616,1,0,23,1,1,0,0,1,6,0,0,0,45,0,0,2,9,-9,0,67,0,0,1,0
27,024N,24,N,3,3,1,112.67,8165.08,1,1,1,U,U,0,U,U,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
27,025H,25,H,3,3,1,4.35,315.01,4,1,2,78,7,0,51,0,0,0,43,32,F,D,E,W,06,44,12,L,D,E,S,02,B11AB8K147,2,0,26,1,6,2,0,1,6,0,0,0,35,U,U,2,33,-33,0,682,0,1,3,0
27,026I,26,I,3,3,1,13.58,984.40,1,1,1,79,2,0,57,U,1,0,2,U,9,9,9,9,99,2,U,9,9,9,9,99,9999999999,2,0,U,U,U,U,0,1,2,0,1,0,U,U,U,0,U,U,U,U,0,0,0,0
27,026I,26,I,3,3,2,13.58,984.40,2,2,2,72,1,7,3,0,0,0,1,9,L,Y,A,W,03,1,9,L,B,E,W,01,1M39H21128,1,0,67,1,4,2,0,2,1,0,0,0,42,0,0,1,96,96,96,U,0,0,2,0
27,027M,27,M,3,3,1,21.73,1575.04,1,1,2,80,2,35,3,0,0,0,2,12,R,F,E,S,02,,,,,,,,0W82C11714,1,0,1,1,1,0,0,3,2,0,0,0,33,0,0,1,96,96,96,U,0,0,1,0
27,027M,27,M,3,3,2,21.73,1575.04,1,2,1,72,3,1,2,0,0,0,1,9,L,F,E,E,01,,,,,,,,2G37M2P106,1,0,U,1,1,0,0,2,2,0,0,0,33,0,0,1,96,96,96,U,0,0,0,0
27,028I,28,I,3,3,1,8.50,615.99,1,1,1,79,87,0,55,2,10,0,2,12,F,Z,L,W,01,,,,,,,,RD686S6485,1,0,28,1,1,0,0,1,2,0,0,0,139,360,2,1,96,96,96,U,0,0,0,0
27,028I,28,I,3,3,2,8.50,615.99,1,2,2,72,9,1,2,0,0,0,1,U,9,9,9,9,99,,,,,,,,9999999999,1,0,U,U,U,U,0,2,1,0,0,0,37,U,U,0,U,U,U,U,0,0,0,0
27,029M,29,M,3,3,1,13.60,985.58,1,1,2,72,1,2,3,0,0,0,41,1,F,R,E,E,04,,,,,,,,1X69F2W365,1,0,43,1,1,0,0,1,6,0,0,0,32,0,0,2,17,-15,-8,132,0,0,0,0
27,030M,30,M,3,3,1,13.60,985.58,2,1,2,74,1,31,6,0,0,0,40,32,F,Y,E,W,02,38,0,U,D,R,W,01,1U15B42147,1,0,43,1,1,0,0,1,6,0,0,0,26,0,0,1,96,96,96,U,0,0,2,1
27,031I,31,I,3,3,1,5.22,378.20,1,1,2,74,7,11,2,0,0,0,34,12,F,Z,E,N,02,2,11,F,L,E,E,04,LL2964B386,1,0,63,1,1,0,0,1,6,0,0,0,31,0,0,2,33,-33,0,568,0,0,0,1
27,031I,31,I,3,3,2,5.22,378.20,1,3,2,77,4,2,2,0,0,0,34,12,F,R,E,N,02,1,2,R,F,E,E,03,4N37C7H535,1,0,37,1,1,0,0,1,6,0,0,0,36,0,0,1,96,96,96,U,0,0,1,1
27,031I,31,I,3,3,3,5.22,378.20,1,3,1,78,2,0,51,0,0,0,1,2,R,P,M,W,03,34,10,L,B,A,W,02,S15RHCC278,1,0,18,1,3,3,0,3,1,0,0,0,42,4,2,1,96,96,96,U,0,0,0,1
27,033M,33,M,3,3,1,8.35,605.12,2,1,2,70,3,12,2,0,0,0,41,U,9,9,9,9,99,,,,,,,,9999999999,2,0,U,U,U,U,0,1,6,0,0,0,42,U,U,0,U,U,U,U,0,0,0,0
27,034M,34,M,3,3,1,8.35,605.12,2,1,2,80,2,57,43,0,0,0,33,12,F,R,E,W,03,,,,,,,,U15FLGA149,1,0,6,1,1,0,0,1,6,0,0,0,41,0,0,2,29,-29,0,695,0,0,2,0
27,035I,35,I,3,3,1,10.04,727.68,1,1,2,68,2,0,50,0,0,0,31,U,9,9,9,9,99,,,,,,,,9999999999,1,0,U,U,U,U,0,1,6,0,0,0,U,0,0,0,U,U,U,U,0,0,1,0
27,036M,36,M,3,3,1,16.07,1164.29,1,1,2,74,5,23,3,0,0,0,31,70,F,Y,E,W,02,U,9,L,P,M,W,02,RH41G4A220,1,0,47,1,1,0,0,1,6,0,0,0,34,0,0,2,29,-15,25,1951,0,0,1,0
27,037M,37,M,3,3,1,16.07,1164.29,1,1,1,78,2,57,43,0,0,0,2,12,F,L,E,W,02,3,6,R,B,E,U,01,U15SLAJ667,1,0,1,1,1,0,0,1,1,0,0,0,47,0,0,2,16,-16,0,106,0,0,0,0
27,037M,37,M,3,3,2,16.07,1164.29,1,1,2,77,16,19,2,0,0,0,1,1,F,Y,E,W,02,,,,,,,,RA24104966,1,0,17,1,1,0,0,1,1,0,0,0,25,0,0,2,31,-27,-15,864,0,0,1,0
27,037M,37,M,3,3,3,16.07,1164.29,1,1,1,79,2,29,2,0,0,0,1,12,L,Y,M,S,01,,,,,,,,9G87F26140,1,0,3,1,1,0,0,2,2,0,0,0,40,0,0,1,96,96,96,U,0,0,0,0
27,038I,38,I,3,3,1,11.13,806.22,1,3,1,72,2,52,3,0,0,0,3,26,B,D,E,W,02,2,12,F,Z,E,W,01,2B27F21720,1,0,74,1,1,0,0,4,1,0,0,0,37,0,0,2,8,8,0,77,0,0,0,0
27,038I,38,I,3,3,2,11.13,806.22,1,2,1,77,2,0,50,0,0,0,1,6,B,L,E,W,01,,,,,,,,F25SCZ0290,1,0,49,1,1,0,0,4,1,0,0,0,34,0,0,2,5,5,0,10,0,0,0,0
27,038I,38,I,3,3,3,11.13,806.22,2,1,2,75,3,43,4,0,0,0,1,12,F,D,E,W,01,,,,,,,,2V77A5U520,1,0,74,1,1,0,0,1,3,0,0,0,26,0,0,2,11,-11,0,39,0,0,2,0
27,039M,39,M,3,3,1,17.80,1289.95,1,1,1,U,U,0,U,U,U,0,31,,,,,,,,,,,,,,9999999999,U,U,U,U,U,U,U,U,6,0,0,0,U,U,U,0,U,U,U,U,0,0,0,0
27,040M,40,M,3,3,1,17.80,1289.95,1,1,3,78,1,33,2,0,0,0,50,12,F,D,E,U,01,,,,,,,,1M27V8U117,1,0,27,1,1,0,0,1,6,0,0,0,27,0,0,1,96,96,96,U,0,0,1,0
27,041N,41,N,3,3,1,89.00,6449.74,1,1,1,80,3,U,2,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
27,041N,41,N,3,3,2,89.00,6449.74,2,2,1,77,6,21,2,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
27,042I,42,I,3,3,1,16.19,1173.09,1,3,2,76,1,37,2,0,0,0,31,U,9,9,9,9,99,2,3,R,P,M,W,01,1D37Q61429,1,0,42,1,1,0,0,1,6,0,0,0,40,0,0,1,96,96,96,U,0,0,0,0
27,042I,42,I,3,3,2,16.19,1173.09,1,1,1,79,1,0,51,0,0,0,1,3,R,B,L,E,01,,,,,,,,CGL2597191,1,0,37,1,1,0,0,3,2,0,0,0,45,1,2,1,96,96,96,U,0,0,0,0
27,043M,43,M,3,3,1,25.90,1876.95,2,1,2,72,6,21,2,0,0,0,2,1,F,Y,E,W,03,,,,,,,,3G77H26118,1,0,61,1,1,0,0,1,1,0,0,0,35,0,0,1,96,96,96,U,0,0,2,0
27,043M,43,M,3,3,2,25.90,1876.95,3,1,2,77,1,20,2,0,0,0,1,U,9,9,9,9,99,,,,,,,,1Q87D7N505,1,0,37,1,1,0,0,1,1,0,0,0,35,0,0,0,U,U,U,U,0,0,1,0
27,044G,44,G,3,3,1,2.00,144.94,1,1,2,67,1,0,50,0,0,0,34,89,L,B,E,N,06,U,9,L,Y,L,W,01,9999999999,1,0,71,1,1,0,0,2,6,0,0,0,37,0,0,1,96,96,96,U,1,1,1,0
27,045I,45,I,3,3,1,7.75,561.63,2,1,2,73,1,0,50,0,0,0,33,1,F,R,E,E,02,32,3,R,P,M,W,01,CCX1431162,1,0,45,1,1,0,0,1,6,0,0,0,41,0,0,2,14,-12,-7,149,0,0,0,0
27,046L,46,L,3,3,1,2.48,179.72,2,1,2,72,4,34,2,0,0,0,2,U,9,9,9,9,99,36,U,9,9,9,9,99,9999999999,1,0,U,U,U,U,0,3,3,0,0,0,36,U,U,0,U,U,U,U,0,0,2,0
27,046L,46,L,3,3,2,2.48,179.72,1,2,1,71,6,41,3,0,0,0,1,86,B,Y,E,W,03,,,,,,,,386391E186,1,0,55,1,1,0,0,4,2,0,0,0,46,0,0,1,96,96,96,U,0,0,1,0
27,047M,47,M,3,3,1,12.40,898.62,1,1,2,77,5,32,3,0,0,0,34,12,F,Z,E,W,02,37,12,F,C,E,N,01,RL41G7A169,1,0,100,1,1,0,0,1,6,0,0,0,40,0,0,1,96,96,96,U,0,0,1,0
27,048I,48,I,3,3,1,14.00,1014.57,1,0,2,74,2,0,55,2,8,0,46,U,9,9,9,9,99,,,,,,,,9999999999,1,0,U,U,U,U,0,U,6,1,0,0,U,123,2,0,U,U,U,U,0,0,1,0
27,049M,49,M,3,3,1,22.40,1623.31,4,1,2,72,9,41,2,0,0,0,37,12,F,Y,E,N,02,38,0,F,R,W,N,03,2F91H52628,1,0,83,1,1,0,0,1,6,0,0,0,35,0,0,2,21,-21,0,319,0,0,2,0
27,050N,50,N,3,3,1,112.00,8116.53,1,1,1,71,7,28,2,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
27,050N,50,N,3,3,2,112.00,8116.53,1,1,1,78,4,18,2,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
27,051A,51,A,3,3,1,3.51,254.13,1,1,1,U,U,0,U,U,U,0,71,,,,,,,,,,,,,,9999999999,U,U,U,U,U,U,0,U,7,0,0,0,U,U,U,0,U,U,U,U,0,0,0,0
27,052J,52,J,3,3,1,43.84,3176.68,1,1,1,U,U,0,U,U,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
27,053M,53,M,3,3,1,17.53,1270.67,1,1,2,71,4,12,3,0,0,0,39,12,F,Y,L,W,01,39,0,U,F,Y,W,01,482391H407,1,0,56,1,1,0,0,1,6,0,0,0,46,0,0,1,96,96,96,U,0,0,0,1
27,054I,54,I,3,3,1,10.54,763.91,1,1,1,68,7,0,50,0,0,0,2,11,F,Y,E,W,02,,,,,,,,9999999999,1,0,80,1,1,0,0,1,2,0,0,0,U,0,2,1,96,96,96,U,0,0,1,0
27,054I,54,I,3,3,2,10.54,763.91,2,2,2,73,6,U,9,0,0,0,1,U,9,9,9,9,99,,,,,,,,9999999999,1,0,U,U,U,U,0,3,1,0,0,0,U,U,U,0,U,U,U,U,0,0,2,0
27,055I,55,I,3,3,1,10.54,763.91,6,1,1,77,7,0,51,0,0,0,2,12,F,R,E,E,02,,,,,,,,B36BF7X070,1,0,72,1,1,0,0,1,2,0,0,0,42,0,0,2,11,-11,0,48,0,0,0,0
27,055I,55,I,3,3,2,10.54,763.91,2,2,2,69,1,0,50,0,0,0,1,69,L,F,E,W,03,,,,,,,,9999999999,1,0,68,1,1,0,0,2,1,0,0,0,41,2,2,2,12,0,12,284,0,0,2,0
27,056M,56,M,3,3,1,16.87,1222.26,1,1,1,72,5,34,6,0,0,0,2,U,9,9,9,9,99,,,,,,,,9999999999,1,0,U,U,U,U,0,1,1,0,0,0,44,0,0,0,U,U,U,U,0,0,0,0
27,056M,56,M,3,3,2,16.87,1222.26,2,1,1,77,1,2,3,0,0,0,1,U,9,9,9,9,99,,,,,,,,9999999999,1,0,U,U,U,U,0,1,1,0,0,0,33,U,U,0,U,U,U,U,0,0,0,0
27,057H,57,H,3,3,1,3.74,271.03,1,1,1,77,1,0,50,0,0,0,31,12,F,R,E,E,01,,,,,,,,CKL2471127,1,0,47,1,1,0,0,1,6,0,0,0,45,0,0,2,10,-10,0,93,0,0,0,0
27,058J,58,J,3,3,1,46.75,3387.93,1,1,1,77,87,0,56,U,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
27,058J,58,J,3,3,2,46.75,3387.93,1,1,1,79,2,0,51,0,U,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
27,059M,59,M,3,3,1,18.70,1355.17,1,1,2,71,6,35,2,0,0,0,2,9,L,Z,M,W,02,,,,,,,,354571E193,1,0,89,1,4,2,0,2,3,0,0,0,43,0,0,1,96,96,96,U,0,0,1,0
27,059M,59,M,3,3,2,18.70,1355.17,1,2,1,76,7,28,2,0,0,0,1,6,B,D,E,W,01,,,,,,,,XS22K6R279,1,0,47,1,1,0,0,4,2,0,0,0,40,0,0,1,96,96,96,U,0,0,0,0
