PSUWGT,NATWGT,PSU,CASEID,CASENO,STRATIF,VERSION,VEHNO,MODELYR,MAKE,MODEL,BODYTYPE,VIN,TOWPAR,TRAVELSP,DRINKDRG,ALCTEST,SPLIMIT,MANEUVER,ACCTYPE,DRPRES,OCUPANTS,OCCFORMS,CURBWGT,CARGOWGT,TOWHITCH,DOCTRAJ,CONDTREE,ROLLOVER,FOVERIDE,ROVERIDE,ANGTHIS,ANGOTHER,DVBASIS,DVTOTAL,DVLONG,DVLAT,ENERGY,DVCONFID,INSPTYPE,VINLNGTH,VINJSER,VINJURED,DRIVE,VTREAT,OTVEHWGT,OTBDYTYP,VAIS
7,501.095,51,58E,58,E,1,2,85,22,10,2,2G2GJ37A1F,1,U,0,C,30,1,89,1,2,2,32,0,0,0,0,0,0,0,268,358,1,11,-9,7,212,3,1,17,0,2,1,0,31,2,1
9.1,651.4235,51,59F,59,F,1,1,74,20,473,31,CCZ144S100,1,U,0,C,30,1,11,1,3,3,38,0,0,0,0,0,0,0,270,270,4,U,U,U,U,0,1,13,0,2,8,4,998,98,1
2.44,174.6674,51,60D,60,D,1,1,79,20,473,31,CCD149S100,1,U,1,D,55,1,14,1,2,2,38,4,0,1,4,1,0,0,998,998,5,U,U,U,U,0,1,13,0,2,8,4,998,98,1
41,2934.985,51,61H,61,H,1,1,79,12,474,21,E14BHFE300,1,U,0,C,30,9,88,1,3,3,40,0,0,1,0,0,0,0,92,10,6,U,U,U,U,0,2,11,0,0,8,0,36,4,0
41,2934.985,51,61H,61,H,1,2,80,12,6,4,F0U63C1200,0,U,0,C,30,9,89,1,6,0,36,U,0,1,0,0,0,0,10,92,6,U,U,U,U,0,0,12,N,N,1,N,N,N,N
1,71.585,51,62A,62,A,1,1,87,41,35,4,JM1BF2221H,1,U,0,C,55,1,7,1,4,4,21,0,0,1,0,4,0,0,997,997,5,U,U,U,U,0,1,17,2,3,2,1,998,98,3
1,71.585,51,63B,63,B,1,1,74,23,473,31,TCY244F700,1,U,1,14,55,8,69,1,1,1,41,2,0,1,0,4,0,0,266,17,5,U,U,U,U,0,2,13,0,1,8,4,36,4,1
1,71.585,51,63B,63,B,1,2,82,20,2,4,2G1AL69J9C,1,U,0,D,55,1,68,1,6,6,36,1,0,1,0,0,0,0,17,266,5,U,U,U,U,0,1,17,5,6,1,1,41,31,4
1,71.585,51,63B,63,B,1,3,87,7,34,4,JB3BA46KXH,0,U,0,C,55,1,98,1,1,0,21,0,0,0,0,0,0,0,998,998,5,U,U,U,U,0,2,17,N,N,2,N,998,98,N
2,143.17,51,64C,64,C,1,1,88,9,11,4,1P3BP46K3J,1,U,0,C,30,1,82,1,4,4,24,0,0,0,0,0,0,0,270,0,1,18,-12,14,296,1,1,17,1,4,2,3,25,4,3
2,143.17,51,64C,64,C,1,2,86,21,18,4,1G3NT69L3G,1,U,0,C,30,1,83,1,2,2,25,0,0,0,0,0,0,0,0,270,1,20,-15,-13,772,1,1,17,0,2,2,4,24,4,1
2.44,174.6674,51,65D,65,D,1,1,74,12,473,31,F10YUT0200,1,U,0,C,55,1,87,1,1,1,32,0,0,1,0,0,0,0,90,0,1,20,-15,-13,1167,4,1,11,1,1,8,4,21,5,3
2.44,174.6674,51,65D,65,D,1,2,80,35,33,5,WH1B310000,1,U,0,C,55,1,86,1,1,1,21,0,0,0,0,0,0,0,0,90,1,30,-19,23,784,4,1,13,0,1,1,3,32,31,2
2,143.17,51,66C,66,C,1,1,87,23,470,14,1GKCS18R3H,1,U,2,D,35,1,7,1,4,4,29,0,0,0,0,4,0,0,997,997,5,U,U,U,U,0,1,17,0,3,8,3,998,98,2
7,501.095,51,67E,67,E,1,1,87,20,473,31,1GCER14K4H,0,U,0,C,55,8,88,1,1,0,36,3,0,1,0,0,0,0,355,270,6,U,U,U,U,0,2,17,N,N,8,N,35,4,N
7,501.095,51,67E,67,E,1,2,85,20,2,4,1G1BN69Z2F,1,U,0,C,55,1,89,1,2,2,35,0,0,1,0,0,0,0,270,355,6,U,U,U,U,0,1,17,0,1,1,4,36,31,1
9.1,651.4235,51,68F,68,F,1,1,80,22,15,5,2Z685A6100,1,U,0,C,30,1,82,1,1,1,26,0,0,0,0,0,0,0,40,160,4,U,U,U,U,0,1,13,0,0,2,0,N,70,0
9.1,651.4235,51,68F,68,F,1,2,77,37,705,70,CB550F2100,1,U,0,C,30,1,83,,,,,,,,,,,,,,,,,,,,,13,N,N,8,N,N,N,N
26,1861.21,51,69G,69,G,1,1,85,20,17,4,1G1AW19X4F,0,U,0,C,35,1,87,1,3,0,28,0,0,1,0,0,0,0,90,2,2,7,-2,-7,43,1,2,17,N,N,2,N,29,3,N
26,1861.21,51,69G,69,G,1,2,85,35,34,3,JN1HZ14S9F,1,U,0,C,35,9,86,1,1,1,29,0,0,1,0,0,0,0,2,90,2,8,-7,3,136,1,1,17,0,1,1,0,28,4,1
7,501.095,51,70E,70,E,1,1,84,12,6,4,2FABP43F8E,1,U,0,C,50,1,2,1,1,1,37,0,0,0,2,0,0,0,998,998,5,U,U,U,U,0,1,17,0,1,1,4,998,98,1
2,143.17,51,71C,71,C,1,1,77,20,8,2,1X27U7K100,1,U,0,C,35,3,69,1,3,3,34,0,0,1,0,0,0,0,0,110,1,15,-14,5,474,4,1,13,0,3,1,4,24,2,1
2,143.17,51,71C,71,C,1,2,84,12,15,2,1FABP18R2E,1,U,0,C,40,1,68,1,2,2,24,0,0,0,0,0,0,0,110,0,1,23,-15,-17,372,4,1,17,0,2,2,3,34,2,2
2.44,174.6674,51,72D,72,D,1,1,82,20,9,3,1G1AS87H7C,1,57,0,C,45,1,98,1,2,2,30,0,0,1,0,2,0,0,997,997,5,U,U,U,U,0,1,17,0,2,1,4,998,98,1
2.44,174.6674,51,73D,73,D,1,1,85,13,5,4,1MRBP97F1F,1,U,0,C,55,8,73,1,2,2,38,0,0,1,0,0,0,0,84,16,1,16,-14,-8,390,1,1,17,0,2,1,4,35,2,1
2.44,174.6674,51,73D,73,D,1,2,76,20,9,2,1Q87D6N500,1,U,0,C,55,1,72,1,1,1,35,0,0,1,0,0,0,0,16,84,1,17,9,15,514,1,1,13,0,1,1,4,38,4,2
9.1,651.4235,51,74F,74,F,1,1,81,35,34,3,JN1HZ06S6B,1,U,0,C,45,1,89,1,1,1,29,2,0,0,1,0,0,0,998,998,5,U,U,U,U,0,1,17,0,1,1,4,998,98,1
9.1,651.4235,51,74F,74,F,1,2,79,12,4,2,8J87H17500,1,U,0,C,30,1,88,1,4,4,40,0,0,0,0,0,0,0,180,90,1,10,-8,-6,472,4,1,11,0,4,1,0,29,3,7
7,501.095,51,75E,75,E,1,1,85,7,473,31,1B7GD14T0F,1,U,0,C,40,3,89,1,1,1,35,U,1,0,0,0,0,0,90,180,4,U,U,U,U,0,2,17,0,1,8,3,N,65,1
7,501.095,51,75E,75,E,1,2,82,86,883,65,1M2N179Y5C,1,U,0,C,55,U,88,,,,,,,,,,,,,,,,,,,,,17,N,N,8,N,N,N,N
26,1861.21,51,76G,76,G,1,1,85,9,8,3,1P3BM44C6F,1,U,0,0,35,1,89,1,2,2,22,0,0,0,0,0,0,0,0,90,6,U,U,U,U,0,2,17,0,1,2,0,29,4,1
26,1861.21,51,76G,76,G,1,2,87,20,17,4,1G1AW51R3H,0,U,0,0,40,U,88,1,2,0,29,0,0,0,0,0,0,0,90,0,6,U,U,U,U,0,0,17,N,N,2,N,N,N,N
41,2934.985,51,77H,77,H,1,1,76,12,8,4,6K92L20100,1,U,0,C,30,1,87,1,1,1,32,0,0,0,0,0,0,0,200,240,1,16,-14,-8,126,4,1,11,0,1,1,6,43,2,1
41,2934.985,51,77H,77,H,1,2,74,14,4,2,9H93F73800,1,U,0,C,30,7,86,1,4,4,43,0,0,0,0,0,0,0,200,240,1,11,-6,10,499,4,1,11,0,0,1,0,32,4,0
2.44,174.6674,51,78D,78,D,1,1,77,20,471,14,CHR189F100,1,U,1,C,30,1,88,1,2,2,40,U,0,1,0,2,0,0,90,0,4,U,U,U,U,0,0,13,0,1,8,4,N,N,1
2.44,174.6674,51,78D,78,D,1,2,76,21,1,2,3J57R6R100,1,U,1,C,30,7,89,1,2,2,38,0,0,0,0,0,0,0,0,90,6,U,U,U,U,0,1,13,1,2,1,3,40,14,3
1,71.585,51,79B,79,B,1,1,81,12,473,31,1FTDF15G7B,1,U,1,D,30,3,88,1,4,4,40,5,0,1,0,2,0,0,270,180,6,U,U,U,U,0,0,17,1,4,8,1,N,N,1
1,71.585,51,79B,79,B,1,2,81,22,2,4,2G2AN69S6B,1,U,0,C,30,1,89,1,6,6,31,0,0,1,0,0,0,0,180,270,6,U,U,U,U,0,1,17,1,6,1,3,40,31,3
2.44,174.6674,51,80D,80,D,1,1,75,20,10,2,1H57U5R500,1,U,1,24,50,U,24,1,2,2,40,0,0,1,0,0,4,0,180,180,6,U,U,U,U,0,1,13,0,2,1,0,40,30,7
2.44,174.6674,51,80D,80,D,1,2,83,7,473,30,JB7FP2453D,1,U,0,C,50,U,25,1,2,2,40,U,0,0,0,0,0,U,180,180,6,U,U,U,U,0,0,17,0,2,8,4,N,N,1
1,71.585,51,81A,81,A,1,1,87,12,13,3,2FAPP2191H,1,U,0,C,40,1,89,1,1,1,21,0,0,1,0,0,0,0,270,0,1,15,0,15,126,4,1,17,1,1,2,1,48,4,7
1,71.585,51,81A,81,A,1,2,78,13,1,4,F8Y82A9100,1,U,0,C,40,9,88,1,1,1,48,0,0,1,0,0,0,0,0,270,1,7,-7,0,137,4,1,13,0,0,1,0,21,3,0
2.44,174.6674,51,82D,82,D,1,1,80,85,U,65,9999999999,0,0,0,C,55,1,21,,,,,,,,,,,,,,,,,,,,,U,N,N,8,N,N,N,N
2.44,174.6674,51,82D,82,D,1,2,83,22,2,4,2G2AR69H7D,1,U,0,C,55,U,20,1,1,1,33,0,0,0,0,0,7,0,270,270,4,U,U,U,U,0,1,17,1,1,1,3,N,65,3
26,1861.21,51,83G,83,G,1,1,84,22,10,2,1G2AJ37AXE,0,U,0,C,30,1,45,1,1,0,32,U,0,0,0,0,0,0,70,90,5,U,U,U,U,0,0,17,N,N,1,N,N,N,N
26,1861.21,51,83G,83,G,1,2,84,37,32,4,9999999999,1,U,0,C,30,1,47,1,4,4,22,0,0,0,0,0,0,0,90,70,5,U,U,U,U,0,0,U,0,0,2,0,N,N,0
2,143.17,51,84C,84,C,1,1,79,34,37,4,5786526,1,U,1,24,55,1,64,1,1,1,38,0,0,0,0,2,0,0,270,90,5,U,U,U,U,0,1,7,0,0,1,0,26,2,0
2,143.17,51,84C,84,C,1,2,88,6,16,2,1C3CJ41K2J,1,U,0,C,55,7,65,1,4,4,26,0,0,0,0,0,0,0,90,270,5,U,U,U,U,0,1,17,0,4,2,4,38,4,2
7,501.095,51,85E,85,E,1,1,85,20,477,30,9999999999,1,U,1,D,30,1,14,1,1,1,48,0,0,1,0,0,0,0,998,998,6,U,U,U,U,0,0,U,0,1,8,3,N,N,1
41,2934.985,51,86H,86,H,1,1,81,49,39,3,JT2KP61G4B,1,U,0,C,35,1,68,1,1,1,17,0,0,1,0,0,0,0,90,350,6,U,U,U,U,0,1,17,0,1,1,5,26,2,1
41,2934.985,51,86H,86,H,1,2,80,12,3,2,ORO2B13900,1,U,0,C,35,1,69,1,1,1,26,0,0,0,0,0,0,0,350,90,6,U,U,U,U,0,0,11,0,0,1,0,N,N,0
114,8160.69,51,87G,87,G,1,1,88,35,477,30,1N6ND16S5J,1,U,0,C,40,9,86,1,1,1,44,1,0,0,0,0,0,0,350,260,6,U,U,U,U,0,2,17,0,0,8,0,21,2,0
114,8160.69,51,87G,87,G,1,2,88,35,43,2,1N4PB22S1J,0,U,0,C,40,U,87,1,1,0,21,U,0,0,0,0,0,0,260,350,6,U,U,U,U,0,0,17,N,N,2,N,N,N,N
24,1718.04,51,88E,88,E,1,1,84,7,11,4,1B3BD26C5E,1,U,0,C,55,U,1,1,1,1,24,U,0,1,4,0,0,0,998,998,6,U,U,U,U,0,0,17,0,1,2,4,N,N,1
1,71.585,51,89B,89,B,1,1,82,21,17,4,1G3AJ19E1C,1,57,1,21,55,6,2,1,4,4,28,0,0,1,0,4,0,0,997,997,5,U,U,U,U,0,1,17,2,4,2,1,998,98,5
2.66,190.4161,51,90C,90,C,1,1,87,7,471,30,JB7FL29E6H,1,U,0,C,55,1,86,1,3,3,48,0,0,0,0,0,0,0,180,270,5,U,U,U,U,0,1,17,2,3,8,4,60,31,3
2.66,190.4161,51,90C,90,C,1,2,78,12,473,31,F15BUBG400,1,U,0,C,30,U,87,1,1,1,60,U,0,0,0,1,0,0,270,180,5,U,U,U,U,0,0,11,0,0,8,0,N,N,0
3,214.755,51,91A,91,A,1,1,84,20,470,14,1G8CT18B1E,1,U,0,C,30,U,66,1,1,1,30,0,0,0,0,0,0,0,315,0,4,U,U,U,U,0,1,17,1,1,8,1,N,88,5
3,214.755,51,91A,91,A,1,2,75,89,998,88,9999999999,0,U,0,C,30,3,66,,,,,,,,,,,,,,,,,,,,,U,N,N,8,N,N,N,N
5.5,147.95,71,1D,1,D,1,1,83,14,13,3,1MEBP5543D,1,U,0,C,25,1,82,1,1,1,20,0,0,1,0,0,0,0,68,180,1,10,-2,10,27,1,1,17,0,1,2,4,26,4,1
5.5,147.95,71,1D,1,D,1,2,86,37,32,4,1HGBA5436G,1,U,0,C,35,3,83,1,1,1,26,1,0,1,0,0,0,0,180,68,1,8,-8,-1,207,1,1,17,0,0,2,0,20,3,0
14.3,384.67,71,2E,2,E,1,1,87,20,470,14,1GNCT18RXH,1,U,1,D,25,1,1,1,1,1,32,0,0,0,1,0,0,0,998,998,1,9,-9,0,99,1,1,17,0,1,8,4,998,98,1
1.5,40.35,71,3B,3,B,1,1,82,1,10,2,1ACCK3653C,1,U,1,24,50,1,50,1,1,1,32,0,0,1,0,0,0,0,259,90,6,U,U,U,U,0,1,17,0,1,U,4,33,31,1
1.5,40.35,71,3B,3,B,1,2,69,12,473,31,F25ALE7200,1,U,1,6,50,1,51,1,3,3,33,0,0,1,0,0,0,0,90,259,6,U,U,U,U,0,1,11,1,3,8,1,32,2,4
1.5,40.35,71,4B,4,B,1,1,83,22,17,4,2G2AG19R9D,1,U,1,26,35,1,50,1,1,1,29,0,0,0,0,0,4,0,175,0,1,19,-19,0,454,1,1,17,0,1,2,4,30,14,1
1.5,40.35,71,4B,4,B,1,2,85,2,405,14,1JCUX7722F,1,U,7,C,35,1,51,1,3,3,30,0,0,0,0,0,1,0,0,175,1,15,-15,0,180,1,1,17,0,3,8,4,29,4,1
3.5,94.15,71,5C,5,C,1,1,87,20,4,3,1G1YY2185H,1,U,0,C,55,8,7,1,2,2,32,1,0,0,1,0,0,0,998,998,1,5,0,-5,38,4,1,17,0,2,1,4,998,98,1
5.5,147.95,71,6D,6,D,1,1,82,49,33,3,JT2RA64L5C,1,U,1,D,35,1,6,1,1,1,25,0,0,0,1,0,0,0,998,998,1,10,-10,0,94,4,2,17,0,1,1,3,998,98,2
17.8,478.82,71,7F,7,F,1,1,86,20,17,4,2G1AW19R2G,1,U,7,C,40,1,68,1,1,1,27,0,0,0,0,0,0,0,235,90,1,18,-14,-12,622,1,1,17,0,1,2,0,20,3,1
17.8,478.82,71,7F,7,F,1,2,78,30,36,3,1783159900,1,U,7,C,40,2,69,1,2,2,20,0,0,1,0,0,0,0,90,235,1,21,-21,4,321,1,1,10,0,2,2,4,27,4,1
14.3,384.67,71,8E,8,E,1,1,85,18,7,4,1G4AH19R8F,1,U,7,C,55,1,45,1,2,2,28,0,0,0,0,U,0,0,997,997,5,U,U,U,U,0,1,17,0,2,2,4,998,98,1
14.3,384.67,71,8E,8,E,1,2,87,84,898,65,9999999999,0,U,7,C,55,1,44,,,,,,,,,,,,,,,,,,,,,U,N,N,8,N,N,N,N
51,1371.9,71,9G,9,G,1,1,84,30,36,5,1VWEG0174E,1,U,0,C,55,8,2,1,1,1,19,0,0,0,0,0,0,0,144,87,1,13,10,8,75,1,1,17,0,0,2,0,25,2,0
51,1371.9,71,9G,9,G,1,2,86,18,18,2,1G4NJ27U7G,0,0,0,C,55,1,98,1,1,0,25,0,0,1,0,0,0,0,87,144,1,10,-2,-10,337,1,1,17,N,N,2,N,19,5,N
75,2017.5,71,10H,10,H,1,1,73,12,6,4,3G67S14200,1,U,0,C,25,1,7,1,1,1,43,0,0,0,1,0,0,0,998,998,6,U,U,U,U,0,2,11,0,0,1,0,998,98,0
3.5,94.15,71,11C,11,C,1,1,79,22,12,2,2E27V97500,1,U,0,C,25,2,69,1,1,1,27,0,0,1,0,0,0,0,270,20,1,11,-11,2,248,1,1,13,0,0,1,0,26,4,0
3.5,94.15,71,11C,11,C,1,2,86,22,18,4,1G2NE69U5G,1,U,0,C,25,1,68,1,2,2,26,0,0,0,0,0,0,0,20,270,1,12,-4,-11,87,1,1,17,0,2,2,4,27,2,2
3.5,94.15,71,12C,12,C,1,1,87,12,881,62,1FDYK82A6H,0,U,0,C,55,1,25,,,,,,,,,,,,,,,,,,,,,17,N,N,8,N,N,N,N
3.5,94.15,71,12C,12,C,1,2,86,7,474,21,2B4HB21T6G,1,U,0,C,55,3,24,1,1,1,41,0,0,0,0,0,7,0,121,121,4,U,U,U,U,0,1,17,0,1,8,4,N,62,1
3.5,94.15,71,13C,13,C,1,1,87,22,17,4,1G2AG51R3H,1,U,1,D,35,1,86,1,1,1,28,0,0,0,0,0,0,0,180,270,1,16,-14,8,342,1,1,17,0,1,2,4,42,31,1
3.5,94.15,71,13C,13,C,1,2,76,23,473,31,TKL146J500,1,U,1,C,35,1,87,1,1,1,42,0,0,0,0,0,0,0,270,180,1,11,-5,-9,218,1,1,12,0,0,8,0,28,4,0
5.5,147.95,71,14D,14,D,1,1,77,21,1,2,3J57C7M200,1,U,0,C,55,7,3,1,2,2,37,0,0,1,0,0,0,0,281,91,6,U,U,U,U,0,1,13,0,1,1,6,42,6,1
5.5,147.95,71,14D,14,D,1,2,76,23,471,14,TKU186F500,1,U,0,C,55,2,98,1,4,4,43,1,0,1,0,0,0,0,258,72,6,U,U,U,U,0,1,13,0,2,8,4,42,6,1
5.5,147.95,71,14D,14,D,1,3,78,20,2,6,1N35U8J300,1,U,1,10,55,1,98,1,1,1,42,1,0,0,0,0,0,0,90,281,6,U,U,U,U,0,1,13,0,1,1,4,37,2,1
17.8,478.82,71,15F,15,F,1,1,71,22,8,2,213271W300,1,U,0,C,45,3,88,1,1,1,30,0,0,0,0,0,0,0,270,180,1,17,-17,0,294,1,1,13,0,1,1,4,32,2,1
17.8,478.82,71,15F,15,F,1,2,83,21,1,2,1G3AR47A4D,1,0,0,C,35,1,89,1,1,1,32,0,0,0,0,0,0,0,180,270,1,16,0,16,281,1,1,17,0,1,1,4,30,2,2
5.5,147.95,71,16D,16,D,1,1,82,35,42,5,SN1HT13S0C,1,U,0,C,40,8,7,1,1,1,22,0,0,1,1,0,0,0,998,998,1,13,-7,-12,153,1,1,17,0,1,2,4,998,98,1
14.3,384.67,71,17E,17,E,1,1,86,20,9,3,1G1FP87S5G,1,U,0,C,25,6,7,1,2,2,30,2,0,1,1,0,0,0,998,998,6,U,U,U,U,0,2,17,0,2,1,4,998,98,1
51,1371.9,71,18G,18,G,1,1,86,12,15,4,2FABP23X0G,1,U,0,C,55,3,2,1,3,3,24,0,0,0,0,0,0,0,998,998,1,11,11,0,107,1,1,17,0,0,2,0,998,98,0
75,2017.5,71,19H,19,H,1,1,78,22,15,2,2Y27U8T100,1,U,0,C,30,7,2,1,1,1,33,0,0,0,1,0,0,0,998,998,5,U,U,U,U,0,1,13,0,0,1,0,998,98,0
3.5,94.15,71,20C,20,C,1,1,87,14,15,2,1MEBM31X6H,1,U,0,C,40,1,98,1,2,2,25,1,0,1,0,0,0,0,998,998,5,U,U,U,U,0,1,17,0,2,U,4,998,98,1
3.5,94.15,71,20C,20,C,1,2,86,21,17,2,1G3AJ273XG,0,U,0,C,40,0,98,1,1,0,32,U,1,0,0,0,0,0,997,997,5,U,U,U,U,0,1,17,N,N,2,N,998,98,N
5.5,147.95,71,21D,21,D,1,1,75,20,2,2,1L47H5J200,0,U,0,C,30,4,69,1,1,0,43,0,0,0,0,0,0,0,143,244,1,9,-9,2,141,1,1,13,N,N,1,N,26,1,N
5.5,147.95,71,21D,21,D,1,2,83,7,12,1,1B3BV55C6D,1,U,0,C,30,1,68,1,5,5,26,0,0,0,0,0,0,0,244,143,1,12,-2,-12,154,1,1,17,0,1,2,4,43,2,1
17.8,478.82,71,22F,22,F,1,1,77,20,1,6,1C35L72400,1,U,1,C,55,3,1,1,3,3,43,1,0,1,1,0,0,0,998,998,5,U,U,U,U,0,1,13,0,3,1,4,998,98,1
75,2017.5,71,23H,23,H,1,1,82,12,3,3,1FABP16B9C,1,U,0,C,45,2,2,1,1,1,27,0,0,1,2,0,0,0,998,998,5,U,U,U,U,0,1,17,0,0,1,0,998,98,0
51,1371.9,71,24G,24,G,1,1,78,21,1,2,3R47F8M500,0,U,0,C,45,3,20,1,1,0,33,0,0,1,0,0,0,0,230,230,3,16,-16,0,294,4,0,13,N,N,1,N,N,N,N
51,1371.9,71,24G,24,G,1,2,84,18,7,4,1G4AL19R9E,1,U,0,C,45,1,23,1,2,2,28,0,0,1,0,0,0,0,230,230,3,19,19,0,377,2,1,17,0,2,2,0,33,2,1
3.5,94.15,71,25C,25,C,1,1,84,18,7,4,1G4AL19R5E,1,U,0,C,45,3,83,1,2,2,27,0,0,0,0,0,0,0,276,175,1,15,-15,0,360,1,1,17,0,2,2,3,38,4,1
3.5,94.15,71,25C,25,C,1,2,86,14,6,4,2MEBP95F4G,1,U,0,C,0,1,82,1,2,2,38,0,0,0,0,0,0,0,175,276,1,11,0,11,103,1,1,17,0,2,1,4,27,4,1
14.3,384.67,71,26E,26,E,1,1,84,9,8,5,1P3BM48C2E,1,U,7,C,35,10,98,1,1,1,22,0,0,1,0,0,0,0,998,998,5,U,U,U,U,0,1,17,0,1,2,3,998,98,2
14.3,384.67,71,26E,26,E,1,2,75,9,3,4,RH41G58200,1,0,7,C,35,1,98,1,1,1,38,2,0,1,0,0,0,0,180,70,6,U,U,U,U,0,1,13,0,1,1,0,22,5,1
5.5,147.95,71,27D,27,D,1,1,79,20,2,6,1N35L95300,0,U,7,C,50,1,20,1,1,0,42,1,0,0,0,0,1,0,180,180,1,10,-10,0,146,1,2,13,N,N,1,N,27,3,N
5.5,147.95,71,27D,27,D,1,2,79,47,31,3,9079101300,1,0,7,C,50,1,22,1,2,2,27,2,0,0,0,0,0,4,180,180,1,14,14,0,238,1,1,11,0,2,2,4,42,6,2
1,26.9,71,28A,28,A,1,1,84,20,13,5,1G1AB68C7E,1,U,1,20,25,1,6,1,1,1,22,0,0,1,1,0,0,0,998,998,1,26,-26,0,528,1,1,17,1,1,1,1,998,98,4
2.35,63.215,71,29C,29,C,1,1,87,18,7,4,1G4AL51R7H,1,U,0,C,35,1,88,1,1,1,27,0,0,1,0,0,0,0,266,179,6,U,U,U,U,0,1,17,0,1,2,4,27,4,1
2.35,63.215,71,29C,29,C,1,2,84,12,4,2,1FABP463XE,1,U,0,C,35,1,89,1,1,1,31,0,0,1,0,0,0,0,182,267,5,U,U,U,U,0,1,17,0,1,1,0,27,4,1
2.35,63.215,71,29C,29,C,1,3,87,21,17,4,2G3AJ51R6H,1,U,0,C,35,1,98,1,1,1,27,0,0,1,0,0,0,0,179,266,6,U,U,U,U,0,1,17,0,1,2,0,27,4,1
34,914.6,71,30G,30,G,1,1,86,12,477,30,1FTCR11T9G,1,U,0,C,50,3,2,1,2,2,29,0,0,0,0,3,0,0,997,997,5,U,U,U,U,0,1,17,0,0,8,0,998,98,0
2.35,63.215,71,32C,32,C,1,1,86,22,17,4,1G2AF19X8G,1,U,0,C,35,2,20,1,2,2,28,0,0,0,0,0,4,0,180,180,6,U,U,U,U,0,1,17,0,1,2,3,46,2,2
2.35,63.215,71,32C,32,C,1,2,76,6,10,2,CL23M6C100,1,U,0,C,35,1,22,1,1,1,46,0,0,0,0,0,0,U,180,180,6,U,U,U,U,0,0,13,0,1,1,0,N,N,1
9.5,255.55,71,33E,33,E,1,1,85,20,17,4,1G1AW19WXF,1,U,0,C,40,4,20,1,2,2,28,0,0,0,0,0,4,0,270,270,1,18,-18,0,239,1,1,17,0,2,2,4,42,6,1
9.5,255.55,71,33E,33,E,1,2,77,21,1,6,3H35R7D200,0,0,0,C,40,1,22,1,1,0,42,2,0,0,0,0,0,1,270,270,1,13,13,0,394,1,1,13,N,N,1,N,28,4,N
3.64,97.916,71,34D,34,D,1,1,85,12,13,5,1FABP1448F,1,U,0,C,45,2,68,1,3,3,21,0,0,0,0,0,4,0,230,90,1,19,-18,-6,125,2,1,17,0,1,2,0,43,2,1
3.64,97.916,71,34D,34,D,1,2,73,20,2,2,1L47H3J200,1,U,0,C,40,3,69,1,1,1,43,1,0,0,0,0,1,0,90,230,1,10,-9,3,310,1,1,13,0,1,1,4,21,5,1
2.35,63.215,71,35C,35,C,1,1,84,22,9,3,1G2AW87G9E,1,U,1,D,50,8,15,1,4,4,30,0,0,1,0,4,0,0,997,997,5,U,U,U,U,0,1,17,0,4,1,3,998,98,2
50,1345,71,36H,36,H,1,1,83,20,15,4,1G1AX68R0D,0,U,0,C,35,1,82,1,1,0,24,0,0,1,0,0,0,0,184,281,5,U,U,U,U,0,1,17,N,N,2,N,21,6,N
50,1345,71,36H,36,H,1,2,83,14,13,6,1MEBP6027D,1,U,0,C,30,6,83,1,1,1,21,0,0,1,0,0,0,0,281,184,5,U,U,U,U,0,1,17,0,0,2,0,24,4,0
1,26.9,71,37B,37,B,1,1,74,18,7,4,4D29H4H100,1,U,7,C,45,1,22,1,4,4,41,0,0,0,0,0,0,4,90,90,4,U,U,U,U,0,1,13,3,4,1,1,N,61,5
1,26.9,71,37B,37,B,1,2,67,12,881,61,F7DDUA8400,1,U,0,C,45,3,20,,,,,,,,,,,,,,,,,,,,,11,N,N,8,N,N,N,N
1,26.9,71,37B,37,B,1,3,83,23,476,33,1G5GK26J9D,1,U,0,C,45,3,98,1,3,3,51,U,0,1,0,0,0,0,277,357,1,18,-18,3,369,1,1,17,1,3,8,4,41,4,3
3.64,97.916,71,38D,38,D,1,1,78,30,36,3,1783342900,1,U,0,C,55,U,2,1,1,1,18,0,0,1,0,4,0,0,997,997,5,U,U,U,U,0,1,10,1,1,2,3,998,98,5
2.35,63.215,71,39C,39,C,1,1,84,12,13,3,1FABP014XE,1,U,7,C,40,3,28,1,1,1,22,0,0,0,0,0,4,0,90,90,1,15,-15,0,126,4,1,17,0,0,2,0,31,14,0
2.35,63.215,71,39C,39,C,1,2,86,38,470,14,JAACH15LXG,1,U,7,C,40,1,29,1,1,1,31,0,0,0,0,0,0,1,90,90,1,10,10,0,161,4,1,17,0,1,8,4,22,3,1
2.35,63.215,71,39C,39,C,1,3,77,12,5,2,7H30F10400,0,U,7,C,40,1,98,1,1,0,39,0,0,0,0,0,0,0,90,90,1,11,11,0,322,2,1,11,N,N,1,N,31,14,N
3.64,97.916,71,40D,40,D,1,1,81,20,13,5,1G1AB6899B,1,U,1,16,25,1,6,1,1,1,20,0,0,0,1,0,0,0,998,998,1,37,-37,0,1049,1,1,17,0,1,1,4,998,98,1
9.5,255.55,71,41E,41,E,1,1,85,22,17,4,2G2AH19W5F,1,U,0,C,45,3,69,1,1,1,28,0,0,0,0,0,0,0,90,188,1,10,-10,2,114,1,1,17,0,1,2,4,35,21,1
9.5,255.55,71,41E,41,E,1,2,77,7,474,21,B21BE7K100,0,U,0,C,45,1,68,1,1,0,35,4,0,0,0,0,0,0,188,90,1,7,-1,-7,68,1,1,13,N,N,8,N,28,4,N
