ACCSEQDV,ACCTYPE,ALCTEST,ANGTHIS,ANGOTHER,AOPSVEH,WEATHER,BAGDEPFV,BAGDEPOV,BAREQSP,BODYTYPE,CARGOWGT,CASEID,CASENO,CONDTREE,CURBWGT,DVEST,DOCTRAJ,DRIVDIST,DRINKING,DRIVE,DRPRES,DRRACE,DRZIP,DVBASIS,DVCONFID,DVLAT,DVLONG,DVTOTAL,ENERGY,FOVERIDE,IMPACTSP,INSPTYPE,LANES,LGTCOND,MAKE,MANEUVER,MODEL,MODELYR,RATWGT,OCCFORMS,OCUPANTS,PREEVENT,PREMOVE,PREILOC,PREISTAB,PSU,ALIGNMNT,SURCOND,PROFILE,SURTYPE,RELINTER,ROLINDIR,ROLINLOC,ROLINTYP,ROLLOBJ,ROLLOVER,ROVERIDE,SPECOTH,SPLIMIT,STRATIF,TOWHITCH,TOWPAR,TRAFCONT,TRCTLFCT,TRAVELSP,TRAFFLOW,TRIPLOC,VEHNO,VEHUSE,VERSION,VIN,VINLNGTH,DRUGS,VINO,MCYCLDS,VEHWGT,VINMAKE,VINAMOD,SERTR,VINBT,ROOF1,ROOF2,ROOF3,ANTILOCK,FRTWHLDR,FOURWHDR,RESTYPE,CARBUR,FUELCODE,WGTCDTR,VEHTYPE,WHLDRWHL,DAYRUNLT,VINMODYR,OTVEHWGT,OTBDYTYP,VINJSER,VINJURED,VTREAT,VAIS
1,20,C,0,0,1,0,0,0,16,4,0," 33F",33,0,111,0,0,98,0,2,1,1,12538,1,1,0,-19,19,128,0,998,3,4,1,20,3,32,91,145.74134541,2,2,50,1,1,2,2,1,1,1,1,3,0,0,0,0,0,0,0,64,F,0,1,5,2,U,0,0,2,0,9,1Y1SK5468M,17,0,4,,2364,GEO,GEP,,4D,1,3,,1,Y,N,P,F,G,,P,,N,91,101,3,0,0,0,0
1,66,C,90,270,1,3,1,0,U,4,0," 34G",34,0,105,6,1,U,0,2,1,U,12498,7,0,U,U,U,U,U,U,3,2,1,35,U,43,96,213.18813317,2,2,10,14,2,U,2,3,3,1,2,0,0,0,0,0,0,0,0,89,G,0,1,6,2,U,0,0,1,0,9,1N4AB41D0T,17,0,4,,2237,NISS,EXE,,4D,1,3,,7,Y,N,E,F,G,,P,,N,96,U,39,0,0,0,0
U,66,C,270,90,0,3,0,0,U,39,0," 34G",34,0,U,U,0,1,0,8,1,U,12477,0,0,U,U,U,U,U,U,0,2,1,49,3,499,93,213.18813317,0,1,62,1,2,2,2,1,3,5,2,0,0,0,0,0,0,0,0,89,G,0,0,6,2,U,0,0,2,0,9,9999999999,U,0,1,9999,9999,99999,999,999,99,9,9,9,9,9,9,9,9,9,9,P,99,9,93,N,N,N,N,N,N
,51,C,,,,3,,,,61,," 35K",35,,,,,U,0,8,,U,12601,,,,,,,,,,2,1,23,U,881,90,47.38139661,,,62,14,1,1,2,3,3,2,2,0,,,,,,,0,89,K,,1,0,0,U,0,,1,0,9,1GDC6D1P9L,17,0,4,,,GMC,C6M,C64,CC,,,,,,,,,G,4,T,42,,90,N,N,N,N,N,N
1,50,C,265,90,0,3,0,0,47,4,1," 35K",35,0,171,0,0,1,0,1,1,1,12401,4,0,U,U,U,U,7,U,3,2,1,22,9,2,79,47.38139661,2,2,5,14,2,1,2,2,3,4,2,0,0,0,0,0,0,0,0,89,K,0,1,6,2,U,0,0,2,0,9,2N69W9P100,13,0,4,,,,,,,,,,,,,,,,,U,,,79,N,61,2,2,3,3
1,7,C,997,997,0,3,0,0,U,14,1," 36F",36,0,102,6,0,1,0,8,1,1,12477,5,0,U,U,U,U,0,U,3,2,1,20,7,402,90,517.87517139,1,1,5,14,4,1,2,3,3,1,2,0,2,4,5,31,1,0,0,89,F,0,1,0,0,U,0,6,1,0,9,2CNBJ18UXL,17,0,4,,,GEO,GEO,TRC,UT,1,,,1,,,A,,G,1,T,44,N,90,998,98,0,1,4,1
3,1,C,998,998,0,0,0,0,U,2,0," 37H",37,1,140,1,1,7,0,1,1,3,12432,11,0,U,U,U,U,0,U,2,2,1,14,8,4,86,1745.9343597,4,4,13,14,4,1,2,3,1,1,2,0,0,0,0,0,0,0,0,72,H,0,1,5,2,U,0,0,1,0,9,1MEBP9233G,17,0,4,,3085,MERC,COU,,CP,1,3,,1,N,N,A,,G,,P,,N,86,998,98,0,0,0,0
1,50,C,130,322,0,0,0,0,60,4,2," 38K",38,0,127,0,0,U,0,2,1,1,12443,3,4,10,-54,55,2171,U,998,0,2,2,21,2,17,83,23.809747041,3,3,10,14,2,1,2,2,1,1,2,0,0,0,0,0,0,0,0,89,K,0,1,6,2,U,0,0,1,0,9,1G3AM19E0D,17,0,4,,2703,OLDS,CIB,,4D,,,,,,,,2,G,,P,,,83,N,N,1,3,3,3
1,51,C,322,130,0,0,0,0,41,14,2," 38K",38,0,167,0,0,U,0,8,1,U,12485,3,1,8,-45,46,1254,1,998,3,2,2,38,U,401,89,23.809747041,1,1,62,14,1,U,2,3,1,1,2,0,0,0,0,0,0,0,0,89,K,0,1,6,2,U,0,0,2,0,9,JACCH58E9K,17,0,5,,,ISU,TRO,TII,UT,1,,,1,,,A,,G,1,T,44,N,89,127,4,0,1,8,7
1,83,C,0,225,1,0,0,0,22,4,0," 39D",39,0,151,0,0,U,0,2,1,U,12550,11,0,U,U,U,U,0,U,3,2,1,20,U,20,94,103.84864843,1,1,67,14,1,U,2,3,1,1,2,2,0,0,0,0,0,0,0,89,D,0,1,0,0,U,0,0,1,0,9,2G1WL54T2R,17,0,4,,3333,CHEV,LUM,,4D,1,,,5,Y,N,P,F,G,,P,,N,94,U,2,0,1,4,1
U,82,C,225,0,0,0,U,0,U,2,U," 39D",39,0,U,U,0,U,0,1,1,U,12528,0,0,U,U,U,U,0,U,0,2,1,12,U,399,91,103.84864843,1,1,15,11,2,U,2,2,1,2,2,2,0,0,0,0,0,0,0,64,D,0,1,2,2,U,0,0,2,0,9,9999999999,U,0,1,9999,9999,99999,999,999,99,9,9,9,9,9,9,9,9,9,9,P,99,9,91,N,N,0,1,4,1
2,84,C,998,998,1,0,0,0,13,4,0," 40E",40,0,112,0,0,1,0,2,1,1,12427,9,0,U,U,U,U,0,U,3,2,1,49,1,40,91,516.3859123,2,2,74,14,1,1,2,3,1,1,2,2,0,0,0,0,0,0,0,89,E,0,1,0,0,U,3,0,1,0,9,4T1SV24E7M,17,0,4,,2690,TOYT,CAM,,4D,1,,,1,Y,N,P,F,G,,P,,N,91,998,98,0,0,4,0
1,84,C,140,180,1,0,1,0,U,4,0," 40E",40,0,183,6,0,2,0,1,1,U,12401,7,0,U,U,U,U,0,U,2,4,1,13,7,1,94,516.3859123,1,1,10,16,1,1,2,2,1,1,2,2,0,0,0,0,0,0,0,72,E,0,1,3,2,U,0,0,2,0,9,1LNLM81W6R,17,0,4,,4039,LINC,EXC,,4D,1,3,,2,N,N,E,F,G,,P,,N,94,112,4,0,0,0,0
1,79,C,180,100,1,0,1,0,15,4,2," 41H",41,0,173,0,0,U,0,1,1,U,12401,11,0,U,U,U,U,0,U,3,2,3,12,U,16,90,3890.4154275,1,1,65,1,1,1,2,1,3,1,2,2,0,0,0,0,0,0,0,48,H,0,1,5,2,U,0,0,1,5,9,2FACP72G9L,17,0,4,,3821,FORD,CVS,,4D,1,,,1,N,N,M,2,G,,P,,N,90,U,39,0,1,0,7
U,78,U,100,180,0,0,U,0,U,39,U," 41H",41,0,U,U,0,U,1,8,1,U,12548,0,0,U,U,U,U,0,U,0,2,3,20,U,499,95,3890.4154275,0,1,16,10,1,U,2,1,3,1,2,2,0,0,0,0,0,0,0,48,H,0,0,2,2,U,0,0,2,0,9,9999999999,U,0,1,9999,9999,99999,999,999,99,9,9,9,9,9,9,9,9,9,9,P,99,9,95,N,N,N,N,N,N
,82,C,,,,0,,,,68,," 42E",42,,,,,U,0,8,,1,1,,,,,,,,,,2,2,23,1,881,88,62.415164889,,,15,11,1,1,2,3,2,4,2,1,,,,,,,0,89,E,,1,1,2,U,3,,1,0,9,4V1WDBRE6J,17,0,4,,,WHGM,ARO,WIA,DS,,,,,,,,,D,8,T,64,,88,N,N,N,N,N,N
1,83,C,0,180,1,0,6,0,U,4,0," 42E",42,0,106,7,1,97,0,2,1,U,12477,4,0,U,U,U,U,7,U,3,2,2,9,1,20,95,62.415164889,1,1,67,1,1,2,2,1,2,1,2,1,0,0,0,0,0,0,0,72,E,0,1,1,2,U,0,0,2,0,9,1P3ES47C1S,17,0,4,,2463,PLYM,NEH,,4P,1,,,5,Y,N,E,F,G,,P,,N,95,N,68,0,1,4,1
1,83,C,259,145,0,0,0,0,15,14,1," 43F",43,0,150,0,0,1,0,8,1,1,12561,3,1,-3,-17,17,144,0,998,3,2,1,20,4,401,87,139.47902197,1,1,67,1,1,2,2,1,2,2,2,2,0,0,0,0,0,0,0,72,F,0,1,6,2,U,0,0,1,0,9,1GNCT18R0H,17,0,4,,,CHEV,S10,SBZ,S2,1,,,1,,,A,,G,1,T,44,N,87,107,2,0,0,6,0
1,82,C,145,259,0,0,U,0,26,2,U," 43F",43,0,107,0,1,U,0,2,1,U,12528,3,4,20,-14,25,341,0,998,0,2,1,22,U,16,84,139.47902197,1,1,15,11,1,U,2,1,2,1,2,2,0,0,0,0,0,0,0,48,F,0,1,2,2,U,0,0,2,0,9,9999999999,U,0,1,9999,9999,99999,999,999,99,9,9,9,9,9,9,9,9,9,9,T,99,9,84,N,N,0,1,4,1
1,20,C,0,0,0,0,0,0,30,4,1," 44F",44,0,102,0,1,98,0,U,1,1,12471,4,0,U,U,U,U,1,U,3,2,1,48,1,31,90,139.47902197,2,2,50,14,1,1,2,2,1,4,2,0,2,1,7,2,4,0,0,89,F,0,1,0,0,U,0,3,1,0,9,JF1AC4215L,17,0,5,,2250,SUBA,LOY,,4D,1,,,1,Y,N,A,F,G,,P,,N,90,139,40,0,2,4,1
1,21,C,0,0,0,0,0,0,U,40,50," 44F",44,0,139,7,0,1,0,8,1,1,12561,4,0,U,U,U,U,0,U,3,2,1,25,1,441,94,139.47902197,1,1,53,7,1,1,2,3,1,4,2,0,0,0,0,0,0,4,0,89,F,0,1,0,0,0,0,0,2,0,9,1GBCS1043R,17,0,4,,,CHEV,S10,LLV,UT,1,,,1,,,,,G,1,T,42,N,94,102,4,0,1,4,1
1,7,C,997,997,0,1,0,0,U,3,2," 45H",45,0,128,6,1,1,0,1,1,1,85704,5,0,U,U,U,U,0,U,3,2,1,12,98,3,88,470.23149667,1,1,12,14,4,4,2,3,2,2,2,0,1,4,1,61,2,0,0,56,H,0,1,5,2,U,0,1,1,0,9,1FABP42E1J,17,0,4,,3193,FORD,MGT,,2H,1,2,,1,N,N,A,F,G,,P,,N,88,998,98,0,0,0,0
1,7,C,997,997,0,0,0,0,U,14,7," 46D",46,0,216,7,1,1,0,8,1,1,12561,5,0,U,U,U,U,0,U,3,2,2,49,1,401,87,48.549446449,3,3,16,10,2,3,2,1,1,2,5,2,2,1,3,31,2,0,0,89,D,0,1,0,0,U,0,6,1,0,9,JT4RN62D2H,17,0,5,,,TOYT,RUN,RN6,UT,1,2,,1,,,A,,G,1,T,44,N,87,998,98,0,3,4,1
1,2,C,997,997,1,0,6,0,U,6,1," 47E",47,0,158,7,1,U,0,2,1,U,12477,5,0,U,U,U,U,0,U,3,2,1,12,U,17,96,89.868132459,1,1,13,14,4,3,2,2,1,2,2,0,2,3,1,61,2,0,0,89,E,0,1,6,2,U,0,1,1,0,9,1FALP57U2T,17,0,4,,3511,FORD,TAG,,SW,1,,,5,Y,N,E,F,G,,P,,O,96,998,98,0,1,4,1
1,1,C,998,998,1,1,0,0,26,2,0," 48F",48,2,140,0,0,12,0,2,1,1,12484,9,0,U,U,U,U,0,U,3,2,1,21,1,20,89,200.82810394,1,1,13,14,4,1,2,3,2,1,2,0,0,0,0,0,0,0,0,56,F,0,1,0,0,U,0,0,1,0,9,1G3WS14WXK,17,0,4,,2983,OLDS,SUL,,CP,1,3,,5,Y,N,P,F,G,,P,,N,89,998,98,0,1,4,1
1,13,C,998,998,1,1,1,0,13,20,0," 49G",49,0,160,0,0,1,0,8,1,1,12498,9,0,U,U,U,U,0,U,3,2,2,7,2,442,94,293.76817161,2,2,87,1,1,1,2,1,2,2,2,0,0,0,0,0,0,0,0,72,G,0,1,0,0,U,0,0,1,0,9,1B4GK54R8R,17,0,4,,,DODG,CAR,GCL,SV,1,,,5,,,E,,G,1,T,44,N,94,998,98,0,0,0,0
2,6,0,998,998,0,0,0,0,U,3,0," 50D",50,0,144,8,1,11,0,1,1,1,12484,6,0,U,U,U,U,0,U,3,2,1,22,1,9,82,24.396706758,2,2,12,14,4,1,2,2,1,1,2,0,1,4,5,31,4,0,U,89,D,0,1,0,0,U,0,6,1,0,9,1G2AS87H1C,17,0,4,,2843,PONT,FBD,,CP,,,,,,,,4,G,,P,,,82,998,98,0,2,4,2
1,20,C,0,340,1,0,2,0,31,2,0," 51E",51,0,89,0,0,1,0,2,1,1,12477,1,1,10,-26,28,371,1,998,3,2,1,49,9,38,93,43.761380916,1,1,50,14,1,2,2,3,1,1,2,2,0,0,0,0,0,0,0,64,E,0,1,5,2,U,0,0,1,0,9,JT2EL46S4P,17,0,5,,1950,TOYT,TSD,,2D,1,,,7,Y,N,M,F,G,,P,,N,93,104,6,0,1,4,1
1,22,C,340,0,0,0,0,0,22,6,0," 51E",51,0,104,0,0,1,0,2,1,1,12432,1,1,8,23,24,348,0,998,3,2,1,49,1,32,89,43.761380916,1,1,53,5,1,1,2,3,1,1,2,2,0,0,0,0,0,4,0,64,E,0,1,5,2,U,0,0,2,0,9,JT2AE92W3K,17,0,5,,2282,TOYT,CDF,,SW,1,,,1,Y,N,A,2,G,,P,,N,89,89,2,0,0,4,0
1,22,C,180,180,0,0,0,0,U,14,0," 52F",52,0,134,6,1,1,0,8,1,1,12561,4,0,U,U,U,U,0,U,3,2,1,2,1,402,91,97.793454863,1,1,53,5,1,1,2,1,1,1,2,2,0,0,0,0,0,1,0,89,F,0,1,0,0,0,0,0,1,0,9,2J4FY69S2M,17,0,4,,,JEEP,W/Y,WYR,UT,1,,,1,,,A,,G,1,T,44,N,91,147,14,0,1,6,1
1,20,C,180,180,0,0,0,0,U,14,2," 52F",52,0,147,6,0,1,0,8,1,1,12477,4,0,U,U,U,U,4,U,3,2,1,52,2,401,86,97.793454863,1,1,50,1,1,1,2,1,1,1,2,2,0,0,0,0,0,0,0,89,F,0,1,0,0,U,0,0,2,0,9,JA7FJ23EXG,17,0,5,,,MITS,MON,MON,UT,1,,,1,,,A,,G,1,T,44,N,86,134,14,0,1,4,1
U,98,C,0,168,0,0,U,0,U,29,U," 52F",52,0,U,U,0,U,0,8,1,U,12487,0,0,U,U,U,U,0,U,0,2,1,20,U,499,92,97.793454863,0,1,62,1,1,1,2,1,1,1,2,2,0,0,0,0,0,0,0,89,F,0,0,0,0,U,0,0,3,0,9,9999999999,U,0,1,9999,9999,99999,999,999,99,9,9,9,9,9,9,9,9,9,9,T,99,9,92,N,N,N,N,N,N
1,7,C,998,998,1,0,0,0,U,3,1," 53H",53,0,104,6,1,1,0,2,1,1,12477,9,0,U,U,U,U,0,U,3,2,1,12,6,13,92,329.69518995,1,1,12,14,4,3,2,2,1,4,2,0,0,0,0,0,0,0,0,64,H,0,1,5,2,U,0,0,1,0,9,1FAPP1284N,17,0,4,,2458,FORD,EGT,,2H,1,3,,1,Y,N,P,F,G,,P,,N,92,998,98,0,0,0,0
U,98,C,180,176,0,0,U,0,U,4,0," 54C",54,0,107,U,0,1,0,2,1,1,12487,0,0,U,U,U,U,0,U,0,2,1,41,1,35,92,48.393146937,0,1,98,5,1,1,2,1,1,1,2,2,0,0,0,0,0,0,0,89,C,0,0,0,0,0,0,0,1,0,9,9999999999,U,0,1,9999,9999,99999,999,999,99,9,9,9,9,9,9,9,9,9,9,P,99,9,92,N,N,N,N,N,N
U,58,C,176,0,0,0,0,0,U,6,1," 54C",54,0,U,U,0,1,0,2,1,U,12561,0,0,U,U,U,U,U,U,0,2,1,20,6,17,86,48.393146937,2,2,50,1,2,1,2,1,1,1,2,2,0,0,0,0,0,0,0,89,C,0,1,0,0,U,0,0,2,0,9,9999999999,U,0,1,9999,9999,99999,999,999,99,9,9,9,9,9,9,9,9,9,9,P,99,9,86,N,N,0,1,4,1
1,59,C,0,176,1,0,6,0,U,4,0," 54C",54,0,153,8,0,1,0,2,1,1,12401,7,0,U,U,U,U,U,U,3,2,1,6,7,41,94,48.393146937,2,2,62,14,1,1,2,3,1,1,2,2,0,0,0,0,0,0,0,89,C,0,1,0,0,U,0,0,3,0,9,2C3HL56F1R,17,0,4,,3289,CHRY,CND,,4D,1,3,,2,Y,N,C,F,G,,P,,N,94,U,6,0,2,4,2
1,29,C,5,0,0,0,0,0,12,4,0," 55F",55,0,143,0,0,1,0,1,1,1,12401,11,0,U,U,U,U,0,U,3,2,1,21,1,2,86,186.69495264,2,2,53,2,1,1,2,3,1,1,2,2,0,0,0,0,0,1,0,89,F,0,1,0,0,U,0,0,1,0,9,1G3HN6932G,17,0,4,,3041,OLDS,DRF,,4D,1,2,,1,Y,N,A,F,G,,P,,N,86,U,39,0,1,4,1
U,28,C,0,5,0,0,0,0,U,39,U," 55F",55,0,U,U,1,U,0,8,1,U,12205,0,0,U,U,U,U,U,U,0,2,1,49,U,499,87,186.69495264,0,1,52,2,1,2,2,3,1,1,2,2,0,0,0,0,0,0,0,89,F,0,0,0,0,U,0,0,2,0,9,9999999999,U,0,1,9999,9999,99999,999,999,99,9,9,9,9,9,9,9,9,9,9,P,99,9,87,N,N,N,N,N,N
2,98,C,352,0,0,0,0,0,U,14,3," 56F",56,0,133,6,0,1,0,8,1,6,10011,4,0,U,U,U,U,0,U,2,2,1,2,1,403,91,186.69495264,4,4,53,5,1,1,2,1,1,1,2,0,0,0,0,0,0,U,0,64,F,0,1,5,2,0,0,0,1,0,9,2J4FY29S4M,17,0,4,,,JEEP,W/Y,W/Y,UT,1,,,1,,,A,,G,1,T,44,N,91,225,31,0,3,4,1
1,25,C,0,0,1,0,0,0,12,4,0," 56F",56,0,144,0,0,1,0,2,1,1,12549,3,1,0,11,11,92,0,998,2,2,1,20,12,20,93,186.69495264,0,2,53,6,1,1,2,1,1,1,2,0,0,0,0,0,0,4,0,64,F,0,0,5,2,U,0,0,2,0,9,2G1WL54T7P,17,0,4,,3169,CHEV,LUM,,4D,1,,,5,Y,N,P,F,G,,P,,N,93,225,31,N,N,N,N
2,24,C,0,352,0,0,U,0,7,31,0," 56F",56,0,225,0,0,1,0,8,1,U,12533,3,4,0,-7,7,45,U,998,2,2,1,12,3,481,95,186.69495264,0,2,51,1,1,2,2,1,1,1,2,0,0,0,0,0,0,0,0,64,F,0,0,5,2,U,0,0,3,0,9,2FTHF26F9S,17,0,4,,,FORD,COF,F25,PK,1,,,3,,,A,,D,2,T,44,N,95,133,14,N,N,N,N
1,66,C,180,354,0,0,0,0,U,14,0," 57G",57,0,133,6,0,U,0,8,1,U,12440,7,0,U,U,U,U,1,U,2,2,1,2,U,402,95,273.09442159,1,1,62,14,1,1,2,3,1,4,2,0,0,0,0,0,0,0,0,56,G,0,1,0,0,U,0,0,1,0,9,1J4FY19P0S,17,0,4,,,JEEP,W/Y,WSR,2W,1,,,1,,,A,,G,1,T,44,N,95,U,31,0,0,0,0
U,66,C,354,180,0,0,0,0,U,31,U," 57G",57,0,U,U,0,12,0,8,1,U,12440,0,0,U,U,U,U,U,U,0,2,1,2,U,482,88,273.09442159,0,1,10,14,2,1,2,2,1,2,2,0,0,0,0,0,0,0,0,56,G,0,0,0,0,U,0,0,2,0,9,9999999999,U,0,1,9999,9999,99999,999,999,99,9,9,9,9,9,9,9,9,9,9,T,99,9,88,N,N,N,N,N,N
4,7,24,998,998,1,0,8,0,29,2,0," 58E",58,3,165,0,1,U,1,1,1,1,11717,9,0,U,U,U,U,0,U,3,2,2,14,6,4,95,66.236501515,1,1,13,14,4,2,2,3,1,1,2,0,0,0,0,0,0,0,0,89,E,0,1,6,2,U,0,0,1,0,9,1MELM62W6S,17,0,4,,3533,MERC,XR7,,2D,1,3,,7,N,N,E,F,G,,P,,N,95,998,98,0,1,3,1
3,1,C,90,70,1,0,1,0,U,2,0," 59G",59,0,119,6,1,1,0,2,1,1,12401,10,0,U,U,U,U,0,U,3,2,3,20,8,16,95,52.662544802,2,2,13,14,4,2,2,3,1,1,2,0,0,0,0,0,0,0,0,48,G,0,1,5,2,U,0,0,1,0,9,1G1JF12D7S,17,0,4,,9999,CHEV,CZ2,,CP,1,,,2,Y,N,E,F,G,,P,,N,95,998,98,0,2,6,1
U,2,C,998,998,0,0,U,0,U,2,U," 60H",60,1,U,U,1,U,0,1,1,U,12401,0,0,U,U,U,U,0,U,0,2,1,12,U,3,89,121.37364967,1,1,13,14,4,2,2,3,1,1,2,0,0,0,0,0,0,0,0,89,H,0,1,6,2,U,0,0,1,0,9,9999999999,U,0,1,9999,9999,99999,999,999,99,9,9,9,9,9,9,9,9,9,9,P,99,9,89,N,N,0,0,0,0
U,2,C,998,998,0,1,0,0,U,39,U," 61H",61,1,U,U,1,U,0,8,1,U,5855,0,0,U,U,U,U,0,U,0,5,1,35,U,499,90,121.37364967,1,1,13,1,4,3,2,1,2,1,1,4,0,0,0,0,0,0,0,64,H,0,1,6,2,U,0,0,1,0,9,9999999999,U,0,1,9999,9999,99999,999,999,99,9,9,9,9,9,9,9,9,9,9,P,99,9,90,N,N,0,0,0,0
2,64,C,80,270,0,0,0,0,U,3,0," 62C",62,0,106,8,1,11,0,U,1,U,6033,10,0,U,U,U,U,U,U,3,4,1,48,1,31,89,22.826956102,1,1,10,1,2,1,2,1,1,4,2,0,0,0,0,0,0,0,0,72,C,0,1,0,0,U,0,0,1,0,9,JF2AG53B7K,17,0,5,,2505,SUBA,G4D,,3D,1,,,1,N,Y,A,F,G,,P,,N,89,302,15,0,1,4,2
1,65,C,270,85,1,0,6,0,U,4,1," 62C",62,0,133,7,1,1,0,2,1,1,12491,7,0,U,U,U,U,0,U,3,4,1,49,7,40,94,22.826956102,1,1,62,1,1,1,2,1,1,2,2,0,0,0,0,0,0,0,0,72,C,0,1,0,0,U,0,0,2,0,9,4T1SK12E6R,17,0,4,,3086,TOYT,CLE,,4D,1,3,,7,Y,N,E,F,G,,P,,N,94,106,3,0,1,4,1
2,98,C,270,80,0,0,0,0,U,15,7," 62C",62,0,302,7,1,1,0,8,1,1,7960,7,0,U,U,U,U,0,U,3,4,1,3,1,421,96,22.826956102,1,1,62,1,1,1,2,1,1,2,2,0,1,4,1,68,2,0,0,72,C,0,1,0,0,U,0,1,3,0,9,137YA8439T,17,0,4,,,,,,,,,,,,,,,,,U,,,96,106,3,0,1,4,2
U,10,U,998,998,0,3,U,0,U,20,U," 63F",63,0,U,U,0,U,1,8,1,U,12566,0,0,U,U,U,U,0,U,0,2,2,9,U,442,85,154.56101016,1,1,12,14,4,U,2,2,3,2,2,0,U,U,U,U,U,0,0,56,F,0,1,6,2,U,0,U,1,0,9,9999999999,U,0,1,9999,9999,99999,999,999,99,9,9,9,9,9,9,9,9,9,9,U,99,9,85,N,N,0,1,4,1
1,83,C,0,235,0,0,0,0,11,5,0," 64H",64,0,102,0,0,1,0,2,1,2,12550,11,0,U,U,U,U,0,U,3,4,1,9,8,8,87,521.07803816,1,1,72,1,2,1,2,1,1,1,1,3,0,0,0,0,0,0,0,64,H,0,1,1,2,U,0,0,1,0,9,1P3BM18C0H,17,0,4,,2211,PLYM,HOR,,4H,1,,,1,Y,N,A,2,G,,P,,N,87,U,39,0,0,0,0
U,82,C,235,0,0,0,0,0,U,39,U," 64H",64,0,U,U,0,U,0,8,1,U,12522,0,0,U,U,U,U,0,U,0,2,1,20,U,499,88,521.07803816,0,1,15,11,3,1,2,2,1,4,2,3,0,0,0,0,0,0,U,0,H,0,0,0,0,U,0,0,2,0,9,9999999999,U,1,1,9999,9999,99999,999,999,99,9,9,9,9,9,9,9,9,9,9,P,99,9,88,N,N,N,N,N,N
1,68,C,110,0,0,0,0,0,U,4,0," 65H",65,0,113,6,0,2,0,2,1,1,12528,11,0,U,U,U,U,0,U,2,4,1,37,1,32,89,521.07803816,1,1,15,11,2,1,2,1,1,1,1,3,0,0,0,0,0,0,0,64,H,0,1,0,0,U,0,0,1,0,9,1HGCA5639K,17,0,4,,2504,HOND,ULX,,4D,1,,,1,Y,N,A,2,G,,P,,N,89,120,4,0,0,6,0
1,69,C,0,110,1,0,1,0,U,4,0," 65H",65,0,120,6,0,1,0,2,1,U,12603,7,0,U,U,U,U,0,U,3,4,1,20,2,19,91,521.07803816,1,1,62,1,1,1,2,1,1,1,1,3,0,0,0,0,0,0,0,64,H,0,1,0,0,U,0,0,2,0,9,1G1LT53T7M,17,0,4,,2569,CHEV,COL,,4D,1,,,1,Y,N,M,F,G,,P,,N,91,113,4,0,1,6,1
1,50,D,160,0,1,1,2,0,35,31,0," 66C",66,0,208,0,1,1,1,8,1,U,12477,1,3,-13,-23,26,1449,1,998,3,2,1,23,3,481,95,22.826956102,2,2,10,14,2,3,2,3,2,4,2,0,0,0,0,0,0,0,0,89,C,0,1,0,0,U,0,0,1,0,9,1GTFK24K9S,17,0,4,,,GMC,SIE,SK2,PK,1,,,2,,,M,,G,2,T,44,N,95,128,14,0,2,4,1
1,51,C,0,160,1,1,6,0,25,14,0," 66C",66,0,128,0,0,U,0,8,1,U,12463,1,1,15,-41,43,339,4,998,3,2,1,20,U,402,96,22.826956102,1,1,62,14,1,1,2,2,2,2,2,0,0,0,0,0,0,0,0,89,C,0,1,0,0,U,0,0,2,0,9,2CNBJ1361T,17,0,4,,,GEO,GEO,TRC,4W,1,,,5,,,E,,G,1,T,44,S,96,208,31,1,1,3,5
1,52,C,180,298,0,0,0,0,U,21,5," 67F",67,0,178,7,0,1,0,8,1,2,12401,7,0,U,U,U,U,0,U,3,2,1,23,1,461,91,85.991731332,1,1,62,1,1,1,2,1,2,1,2,0,0,0,0,0,0,0,0,48,F,0,1,0,0,U,0,0,1,0,9,1GTCG15Z0M,17,0,4,,,GMC,VAN,G1V,VN,1,,,3,,,A,,G,1,T,42,N,91,90,3,0,1,4,1
1,52,C,298,180,0,0,0,0,23,3,0," 67F",67,0,90,0,0,1,0,U,1,1,12401,11,0,U,U,U,U,0,U,3,2,1,37,98,31,88,85.991731332,1,1,10,14,1,4,2,3,2,1,2,0,0,0,0,0,0,0,0,32,F,0,1,4,2,U,0,0,2,0,9,2HGED6458J,17,0,4,,1927,HOND,UCD,,2H,1,,,1,Y,N,A,F,G,,P,,N,88,178,21,0,1,4,2
,69,C,,,,0,,,,63,," 68F",68,,,,,1,0,8,,U,12206,,,,,,,,,,2,1,12,2,881,96,85.991731332,,,62,1,1,1,2,1,1,1,2,2,,,,,,,0,72,F,,0,0,0,U,0,,1,0,9,1FDXR82E6T,17,0,4,,,FORD,CON,N8F,CC,,,,,,,B,,D,7,T,42,,96,N,N,N,N,N,N
1,68,C,105,0,0,0,0,0,17,6,4," 68F",68,0,185,0,0,1,0,1,1,U,12561,4,0,U,U,U,U,0,U,3,2,1,20,10,2,85,85.991731332,1,1,15,11,2,1,2,1,1,1,2,2,0,0,0,0,0,0,0,72,F,0,1,0,0,U,0,0,2,0,9,1G1BN35H7F,17,0,4,,3965,CHEV,CCL,,SW,1,,,1,N,N,A,4,G,,P,,N,85,N,63,0,0,4,0
